Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
0.5667,14,White,Yes,13,2
0.5667,14,White,No,.,.
0.5667,14,Other,No,.,.
1.7872,14,White,Yes,13,1
1.7872,14,White,No,.,.
1.7872,14,White,No,.,.
1.7872,14,White,No,.,.
0.7174,14,White,No,.,.
1.0816,14,White,No,.,.
0.8201,14,Black,No,.,.
0.3752,14,Black,No,.,.
0.4948,14,White,Yes,13,1
0.7174,14,White,No,.,.
0.3752,14,Black,Yes,14,2
1.1895,14,White,Yes,13,4
1.0816,14,White,No,.,.
1.355,14,Hispanic,No,.,.
1.274,14,Black,No,.,.
1.3552,14,Black,No,.,.
1.7872,14,White,Yes,14,1
1.6801,14,White,No,.,.
1.7872,14,White,No,.,.
1.7872,14,White,Yes,14,1
1.7872,14,White,No,.,.
1.416,14,White,Yes,14,1
0.0821,14,Other,No,.,.
0.144,14,White,No,.,.
0.7758,14,Hispanic,No,.,.
1.1023,14,White,No,.,.
1.1619,14,White,No,.,.
0.9527,14,White,No,.,.
0.9527,14,White,No,.,.
0.7223,14,Other,No,.,.
0.8585,14,Other,No,.,.
1.1421,14,Hispanic,No,.,.
1.5065,14,White,No,.,.
0.8585,14,Other,No,.,.
0.8585,14,Other,No,.,.
0.8585,14,Other,Yes,13,1
1.1494,14,White,Yes,14,1
1.2712,14,White,No,.,.
1.3719,14,White,No,.,.
1.5135,14,White,No,.,.
1.1477,14,Black,No,.,.
1.5135,14,White,No,.,.
1.1475,14,Hispanic,No,.,.
1.1475,14,Hispanic,No,.,.
1.1477,14,Black,No,.,.
1.5135,14,White,No,.,.
0.8625,14,Other,No,.,.
1.1475,14,Hispanic,No,.,.
3.3877,14,White,Yes,14,1
3.3877,14,White,No,.,.
3.3877,14,White,No,.,.
2.0406,14,White,Yes,14,1
2.0406,14,White,No,.,.
1.6513,14,White,Yes,14,1
1.6513,14,White,No,.,.
1.6513,14,White,No,.,.
1.2519,14,Hispanic,Yes,13,2
0.4116,14,Hispanic,No,.,.
0.3094,14,Other,No,.,.
0.5429,14,Other,No,.,.
0.5429,14,Other,No,.,.
0.4117,14,Black,No,.,.
1.557,14,Other,No,.,.
0.5782,14,Hispanic,Yes,11,1
0.5782,14,Hispanic,No,.,.
0.5782,14,Hispanic,Yes,14,2
1.557,14,Other,No,.,.
0.4116,14,Hispanic,Yes,14,2
0.4117,14,Black,No,.,.
0.4117,14,Black,Yes,12,1
0.5782,14,Hispanic,No,.,.
0.5782,14,Hispanic,Yes,14,1
0.5782,14,Hispanic,.,.,.
0.5782,14,Hispanic,Yes,14,2
0.5782,14,Hispanic,No,.,.
0.5782,14,Hispanic,No,.,.
0.3338,14,Hispanic,No,.,.
0.4402,14,White,No,.,.
0.4402,14,White,No,.,.
0.4117,14,Black,Yes,14,1
0.4117,14,Black,No,.,.
0.4402,14,White,No,.,.
0.2509,14,Other,No,.,.
0.3338,14,Hispanic,No,.,.
0.4402,14,.,No,.,.
0.2509,14,Other,No,.,.
0.3338,14,Hispanic,No,.,.
0.9957,14,Hispanic,.,.,.
0.9958,14,Other,No,.,.
0.9062,14,White,No,.,.
0.9062,14,White,No,.,.
0.687,14,Hispanic,No,.,.
0.5164,14,Other,No,.,.
1.4923,14,White,No,.,.
1.4923,14,White,Yes,13,1
1.1449,14,White,No,.,.
0.868,14,Hispanic,No,.,.
1.1449,14,White,No,.,.
1.717,14,Other,Yes,13,1
1.557,14,Other,No,.,.
0.4539,14,White,No,.,.
2.0714,14,Hispanic,No,.,.
2.0714,14,Hispanic,No,.,.
0.2587,14,Other,No,.,.
0.4539,14,White,No,.,.
0.5089,14,Black,No,.,.
1.2595,14,Black,No,.,.
0.3214,14,White,No,.,.
1.0926,14,Hispanic,No,.,.
1.3121,14,Black,No,.,.
0.207,14,Black,Yes,14,1
0.3921,14,White,No,.,.
0.3457,14,.,.,.,.
1.7872,14,White,No,.,.
0.5082,14,Other,.,.,.
0.9537,14,White,No,.,.
0.8884,14,Hispanic,No,.,.
0.5864,14,Other,No,.,.
1.1418,14,White,No,.,.
1.7207,14,Other,No,.,.
0.3288,14,Black,Yes,12,2
0.4079,14,Other,Yes,13,2
1.1876,14,Other,No,.,.
1.7872,14,White,No,.,.
1.1275,14,Hispanic,No,.,.
1.0843,14,Black,No,.,.
1.2774,14,White,No,.,.
0.3457,14,Black,Yes,13,1
0.5606,14,Black,No,.,.
0.9873,14,Hispanic,No,.,.
0.2437,14,Hispanic,No,.,.
0.5144,14,Black,.,.,.
0.5686,14,Black,No,.,.
1.7207,14,Other,No,.,.
0.2928,14,White,No,.,.
0.9769,14,White,Yes,13,1
2.2949,14,Other,.,.,.
0.3288,14,.,Yes,14,1
0.4975,14,Hispanic,No,.,.
3.6572,14,Hispanic,No,.,.
0.2973,14,Hispanic,No,.,.
1.2795,14,White,No,.,.
1.0843,14,Black,No,.,.
1.4161,14,White,No,.,.
0.5727,14,Black,No,.,.
1.0596,14,White,No,.,.
1.029,14,White,No,.,.
0.5989,14,Hispanic,Yes,14,1
0.5989,14,Hispanic,No,.,.
1.0878,14,White,No,.,.
1.0822,14,Hispanic,Yes,13,1
1.6439,14,White,No,.,.
0.6507,14,Hispanic,Yes,13,1
1.7872,14,White,No,.,.
0.5605,14,Hispanic,No,.,.
0.2437,14,Hispanic,No,.,.
1.4688,14,White,No,.,.
0.5685,14,Hispanic,No,.,.
1.0957,14,White,No,.,.
1.929,14,White,No,.,.
1.0454,14,Black,No,.,.
1.7872,14,White,No,.,.
6.352,14,White,No,.,.
0.2221,14,Black,Yes,13,2
0.7176,14,Other,No,.,.
0.2928,14,Other,No,.,.
2.2892,14,Hispanic,No,.,.
1.2154,14,Black,No,.,.
3.6577,14,Black,No,.,.
0.207,14,Black,Yes,14,1
0.5428,14,Black,No,.,.
1.5251,14,Hispanic,No,.,.
0.5427,14,Hispanic,No,.,.
0.5427,14,Hispanic,No,.,.
0.3674,14,Other,Yes,14,1
0.5089,14,Black,Yes,13,1
1.0552,14,White,No,.,.
1.1275,14,Hispanic,No,.,.
0.3921,14,White,No,.,.
0.9701,14,Hispanic,No,.,.
0.7292,14,Other,No,.,.
0.9901,14,Other,.,.,.
1.0843,14,Black,Yes,14,1
5.7135,14,White,No,.,.
0.9686,14,Black,No,.,.
0.8884,14,Hispanic,No,.,.
1.752,14,White,No,.,.
1.4411,14,White,No,.,.
1.0926,14,Hispanic,No,.,.
1.029,14,White,No,.,.
1.029,14,White,Yes,14,1
1.0878,14,White,No,.,.
1.0878,14,White,No,.,.
1.0683,14,Hispanic,Yes,11,1
1.7872,14,White,No,.,.
4.3899,14,Hispanic,No,.,.
0.4985,14,Hispanic,No,.,.
0.4985,14,Hispanic,No,.,.
0.6575,14,.,No,.,.
0.5606,14,Other,No,.,.
0.3906,14,Black,No,.,.
1.3022,14,White,No,.,.
0.2437,14,Hispanic,No,.,.
0.2437,14,Hispanic,No,.,.
0.2437,14,Hispanic,No,.,.
0.5143,14,Hispanic,No,.,.
1.1478,14,Hispanic,No,.,.
0.5686,14,Black,No,.,.
0.5686,14,Black,Yes,14,2
0.5686,14,Black,.,.,.
0.7122,14,Hispanic,No,.,.
0.7123,14,Black,No,.,.
1.0957,14,White,No,.,.
1.0957,14,White,No,.,.
1.0454,14,Black,No,.,.
1.1055,14,White,No,.,.
1.2463,14,Hispanic,Yes,14,1
0.3906,14,Black,No,.,.
0.2928,14,White,.,.,.
0.3906,14,Black,Yes,13,3
0.2928,14,White,No,.,.
0.7406,14,Hispanic,No,.,.
0.3288,14,Black,No,.,.
0.4337,14,White,No,.,.
2.5619,14,Hispanic,No,.,.
0.207,14,Black,No,.,.
0.4975,14,Hispanic,Yes,14,1
0.4975,14,Hispanic,No,.,.
0.3288,14,Black,No,.,.
0.4975,14,Hispanic,No,.,.
0.3288,14,Black,No,.,.
0.5428,14,Black,No,.,.
0.4079,14,Other,No,.,.
0.6762,14,Other,No,.,.
1.0498,14,White,Yes,14,1
0.8918,14,.,No,.,.
1.4326,14,Hispanic,No,.,.
0.2973,14,Black,No,.,.
0.3921,14,White,No,.,.
0.3921,14,White,No,.,.
1.7872,14,White,No,.,.
3.6572,14,Hispanic,No,.,.
4.8237,14,White,No,.,.
1.1275,14,Hispanic,Yes,14,2
0.2973,14,Black,Yes,14,1
0.9701,14,Hispanic,Yes,14,1
0.9702,14,Other,No,.,.
0.7292,14,Other,No,.,.
0.207,14,Black,No,.,.
0.207,14,Black,No,.,.
0.207,14,Other,No,.,.
1.0841,14,Hispanic,Yes,13,2
5.7135,14,White,No,.,.
1.0738,14,Black,No,.,.
0.9537,14,White,No,.,.
0.807,14,Other,No,.,.
0.5727,14,Black,No,.,.
1.2774,14,White,No,.,.
0.9531,14,Black,No,.,.
1.2774,14,White,No,.,.
0.8884,14,Hispanic,Yes,13,1
0.8884,14,Hispanic,No,.,.
0.6678,14,Other,No,.,.
0.8884,14,Hispanic,No,.,.
0.8034,14,Black,No,.,.
0.8884,14,Hispanic,No,.,.
1.4411,14,White,No,.,.
1.4411,14,Other,No,.,.
0.7803,14,Black,No,.,.
1.029,14,Other,No,.,.
0.7802,14,Hispanic,No,.,.
1.7872,14,White,No,.,.
0.5989,14,Hispanic,No,.,.
0.5989,14,Hispanic,No,.,.
0.5989,14,Hispanic,No,.,.
0.5989,14,Hispanic,No,.,.
1.0878,14,White,No,.,.
1.4633,14,Other,No,.,.
1.0683,14,Hispanic,No,.,.
4.1894,14,Black,No,.,.
1.0822,14,Hispanic,No,.,.
4.3899,14,Other,Yes,14,3
0.4986,14,Black,No,.,.
0.9368,14,Other,No,.,.
1.7872,14,White,No,.,.
1.8421,14,White,Yes,13,1
0.6507,14,Hispanic,No,.,.
0.8583,14,Other,No,.,.
0.4041,14,Black,No,.,.
0.6507,14,Hispanic,No,.,.
0.3457,14,Black,No,.,.
4.0293,14,White,Yes,14,1
0.533,14,White,Yes,14,1
0.533,14,White,No,.,.
0.3906,14,Black,Yes,13,1
0.3906,14,Black,Yes,14,1
0.4041,14,Hispanic,No,.,.
0.3906,14,Black,No,.,.
1.661,14,White,Yes,14,1
0.8184,14,Other,No,.,.
1.2859,14,White,.,.,.
1.3022,14,White,No,.,.
0.2437,14,Hispanic,Yes,14,1
0.1831,14,Other,No,.,.
0.2437,14,Hispanic,No,.,.
0.7756,14,Other,No,.,.
0.2437,14,Hispanic,No,.,.
0.5144,14,Black,.,.,.
1.2083,14,White,No,.,.
0.5143,14,Hispanic,Yes,12,4
0.8628,14,Other,No,.,.
0.5686,14,Black,Yes,14,3
1.2083,14,White,Yes,14,1
0.5685,14,Hispanic,No,.,.
0.5686,14,Black,No,.,.
0.5686,14,Black,No,.,.
0.5686,14,Black,Yes,13,4
0.7123,14,Black,Yes,14,1
0.7123,14,Black,No,.,.
0.7123,14,Black,No,.,.
0.8308,14,Black,No,.,.
1.4625,14,Hispanic,No,.,.
1.4625,14,Hispanic,No,.,.
1.0454,14,Black,No,.,.
1.7872,14,White,Yes,13,3
1.7872,14,White,Yes,13,2
1.1055,14,White,Yes,14,1
6.352,14,White,No,.,.
1.6439,14,White,No,.,.
1.2463,14,Hispanic,No,.,.
0.2928,14,White,No,.,.
1.1418,14,White,No,.,.
0.8656,14,Hispanic,No,.,.
0.222,14,Hispanic,Yes,13,4
1.7207,14,Other,No,.,.
0.2928,14,White,No,.,.
3.0194,14,White,No,.,.
0.2221,14,Black,No,.,.
3.0194,14,White,No,.,.
0.2221,14,Other,No,.,.
0.7406,14,Hispanic,No,.,.
0.9769,14,White,No,.,.
0.207,14,Black,Yes,14,1
0.7406,14,Hispanic,Yes,11,2
0.7408,14,Black,No,.,.
0.9769,14,White,No,.,.
0.207,14,Black,No,.,.
0.207,14,Black,No,.,.
0.207,14,Black,No,.,.
4.8237,14,White,Yes,14,1
0.3288,14,Black,Yes,11,2
3.1379,14,White,No,.,.
0.4337,14,.,No,.,.
0.207,14,Black,No,.,.
0.4975,14,Hispanic,No,.,.
0.4975,14,Other,No,.,.
0.4975,14,Hispanic,No,.,.
0.4337,14,White,Yes,14,1
0.4975,14,Hispanic,Yes,14,1
0.3288,14,Other,No,.,.
0.4975,14,Hispanic,No,.,.
0.4975,14,Hispanic,No,.,.
0.3288,14,Black,No,.,.
0.5428,14,Black,No,.,.
0.3406,14,Other,No,.,.
1.5251,14,Hispanic,No,.,.
1.2642,14,Other,No,.,.
2.0115,14,White,No,.,.
0.5427,14,Hispanic,No,.,.
0.5427,14,Hispanic,No,.,.
2.2494,14,White,No,.,.
2.2494,14,White,No,.,.
0.6712,14,White,No,.,.
0.5089,14,Black,No,.,.
1.4326,14,Hispanic,No,.,.
1.0498,14,White,No,.,.
0.4888,14,Black,No,.,.
0.6712,14,White,Yes,11,3
0.4051,14,Other,No,.,.
1.4328,14,Black,No,.,.
1.0769,14,Other,No,.,.
1.4326,14,Hispanic,No,.,.
0.3921,14,White,No,.,.
0.3921,14,White,No,.,.
1.355,14,Hispanic,No,.,.
2.749,14,Other,No,.,.
1.7872,14,White,No,.,.
1.4872,14,White,No,.,.
1.1275,14,Hispanic,Yes,14,1
1.1275,14,Hispanic,Yes,14,1
0.3921,14,White,No,.,.
0.2973,14,Black,No,.,.
0.3921,14,White,No,.,.
1.176,14,Black,No,.,.
0.7292,14,Other,No,.,.
0.9701,14,Hispanic,No,.,.
0.9701,14,Hispanic,No,.,.
0.7292,14,Other,No,.,.
0.207,14,Black,Yes,14,1
1.0843,14,Black,No,.,.
5.7135,14,White,No,.,.
0.7225,14,Other,No,.,.
0.7225,14,Other,No,.,.
1.2678,14,Other,No,.,.
1.2678,14,White,No,.,.
0.7231,14,Hispanic,No,.,.
0.9537,14,White,No,.,.
0.9537,14,White,No,.,.
1.0738,14,.,No,.,.
1.0738,14,Black,No,.,.
1.2774,14,White,No,.,.
1.2774,14,White,No,.,.
0.5727,14,Black,No,.,.
0.5726,14,Hispanic,No,.,.
1.2569,14,Other,.,.,.
1.7872,14,White,No,.,.
0.9531,14,Black,No,.,.
0.9531,14,Black,No,.,.
0.9531,14,Black,No,.,.
0.953,14,Hispanic,Yes,14,4
1.2774,14,White,No,.,.
0.8885,14,Black,No,.,.
1.1718,14,White,Yes,14,1
0.8884,14,Hispanic,No,.,.
0.8884,14,Hispanic,No,.,.
0.8884,14,Hispanic,No,.,.
0.8884,14,Hispanic,No,.,.
1.0596,14,White,Yes,14,2
0.8884,14,Hispanic,Yes,13,1
1.0596,14,White,No,.,.
1.0596,14,White,No,.,.
1.0596,14,White,No,.,.
1.4411,14,White,No,.,.
1.7872,14,White,No,.,.
1.0926,14,Hispanic,Yes,13,1
1.0926,14,Hispanic,No,.,.
1.4411,14,White,No,.,.
0.7802,14,Hispanic,No,.,.
1.752,14,White,Yes,14,1
1.029,14,White,No,.,.
0.7802,14,Hispanic,No,.,.
0.5864,14,Other,No,.,.
0.7802,14,Hispanic,No,.,.
2.9844,14,Hispanic,No,.,.
0.5989,14,Hispanic,Yes,14,3
0.5989,14,Hispanic,No,.,.
0.5989,14,Hispanic,No,.,.
0.5989,14,Hispanic,No,.,.
0.5989,14,Hispanic,No,.,.
1.0878,14,White,No,.,.
4.1894,14,Other,No,.,.
1.4633,14,Other,Yes,12,2
1.0684,14,Black,No,.,.
4.1894,14,Black,No,.,.
1.7872,14,White,No,.,.
4.1894,14,Hispanic,No,.,.
4.1894,14,Other,No,.,.
1.409,14,White,No,.,.
4.1894,14,Hispanic,No,.,.
1.0878,14,White,Yes,14,1
1.0824,14,Black,Yes,14,2
1.0822,14,Hispanic,Yes,14,1
1.409,14,White,No,.,.
1.0824,14,Black,Yes,14,1
1.3121,14,Black,No,.,.
0.4985,14,Hispanic,No,.,.
0.4985,14,Hispanic,Yes,14,1
0.4985,14,Hispanic,No,.,.
0.4985,14,Hispanic,Yes,12,2
0.9368,14,Other,Yes,14,1
1.2463,14,Hispanic,.,.,.
1.2465,14,Black,No,.,.
1.2463,14,Hispanic,Yes,13,4
0.4985,14,Hispanic,No,.,.
0.6575,14,White,No,.,.
0.6575,14,Other,No,.,.
0.6575,14,White,No,.,.
0.6508,14,Black,No,.,.
0.6507,14,Hispanic,Yes,13,1
0.533,14,White,No,.,.
0.6507,14,Hispanic,No,.,.
0.6508,14,Black,No,.,.
0.6507,14,Hispanic,No,.,.
0.6507,14,Hispanic,No,.,.
0.6507,14,Hispanic,No,.,.
0.3457,14,Black,Yes,13,1
0.4558,14,White,No,.,.
0.5605,14,Hispanic,No,.,.
0.533,14,White,No,.,.
0.533,14,White,No,.,.
0.3906,14,Black,No,.,.
0.3906,14,Black,No,.,.
0.533,14,White,No,.,.
0.533,14,White,No,.,.
0.3906,14,Black,Yes,13,2
0.3906,14,Black,.,.,.
1.7872,14,White,No,.,.
2.1777,14,White,No,.,.
1.241,14,Other,Yes,14,6
1.661,14,White,No,.,.
1.661,14,White,No,.,.
1.3022,14,.,Yes,13,1
0.9873,14,Hispanic,No,.,.
0.9749,14,Hispanic,No,.,.
1.2859,14,White,Yes,14,1
1.3022,14,White,.,.,1
1.2859,14,White,No,.,.
1.3022,14,White,No,.,.
0.1831,14,Other,No,.,.
0.9873,14,Hispanic,No,.,.
0.1831,14,Other,No,.,.
1.032,14,Black,No,.,.
0.2437,14,Hispanic,No,.,.
0.2437,14,Hispanic,Yes,14,1
0.7756,14,Other,Yes,13,2
1.032,14,Black,.,.,.
0.2437,14,Hispanic,No,.,.
0.2437,14,Hispanic,No,.,.
0.2437,14,Hispanic,No,.,.
0.1831,14,Other,No,.,.
0.3214,14,Other,No,.,.
0.2437,14,Hispanic,No,.,.
0.5143,14,Hispanic,Yes,14,1
0.2437,14,Hispanic,No,.,.
0.5143,14,Hispanic,No,.,.
0.5143,14,Hispanic,No,.,.
0.5143,14,Hispanic,Yes,13,1
0.5143,14,Hispanic,.,.,.
1.2083,14,White,No,.,.
0.5143,14,Hispanic,No,.,.
0.7594,14,Other,Yes,12,3
0.6886,14,Other,No,.,.
0.5144,14,Black,Yes,12,5
0.5143,14,Hispanic,Yes,14,2
0.5143,14,Hispanic,No,.,.
1.1478,14,Hispanic,No,.,.
1.1478,14,Hispanic,No,.,.
0.5686,14,Black,Yes,13,3
0.9161,14,Hispanic,No,.,.
1.1478,14,Hispanic,No,.,.
1.1478,14,Hispanic,No,.,.
0.7123,14,Black,No,.,.
0.7122,14,Hispanic,No,.,.
0.7123,14,Black,No,.,.
0.9394,14,Other,No,.,.
0.7123,14,Black,No,.,.
0.7123,14,Black,No,.,.
2.0714,14,Hispanic,No,.,.
0.6446,14,White,No,.,.
0.4887,14,Hispanic,No,.,.
0.6446,14,White,No,.,.
0.8381,14,.,No,.,.
0.8381,14,.,.,.,.
1.115,14,Hispanic,No,.,.
1.115,14,Hispanic,Yes,13,2
0.8381,14,.,No,.,.
0.8381,14,.,Yes,13,4
0.8381,14,.,No,.,.
0.645,15,White,Yes,13,6
0.645,15,White,No,.,.
0.521,15,Hispanic,Yes,15,1
0.645,15,White,Yes,15,1
0.645,15,White,No,.,.
0.665,15,White,.,.,.
0.665,15,White,No,.,.
0.5372,15,Hispanic,No,.,.
0.665,15,White,No,.,.
0.665,15,White,No,.,.
1.423,15,White,No,.,.
1.423,15,White,No,.,.
1.423,15,White,No,.,.
0.4539,15,.,.,.,.
0.4539,15,White,No,.,.
1.1449,15,White,No,.,.
1.1449,15,White,No,.,.
0.3992,15,Other,No,.,.
0.5459,15,White,No,.,.
0.5459,15,White,No,.,.
0.5459,15,White,No,.,.
0.4345,15,Black,No,.,.
0.4345,15,Other,Yes,14,1
2.3377,15,Hispanic,No,.,.
1.1314,15,Hispanic,No,.,.
0.6871,15,.,No,.,.
0.687,15,Hispanic,Yes,14,1
1.0424,15,White,Yes,12,6
0.8514,15,Other,Yes,11,2
1.0424,15,White,No,.,.
1.0424,15,White,Yes,14,1
1.3133,15,White,No,.,.
1.3133,15,White,No,.,.
0.6679,15,Hispanic,No,.,.
0.8268,15,White,No,.,.
0.8268,15,White,Yes,14,1
1.1382,15,Other,No,.,.
1.5563,15,White,Yes,15,1
2.5688,15,Black,.,.,.
3.3877,15,White,No,.,.
0.7699,15,White,No,.,.
1.8262,15,White,Yes,14,1
0.3338,15,Hispanic,Yes,14,1
1.9563,15,White,Yes,14,2
0.7173,15,White,No,.,.
0.5246,15,Other,No,.,.
0.3401,15,White,No,.,.
0.3338,15,Hispanic,No,.,.
0.4402,15,White,No,.,.
0.4117,15,Black,No,.,.
0.4117,15,Black,Yes,13,1
0.4752,15,Hispanic,No,.,.
0.3338,15,Hispanic,Yes,14,2
0.4752,15,Hispanic,No,.,.
0.2707,15,Black,No,.,.
0.2707,15,Black,No,.,.
0.2707,15,Black,Yes,13,3
0.2707,15,Black,No,.,.
0.5782,15,Hispanic,No,.,.
0.5782,15,Hispanic,No,.,.
0.4117,15,Black,Yes,11,2
0.4117,15,Black,No,.,.
0.4117,15,Black,Yes,14,2
0.5782,15,Hispanic,No,.,.
0.2206,15,Black,No,.,.
0.2206,15,Black,No,.,.
0.2206,15,Black,No,.,.
