Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
0.7235,15,Hispanic,No,.,.
0.8246,15,White,No,.,.
0.5856,15,Hispanic,No,.,.
0.7235,15,Hispanic,No,.,.
1.8566,15,White,No,.,.
1.3314,15,White,No,.,.
1.3314,15,White,No,.,.
1.3496,15,White,No,.,.
0.5856,15,Hispanic,No,.,.
1.3314,15,White,.,.,.
1.1586,15,Hispanic,No,.,.
1.3496,15,White,Yes,15,1
1.0364,15,Hispanic,No,.,.
1.7797,15,Other,No,.,.
0.8239,15,Hispanic,Yes,14,2
1.1271,15,Other,No,.,.
0.8239,15,Hispanic,No,.,.
0.829,15,White,.,.,.
3.609,15,White,.,.,.
3.609,15,White,.,.,.
2.6908,15,Other,.,.,.
2.6908,15,White,.,.,.
2.6908,15,White,.,.,.
0.4161,15,Hispanic,No,.,.
0.4161,15,Hispanic,No,.,.
0.4161,15,Hispanic,No,.,.
0.9141,15,White,.,.,.
0.3437,15,Hispanic,No,.,.
0.789,15,White,No,.,.
0.3437,15,Hispanic,No,.,.
1.8029,15,Black,No,.,.
0.7449,15,White,No,.,.
1.2832,15,White,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.5625,15,Black,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
1.0111,15,White,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.6687,15,Hispanic,No,.,.
1.0943,15,Black,No,.,.
1.3046,15,Black,.,.,.
0.6687,15,Hispanic,No,.,.
0.8386,15,White,Yes,14,2
0.572,15,Hispanic,No,.,.
1.2832,15,White,No,.,.
0.7298,15,Hispanic,Yes,14,1
1.0461,15,White,Yes,15,1
0.7449,15,White,No,.,.
0.2603,15,Black,No,.,.
3.2654,15,White,.,.,.
0.2117,15,White,No,.,.
2.4278,15,White,No,.,.
1.5941,15,White,No,.,.
0.9185,15,Hispanic,No,.,.
0.9185,15,Hispanic,No,.,.
1.0554,15,White,.,.,.
0.621,15,Hispanic,No,.,.
0.621,15,Hispanic,No,.,.
1.0081,15,White,No,.,.
3.4087,15,White,Yes,13,3
1.1587,15,Hispanic,Yes,15,1
1.1587,15,Hispanic,No,.,.
1.1587,15,Hispanic,No,.,.
1.7609,15,Black,No,.,.
0.621,15,Hispanic,No,.,.
1.0111,15,White,No,.,.
1.2365,15,White,Yes,14,1
0.621,15,Hispanic,No,.,.
1.2365,15,Other,No,.,.
1.0111,15,White,No,.,.
1.0111,15,White,No,.,.
1.0081,15,White,No,.,.
1.3519,15,White,No,.,.
0.1453,15,White,No,.,.
0.3548,15,Other,Yes,14,6
0.1613,15,Black,No,.,.
0.1133,15,White,.,.,.
1.2832,15,White,No,.,.
0.0604,15,Other,Yes,14,1
1.1109,15,White,No,.,.
0.4037,15,Other,Yes,15,1
0.1453,15,White,Yes,13,3
0.1453,15,White,Yes,15,1
1.7728,15,White,No,.,.
0.1453,15,White,No,.,.
0.2897,15,Other,Yes,11,4
0.1133,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.5237,15,White,Yes,13,3
0.1453,15,White,Yes,14,1
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.3215,15,White,No,.,.
0.5237,15,White,No,.,.
0.5237,15,White,No,.,.
0.3013,15,Hispanic,Yes,13,3
0.4558,15,Hispanic,No,.,.
0.1453,15,White,Yes,13,5
1.2832,15,White,No,.,.
0.1453,15,White,Yes,15,1
1.6374,15,Black,No,.,.
0.8984,15,Hispanic,Yes,13,2
1.2751,15,White,No,.,.
0.3097,15,White,Yes,15,1
0.3097,15,White,Yes,15,1
0.3097,15,White,Yes,15,1
0.3097,15,White,No,.,.
0.3097,15,White,.,.,.
1.1168,15,Hispanic,No,.,.
1.1699,15,White,No,.,.
0.3097,15,White,.,.,.
1.6802,15,Hispanic,No,.,.
1.2833,15,White,Yes,14,2
1.9392,15,White,No,.,.
0.3097,15,White,No,.,.
0.9475,15,Other,No,.,.
1.1096,15,Hispanic,No,.,.
0.2215,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,No,.,.
0.6843,15,Other,No,.,.
0.3097,15,White,.,.,.
1.8219,15,Hispanic,Yes,14,3
3.1884,15,Black,No,.,.
0.2215,15,White,.,.,.
0.9779,15,Hispanic,No,.,.
0.3097,15,White,No,.,.
0.8351,15,Other,No,.,.
1.5835,15,White,Yes,14,1
0.1187,15,Other,No,.,.
1.8219,15,Hispanic,Yes,14,1
1.9483,15,Hispanic,Yes,13,5
2.0925,15,White,No,.,.
0.9779,15,.,No,.,.
1.6444,15,Other,No,.,.
0.1602,15,White,Yes,13,2
0.1602,15,White,No,.,.
0.1602,15,White,Yes,14,1
0.1602,15,White,Yes,14,1
0.113,15,Hispanic,.,.,.
1.0049,15,Hispanic,No,.,.
1.0738,15,White,No,.,.
1.6444,15,Black,No,.,.
0.9345,15,Hispanic,No,.,.
0.798,15,Other,No,.,.
0.798,15,Other,No,.,.
4.9726,15,White,No,.,.
1.0738,15,White,No,.,.
1.6444,15,Black,No,.,.
1.9375,15,Hispanic,No,.,.
2.2163,15,Black,Yes,15,1
5.0115,15,Black,No,.,.
0.3302,15,Hispanic,No,.,.
0.3302,15,Hispanic,Yes,15,1
0.43,15,White,Yes,15,1
2.2264,15,White,No,.,.
1.0085,15,Hispanic,Yes,13,6
0.7344,15,Hispanic,No,.,.
0.45,15,Other,Yes,15,3
1.1589,15,White,Yes,13,5
1.555,15,Other,No,.,.
0.4443,15,Hispanic,No,.,.
1.1863,15,White,Yes,15,1
1.2019,15,Black,Yes,15,1
1.0085,15,Hispanic,No,.,.
0.7344,15,Hispanic,No,.,.
9.0678,15,White,No,.,.
2.0925,15,White,No,.,.
1.7728,15,White,Yes,15,1
1.0085,15,Hispanic,Yes,15,1
1.1863,15,White,Yes,15,5
0.8439,15,Other,No,.,.
0.6794,15,Hispanic,No,.,.
0.5785,15,White,Yes,13,1
0.4443,15,Hispanic,No,.,.
1.0506,15,Hispanic,Yes,15,1
1.0506,15,Hispanic,No,.,.
1.2072,15,White,No,.,.
1.2072,15,White,No,.,.
1.2072,15,White,Yes,15,1
1.9157,15,Black,Yes,15,2
1.0506,15,Hispanic,Yes,12,1
1.2072,15,White,No,.,.
1.0512,15,Hispanic,No,.,.
10.6781,15,White,No,.,.
0.4096,15,Hispanic,No,.,.
1.1863,15,White,No,.,.
1.0506,15,Hispanic,No,.,.
0.4096,15,Hispanic,Yes,15,1
0.8682,15,White,No,.,.
1.1309,15,Other,No,.,.
0.8682,15,White,No,.,.
0.7556,15,Hispanic,Yes,14,3
0.8682,15,White,No,.,.
10.6781,15,White,No,.,.
0.7045,15,Hispanic,No,.,.
1.1863,15,White,Yes,15,3
0.8096,15,White,No,.,.
0.6794,15,Hispanic,No,.,.
0.7045,15,Hispanic,No,.,.
10.6781,15,White,No,.,.
0.927,15,White,No,.,.
0.7045,15,Hispanic,No,.,.
0.927,15,White,No,.,.
1.2974,15,Black,No,.,.
0.3644,15,White,No,.,.
0.3644,15,White,No,.,.
0.3644,15,Other,No,.,.
0.448,15,Hispanic,No,.,.
0.8157,15,Hispanic,.,.,.
1.3349,15,Black,.,.,.
0.3644,15,White,No,.,.
0.5833,15,White,.,.,.
0.4764,15,Hispanic,.,.,.
0.3171,15,Hispanic,No,.,.
0.8157,15,Hispanic,No,.,.
0.3644,15,White,Yes,14,2
0.3644,15,White,No,.,.
0.3171,15,Hispanic,No,.,.
0.3644,15,White,No,.,.
0.6794,15,Hispanic,No,.,.
0.6794,15,Hispanic,Yes,14,1
0.6794,15,Hispanic,Yes,12,2
0.9589,15,White,Yes,11,1
0.8683,15,.,No,.,.
0.554,15,White,No,.,.
0.8683,15,Black,No,.,.
0.8683,15,Black,No,.,.
0.554,15,White,No,.,.
0.4764,15,Hispanic,Yes,15,1
0.554,15,White,No,.,.
0.6204,15,Other,.,.,.
1.0854,15,White,Yes,13,2
1.0854,15,White,No,.,.
1.5457,15,.,No,.,.
1.5457,15,Black,Yes,12,4
1.0854,15,White,No,.,.
1.0854,15,White,Yes,13,1
0.554,15,White,No,.,.
0.3729,15,White,Yes,14,1
0.2864,15,Hispanic,.,.,.
0.6794,15,Hispanic,Yes,14,2
0.3372,15,Other,No,.,.
0.2864,15,Hispanic,Yes,14,4
0.5219,15,Black,No,.,.
0.8345,15,Hispanic,Yes,15,2
2.4984,15,White,Yes,14,2
3.4967,15,Other,Yes,14,4
2.4984,15,White,Yes,.,3
0.6949,15,Hispanic,.,.,.
0.6949,15,Hispanic,.,.,.
1.0036,15,.,No,.,.
1.0036,15,White,No,.,.
1.0036,15,White,No,.,.
0.8487,15,Other,.,.,.
1.5916,15,White,.,.,.
0.714,15,White,No,.,.
1.3851,15,Hispanic,.,.,.
1.5916,15,White,.,.,.
0.714,15,Other,No,.,.
1.5916,15,White,.,.,.
0.714,15,White,No,.,.
1.5916,15,White,.,.,.
0.7949,15,White,No,.,.
0.6917,15,Hispanic,Yes,14,1
0.7949,15,White,No,.,.
1.0036,15,White,Yes,15,1
1.0036,15,White,No,.,.
1.0036,15,White,No,.,.
0.9982,15,White,No,.,.
1.4046,15,Black,No,.,.
1.0036,15,White,No,.,.
0.9075,15,Other,No,.,.
0.7666,15,Hispanic,Yes,14,1
0.6901,15,White,No,.,.
0.7949,15,White,No,.,.
0.7949,15,White,Yes,15,1
0.7949,15,White,No,.,.
0.6901,15,White,No,.,.
0.6917,15,Hispanic,No,.,.
0.714,15,White,Yes,15,1
4.9726,15,White,Yes,14,2
2.2146,15,Black,No,.,.
0.6901,15,White,No,.,.
0.714,15,White,No,.,.
0.714,15,White,No,.,.
0.2724,15,Other,Yes,14,1
0.714,15,White,No,.,.
0.714,15,White,No,.,.
2.015,15,White,No,.,.
1.2152,15,Hispanic,Yes,15,1
0.5108,15,White,No,.,.
1.4974,15,Other,No,.,.
0.4445,15,Hispanic,Yes,15,1
2.015,15,White,Yes,15,3
1.5823,15,White,No,.,.
2.7945,15,White,.,.,.
2.7945,15,White,No,.,.
2.7945,15,White,No,.,.
2.4319,15,Hispanic,No,.,.
0.6469,15,Hispanic,Yes,14,4
0.4445,15,Hispanic,Yes,13,3
1.231,15,.,No,.,.
1.3614,15,Hispanic,Yes,13,3
0.7274,15,Black,No,.,.
0.3119,15,Hispanic,No,.,.
0.6621,15,White,.,.,.
0.8579,15,White,Yes,15,1
0.3119,15,Hispanic,No,.,.
0.6523,15,White,.,.,.
2.566,15,White,No,.,.
0.3119,15,Hispanic,.,.,.
0.6621,15,White,No,.,.
2.566,15,White,No,.,.
0.6621,15,White,.,.,.
1.231,15,White,No,.,.
0.3531,15,Other,.,.,.
0.6523,15,White,.,.,.
2.566,15,White,No,.,.
0.5762,15,Hispanic,.,.,.
1.231,15,White,Yes,15,1
0.6621,15,White,.,.,.
0.6621,15,White,.,.,.
0.4062,15,White,.,.,.
0.6523,15,White,.,.,.
0.4062,15,White,Yes,14,3
0.7309,15,Hispanic,No,.,.
2.4733,15,White,Yes,15,1
0.7508,15,White,No,.,.
0.7508,15,White,No,.,.
0.8503,15,Hispanic,Yes,14,1
2.4733,15,White,Yes,15,1
0.5766,15,Hispanic,No,.,.
1.7728,15,White,Yes,11,6
0.6543,15,Hispanic,Yes,15,1
0.7309,15,Hispanic,Yes,14,1
0.7508,15,White,No,.,.
0.7309,15,Hispanic,No,.,.
0.7518,15,White,No,.,.
0.8503,15,Hispanic,Yes,14,2
0.7518,15,White,No,.,.
0.7518,15,White,No,.,.
0.2638,15,Hispanic,No,.,.
0.6683,15,Hispanic,No,.,.
0.8503,15,Hispanic,No,.,.
0.8641,15,White,Yes,15,2
0.6683,15,Hispanic,No,.,.
0.8503,15,Hispanic,Yes,15,4
0.768,15,White,No,.,.
0.1317,15,Other,No,.,.
0.8503,15,Hispanic,No,.,.
0.4808,15,Other,No,.,.
0.8503,15,Hispanic,No,.,.
0.4352,15,White,No,.,.
0.9148,15,Other,No,.,.
0.2638,15,Hispanic,Yes,11,1
0.2638,15,Hispanic,Yes,14,1
0.2638,15,Hispanic,No,.,.
0.8641,15,White,No,.,.
0.8503,15,Hispanic,No,.,.
0.8503,15,Hispanic,No,.,.
0.6683,15,Hispanic,No,.,.
0.8641,15,White,No,.,.
0.2638,15,Hispanic,No,.,.
0.8503,15,Hispanic,No,.,.
0.8503,15,Hispanic,Yes,15,1
0.9771,15,White,No,.,.
0.8641,15,White,No,.,.
0.8503,15,Hispanic,Yes,14,2
0.2638,15,Hispanic,No,.,.
0.6091,15,Black,No,.,.
0.2638,15,Hispanic,No,.,.
0.8503,15,Hispanic,No,.,.
0.2638,15,Hispanic,.,.,.
0.4352,15,White,No,.,.
0.2638,15,Hispanic,No,.,.
0.8895,15,White,No,.,.
0.7309,15,Hispanic,No,.,.
0.4352,15,White,No,.,.
0.7309,15,Hispanic,No,.,.
0.625,15,Hispanic,No,.,.
1.231,15,White,Yes,11,3
0.625,15,Hispanic,No,.,.
0.8503,15,Hispanic,Yes,15,3
0.7182,15,White,No,.,.
0.625,15,Hispanic,No,.,.
3.2193,15,Other,No,.,.
0.625,15,Hispanic,No,.,.
0.625,15,Hispanic,No,.,.
0.6472,15,Hispanic,No,.,.
0.6472,15,Hispanic,Yes,13,1
0.8641,15,White,Yes,11,3
1.0228,15,Black,No,.,.
0.6472,15,Hispanic,No,.,.
0.8641,15,White,No,.,.
0.6472,15,Hispanic,No,.,.
0.625,15,Hispanic,No,.,.
0.8246,15,White,No,.,.
0.6472,15,Hispanic,No,.,.
0.8246,15,White,No,.,.
0.6472,15,Hispanic,Yes,14,1
0.5856,15,Hispanic,No,.,.
0.6381,15,Hispanic,No,.,.
0.6472,15,Hispanic,No,.,.
0.6472,15,Hispanic,No,.,.
0.8246,15,White,No,.,.
1.7463,15,White,No,.,.
0.5856,15,Hispanic,No,.,.
0.5856,15,Hispanic,No,.,.
0.8895,15,White,No,.,.
0.8246,15,White,Yes,14,2
0.8314,15,White,Yes,11,6
0.7626,15,White,Yes,15,1
0.6381,15,Hispanic,Yes,15,1
0.5856,15,Hispanic,No,.,.
0.7235,15,Hispanic,.,.,.
0.8314,15,White,No,.,.
0.8246,15,White,No,.,.
0.8314,15,White,No,.,.
0.8314,15,White,Yes,14,2
1.3314,15,White,No,.,.
1.0364,15,Hispanic,Yes,13,4
0.8246,15,White,No,.,.
0.9894,15,Other,Yes,13,2
1.3496,15,White,Yes,11,2
1.0364,15,Hispanic,No,.,.
0.8246,15,White,No,.,.
3.2193,15,Other,No,.,.
1.1586,15,Hispanic,No,.,.
0.829,15,White,No,.,.
1.0364,15,Hispanic,Yes,14,2
1.3614,15,Hispanic,No,.,.
0.5856,15,Hispanic,No,.,.
3.4106,15,Other,Yes,14,2
2.3948,15,White,No,.,.
0.5856,15,Hispanic,Yes,14,1
0.5856,15,Hispanic,No,.,.
0.829,15,White,No,.,.
0.8053,15,Other,No,.,.
0.8053,15,White,No,.,.
0.8239,15,Hispanic,No,.,.
0.829,15,White,No,.,.
0.829,15,White,No,.,.
1.8566,15,White,Yes,14,1
0.8895,15,White,Yes,14,1
0.8053,15,White,No,.,.
0.4421,15,Other,No,.,.
3.609,15,White,.,.,.
2.6908,15,White,.,.,.
2.6908,15,Other,.,.,.
0.6687,15,Hispanic,.,.,.
0.9141,15,White,No,.,.
0.789,15,White,No,.,.
0.4161,15,Hispanic,No,.,.
0.4161,15,Hispanic,No,.,.
0.4161,15,Hispanic,No,.,.
0.9141,15,White,No,.,.
0.9893,15,Hispanic,No,.,.
0.9141,15,White,No,.,.
0.3437,15,Hispanic,No,.,.
1.8029,15,Black,Yes,15,1
0.829,15,White,No,.,.
0.4161,15,Hispanic,No,.,.
0.4161,15,Hispanic,No,.,.
1.2882,15,White,Yes,15,2
1.2832,15,.,No,.,.
0.7449,15,White,No,.,.
0.9893,15,Hispanic,No,.,.
0.4161,15,Hispanic,Yes,15,1
1.5414,15,White,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.7584,15,Black,Yes,15,1
0.6687,15,Hispanic,No,.,.
1.2832,15,White,No,.,.
0.3437,15,Hispanic,Yes,15,1
0.5625,15,Black,No,.,.
0.3437,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
1.0111,15,White,No,.,.
0.3437,15,Hispanic,No,.,.
0.6687,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
1.0111,15,White,No,.,.
0.4161,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.6687,15,Hispanic,No,.,.
0.3437,15,Hispanic,No,.,.
0.6687,15,Hispanic,Yes,14,2
0.6687,15,Hispanic,No,.,.
0.9141,15,White,Yes,15,1
0.7972,15,Hispanic,No,.,.
1.0943,15,Black,No,.,.
0.9161,15,White,No,.,.
0.9161,15,White,.,.,.
0.6687,15,Hispanic,No,.,.
0.572,15,Hispanic,.,.,.
0.8386,15,White,No,.,.
0.8386,15,White,No,.,.
1.0425,15,Black,No,.,.
0.8386,15,White,Yes,13,2
0.1828,15,White,Yes,14,3
0.1828,15,White,No,.,.
0.572,15,Hispanic,No,.,.
0.1828,15,White,No,.,.
0.1828,15,White,No,.,.
1.0461,15,White,Yes,14,1
0.1828,15,White,No,.,.
3.2654,15,White,.,.,.
2.8417,15,Hispanic,.,.,.
0.2117,15,White,Yes,14,2
1.5941,15,White,.,.,.
1.3519,15,White,No,.,.
1.0554,15,White,No,.,.
1.0554,15,White,Yes,11,1
1.5941,15,White,Yes,14,1
0.7843,15,Other,.,.,.
0.7843,15,Other,No,.,.
3.3978,15,Other,No,.,.
1.2832,15,White,No,.,.
0.7843,15,Other,No,.,.
1.5941,15,White,No,.,.
1.5941,15,White,Yes,15,1
0.621,15,Hispanic,No,.,.
1.0081,15,White,No,.,.
1.3519,15,White,No,.,.
1.1587,15,Hispanic,No,.,.
1.0081,15,White,Yes,14,2
1.1587,15,Hispanic,No,.,.
1.1587,15,Hispanic,No,.,.
1.2365,15,White,Yes,15,1
1.0111,15,White,No,.,.
0.621,15,Hispanic,No,.,.
0.621,15,Hispanic,No,.,.
1.2365,15,White,Yes,14,2
1.0111,15,White,Yes,15,3
1.0081,15,White,No,.,.
1.0081,15,White,No,.,.
4.6949,15,White,Yes,13,2
1.4399,15,Other,No,.,.
0.1453,15,White,No,.,.
0.5392,15,Other,No,.,.
0.3013,15,Hispanic,Yes,14,1
0.1133,15,White,No,.,.
0.3924,15,White,Yes,14,1
0.1453,15,Other,Yes,15,1
0.1453,15,White,.,.,.
0.1133,15,White,No,.,.
0.1133,15,White,No,.,.
1.9483,15,Hispanic,No,.,.
0.1453,15,White,Yes,13,1
0.2034,15,Black,No,.,.
0.1453,15,White,Yes,14,1
0.1453,15,White,No,.,.
1.6802,15,Hispanic,No,.,.
0.1453,15,Other,No,.,.
1.1109,15,White,No,.,.
0.1453,15,White,No,.,.
0.5237,15,White,No,.,.
0.5433,15,White,No,.,.
0.1453,15,White,No,.,.
0.0842,15,Other,.,.,.
0.1453,15,White,No,.,.
0.5237,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,Yes,14,3
0.1453,15,Other,Yes,13,2
0.1453,15,White,No,.,.
0.4558,15,Hispanic,No,.,.
0.1453,15,.,Yes,15,1
0.2793,15,.,No,.,.
0.1453,15,White,No,.,.
0.5433,15,White,No,.,.
0.4558,15,Hispanic,Yes,15,1
0.5433,15,White,Yes,14,3
0.3924,15,White,No,.,.
1.1109,15,White,No,.,.
0.4558,15,Hispanic,Yes,14,1
0.3924,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
1.6802,15,Hispanic,.,.,.
0.9667,15,Hispanic,Yes,15,1
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.1453,15,White,No,.,.
0.4486,15,Other,No,.,.
1.6374,15,Black,No,.,.
0.3097,15,White,Yes,13,6
1.1109,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,No,.,.
1.8276,15,Black,Yes,15,2
1.9392,15,White,No,.,.
0.2215,15,White,No,.,.
1.4893,15,Hispanic,.,.,.
1.9392,15,White,No,.,.
0.3097,15,White,Yes,14,1
0.3097,15,White,Yes,14,1
9.0678,15,White,No,.,.
0.3097,15,White,Yes,15,2
1.1096,15,Hispanic,Yes,15,1
1.1168,15,Hispanic,No,.,.
1.6802,15,Hispanic,No,.,.
1.9392,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,Yes,14,1
1.2751,15,White,No,.,.
0.3097,15,.,No,.,.
0.6831,15,Hispanic,Yes,15,1
0.3097,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,Yes,14,1
0.3097,15,White,No,.,.
0.3097,15,White,Yes,11,1
0.3097,15,.,No,.,.
1.1863,15,White,No,.,.
1.6802,15,Hispanic,No,.,.
1.2833,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,No,.,.
0.3097,15,White,.,.,.
1.8219,15,Hispanic,No,.,.
1.6637,15,Other,No,.,.
0.3097,15,White,No,.,.
10.6781,15,White,No,.,.
0.2215,15,.,.,.,.
0.9779,15,Hispanic,Yes,14,1
0.9779,15,Hispanic,No,.,.
2.3724,15,White,Yes,14,1
0.3097,15,White,No,.,.
3.3203,15,Black,No,.,.
1.6003,15,Black,No,.,.
1.6444,15,Black,Yes,14,2
1.1547,15,Other,Yes,15,1
3.6531,15,White,No,.,.
1.5293,15,Other,No,.,.
3.6531,15,White,No,.,.
1.6444,15,Black,Yes,13,4
0.1602,15,White,No,.,.
1.6444,15,Black,No,.,.
5.0115,15,Black,No,.,.
0.1602,15,White,No,.,.
0.1602,15,White,Yes,14,1
0.1449,15,Other,No,.,.
0.1602,15,White,No,.,.
0.1383,15,White,Yes,14,2
0.1383,15,White,.,.,.
0.5311,15,Other,No,.,.
0.9959,15,White,No,.,.
1.5293,15,Black,No,.,.
0.4764,15,Hispanic,.,.,.
0.4764,15,Hispanic,Yes,14,1
0.6204,15,Other,Yes,15,1
0.1383,15,White,No,.,.
1.8339,15,White,No,.,.
1.8339,15,White,No,.,.
1.8339,15,White,No,.,.
1.8339,15,White,No,.,.
1.8339,15,White,No,.,.
1.8339,15,White,No,.,.
0.8897,15,Hispanic,No,.,.
1.8339,15,White,No,.,.
1.8339,15,White,No,.,.
0.8897,15,Hispanic,No,.,.
1.8339,15,White,No,.,.
0.1133,15,White,No,.,.
1.8339,15,White,No,.,.
1.4227,15,Other,No,.,.
1.0224,15,White,No,.,.
2.0261,15,Black,No,.,.
1.2381,15,Hispanic,No,.,.
0.9294,15,Other,No,.,.
1.4227,15,White,.,.,.
0.1602,15,White,Yes,15,1
0.1602,15,White,Yes,14,4
0.1383,15,White,No,.,.
0.1383,15,White,No,.,.
0.1602,15,White,Yes,14,1
0.1602,15,White,No,.,.
0.7104,15,Other,.,.,.
0.7893,15,Hispanic,No,.,.
0.1602,15,White,No,.,.
0.2726,15,Black,.,.,.
0.1602,15,White,Yes,15,1
0.6033,15,Hispanic,Yes,13,4
0.1496,15,.,No,.,.
0.1602,15,White,No,.,.
0.6033,15,Hispanic,Yes,13,3
0.2726,15,Black,No,.,.
0.1602,15,White,No,.,.
0.6033,15,Hispanic,Yes,15,1
0.1496,15,Hispanic,No,.,.
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.1948,15,White,No,.,.
0.1383,15,.,Yes,15,1
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.6033,15,Hispanic,No,.,.
0.2726,15,Other,Yes,14,2
0.6033,15,Hispanic,.,.,.
0.1602,15,White,Yes,14,1
1.0994,15,Black,.,.,.
0.2726,15,Black,No,.,.
0.1496,15,Hispanic,No,.,.
0.1513,15,White,Yes,14,2
0.6033,15,Hispanic,No,.,.
1.0994,15,Black,No,.,.
0.7104,15,Other,No,.,.
0.7856,15,White,No,.,.
0.1717,15,Hispanic,.,.,.
0.23,15,.,No,.,.
0.1602,15,White,Yes,14,1
0.0737,15,Other,Yes,15,1
0.1602,15,White,No,.,.
0.1602,15,White,Yes,14,1
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.6033,15,Hispanic,No,.,.
0.281,15,Black,No,.,.
0.281,15,Black,Yes,13,2
0.281,15,Black,No,.,.
0.1717,15,Hispanic,Yes,14,5
1.6714,15,Hispanic,Yes,13,3
0.1717,15,Hispanic,.,.,.
0.281,15,Black,.,.,.
0.1717,15,Hispanic,.,.,.
0.281,15,Black,.,.,.
0.281,15,Black,No,.,.
0.1973,15,White,No,.,.
1.6714,15,Hispanic,No,.,.
0.281,15,Black,Yes,14,1
1.6714,15,Hispanic,No,.,.
0.281,15,Black,No,.,.
0.1717,15,Hispanic,.,.,.
0.281,15,Black,No,.,.
0.281,15,Black,No,.,.
0.1602,15,White,No,.,.
1.6714,15,Hispanic,No,.,.
0.1717,15,Hispanic,No,.,.
3.7642,15,White,No,.,.
0.281,15,Black,No,.,.
0.1602,15,White,No,.,.
0.1466,15,Other,No,.,.
0.1717,15,Hispanic,No,.,.
0.281,15,Black,No,.,.
0.1717,15,Hispanic,No,.,.
0.281,15,Black,Yes,14,1
0.281,15,Black,No,.,.
0.1466,15,Other,No,.,.
0.281,15,.,No,.,.
0.1383,15,White,No,.,.
0.1717,15,Hispanic,.,.,.
0.281,15,Black,Yes,13,3
0.1717,15,Hispanic,No,.,.
0.1717,15,Hispanic,Yes,15,1
0.281,15,Black,No,.,.
0.1466,15,Other,Yes,14,1
0.1383,15,White,No,.,.
0.281,15,Black,.,.,.
0.1717,15,Hispanic,No,.,.
0.281,15,Black,No,.,.
0.1602,15,White,No,.,.
0.1602,15,White,No,.,.
0.281,15,Black,Yes,14,1
0.0614,15,Other,Yes,14,1
0.1717,15,Hispanic,Yes,13,5
0.1973,15,White,Yes,14,2
0.1717,15,Hispanic,No,.,.
0.1602,15,White,No,.,.
0.1383,15,White,Yes,13,1
0.281,15,Black,No,.,.
0.1466,15,Other,.,.,.
0.1602,15,.,Yes,15,1
0.1602,15,White,No,.,.
0.1602,15,Other,No,.,.
0.1717,15,Hispanic,No,.,.
0.1466,15,Other,Yes,14,3
0.7227,15,Hispanic,No,.,.
0.1602,15,White,No,.,.
0.851,15,Other,Yes,15,1
0.2726,15,Black,Yes,15,2
0.851,15,Other,No,.,.
0.1602,15,White,Yes,14,1
1.3171,15,Black,No,.,.
0.7227,15,Hispanic,No,.,.
0.851,15,Other,.,.,.
0.1496,15,Hispanic,No,.,.
0.7227,15,Hispanic,Yes,12,2
0.1602,15,White,No,.,.
0.9411,15,White,Yes,15,1
0.1948,15,White,No,.,.
0.2726,15,Black,No,.,.
0.2726,15,Other,No,.,.
0.1496,15,Hispanic,No,.,.
0.1496,15,.,No,.,.
1.3171,15,Black,No,.,.
0.2726,15,Black,No,.,.
0.2726,15,Black,Yes,15,1
0.2726,15,Black,No,.,.
0.1602,15,White,No,.,.
0.2726,15,Black,.,.,.
0.2726,15,Black,.,.,.
0.1602,15,White,No,.,.
0.7227,15,Hispanic,No,.,.
0.2726,15,Black,Yes,15,1
0.3295,15,Other,No,.,.
0.2726,15,Black,.,.,.
0.1496,15,Hispanic,Yes,15,2
0.1761,15,Other,No,.,.
0.1496,15,Hispanic,No,.,.
0.2726,15,Black,Yes,11,3
