Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
0.6825,14,White,No,.,.
0.6825,14,White,No,.,.
0.8786,14,White,No,.,.
0.8786,14,White,Yes,14,1
0.8786,14,White,No,.,.
0.8786,14,White,Yes,13,6
2.3693,14,Hispanic,No,.,.
2.7225,14,White,No,.,.
2.7225,14,White,No,.,.
1.3766,14,Black,No,.,.
0.9666,14,White,No,.,.
0.5283,14,Black,No,.,.
0.3228,14,Hispanic,Yes,14,1
1.3766,14,Black,Yes,13,1
1.3766,14,Black,No,.,.
0.3228,14,Hispanic,No,.,.
0.5283,14,Black,No,.,.
0.5379,14,Other,.,.,.
0.7238,14,White,.,.,.
0.4823,14,White,Yes,14,5
0.6869,14,Black,No,.,.
2.0762,14,White,No,.,.
1.7329,14,White,No,.,.
1.7329,14,White,No,.,.
1.7329,14,White,No,.,.
1.2801,14,Black,No,.,.
1.2801,14,Black,Yes,13,2
1.206,14,Black,No,.,.
1.3997,14,White,No,.,.
1.0401,14,Other,No,.,.
1.3997,14,White,No,.,.
1.3997,14,White,No,.,.
1.3997,14,White,No,.,.
2.4738,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.2849,14,Other,Yes,14,1
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,Yes,13,1
0.3337,14,Hispanic,.,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,No,.,.
0.3337,14,Hispanic,Yes,13,1
0.3337,14,Hispanic,Yes,14,1
1.178,14,White,No,.,.
1.178,14,Other,No,.,.
1.0251,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.568,14,White,Yes,13,2
0.568,14,White,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.568,14,White,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4221,14,Other,No,.,.
0.568,14,White,No,.,.
0.568,14,White,No,.,.
0.568,14,White,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,No,.,.
0.4943,14,Hispanic,.,.,.
0.4105,14,Hispanic,.,.,.
0.6281,14,Other,Yes,13,4
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.2045,14,Other,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,Yes,14,2
0.4105,14,Hispanic,No,.,.
0.2045,14,Other,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,Yes,13,2
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.4105,14,Hispanic,No,.,.
0.2992,14,Hispanic,Yes,13,6
0.3438,14,White,No,.,.
0.4896,14,Black,No,.,.
4.0482,14,.,No,.,.
2.4738,14,Hispanic,No,.,.
2.8426,14,White,No,.,.
0.2992,14,Hispanic,No,.,.
1.3997,14,White,No,.,.
1.3997,14,White,No,.,.
0.8468,14,White,No,.,.
1.2801,14,Black,Yes,11,2
0.8989,14,White,No,.,.
1.7329,14,White,Yes,13,5
1.7329,14,White,No,.,.
0.3438,14,White,Yes,14,1
0.2555,14,.,Yes,14,1
0.2992,14,Hispanic,No,.,.
0.6869,14,Black,No,.,.
0.9055,14,Other,No,.,.
0.9055,14,Other,No,.,.
1.0603,14,Hispanic,No,.,.
0.9055,14,Other,No,.,.
1.0603,14,Hispanic,No,.,.
0.9055,14,Other,No,.,.
0.6869,14,Black,No,.,.
0.9055,14,Other,No,.,.
0.9055,14,Other,No,.,.
0.9055,14,Other,No,.,.
1.0603,14,Hispanic,No,.,.
2.4292,14,Other,No,.,.
1.0603,14,Hispanic,No,.,.
1.0603,14,Hispanic,No,.,.
0.6299,14,Hispanic,.,.,.
0.5379,14,Other,.,.,.
0.6869,14,Black,No,.,.
0.6299,14,Hispanic,.,.,.
1.3766,14,Black,Yes,14,1
0.5283,14,Black,No,.,.
0.2757,14,Other,Yes,14,1
0.3228,14,Hispanic,No,.,.
0.371,14,White,No,.,.
1.3766,14,Black,Yes,13,4
0.9666,14,White,.,.,.
1.3766,14,.,Yes,13,1
0.9957,14,White,No,.,.
0.9957,14,White,No,.,.
0.9957,14,White,.,.,.
2.7225,14,White,Yes,14,2
0.74,14,Other,No,.,.
0.8665,14,Hispanic,No,.,.
0.9957,14,White,No,.,.
2.7225,14,White,Yes,11,1
0.9957,14,White,Yes,14,1
0.8786,14,White,No,.,.
0.8786,14,White,Yes,14,1
4.6949,14,White,No,.,.
4.6949,14,White,No,.,.
0.6825,14,White,No,.,.
4.6949,14,White,Yes,14,1
5.0113,14,Black,No,.,.
0.6825,14,White,Yes,14,1
3.4889,14,Other,No,.,.
4.6949,14,White,No,.,.
0.6825,14,White,No,.,.
0.6825,14,White,Yes,11,6
4.8479,14,Black,.,.,.
1.9009,14,White,No,.,.
1.656,14,Hispanic,No,.,.
1.9009,14,White,No,.,.
2.5297,14,Other,No,.,.
2.5297,14,Other,No,.,.
1.9009,14,White,No,.,.
2.5297,14,Other,No,.,.
2.5297,14,Other,No,.,.
1.656,14,Hispanic,Yes,11,.
1.656,14,Hispanic,No,.,.
1.656,14,Hispanic,No,.,.
1.656,14,Hispanic,No,.,.
1.656,14,Hispanic,No,.,.
1.656,14,Hispanic,Yes,13,4
1.656,14,Hispanic,No,.,.
2.0759,14,Black,No,.,.
2.0759,14,Other,No,.,.
2.5062,14,White,No,.,.
0.7996,14,Other,No,.,.
2.3404,14,White,No,.,.
0.9364,14,Hispanic,No,.,.
0.6205,14,White,No,.,.
0.8837,14,Other,No,.,.
0.54,14,Hispanic,.,.,.
0.7805,14,White,No,.,.
0.7805,14,White,No,.,.
0.7805,14,White,No,.,.
0.4831,14,Hispanic,Yes,11,1
0.6792,14,Hispanic,No,.,.
0.4831,14,Hispanic,No,.,.
0.54,14,Hispanic,No,.,.
0.8837,14,Black,Yes,14,1
0.4126,14,.,No,.,.
0.4831,14,Hispanic,No,.,.
0.6205,14,White,.,.,.
0.2135,14,Hispanic,No,.,.
3.0434,14,White,Yes,14,1
3.0434,14,White,No,.,.
3.0434,14,White,No,.,.
3.0434,14,White,No,.,.
3.0434,14,White,No,.,.
0.2135,14,Hispanic,No,.,.
0.4831,14,Hispanic,No,.,.
0.2135,14,Hispanic,No,.,.
0.4831,14,Hispanic,No,.,.
0.4126,14,Other,No,.,.
0.4831,14,Hispanic,No,.,.
0.2135,14,Hispanic,No,.,.
0.7907,14,Black,Yes,13,1
0.4831,14,Hispanic,No,.,.
0.4831,14,Hispanic,No,.,.
0.7907,14,Black,.,.,.
4.6949,14,White,No,.,.
4.6949,14,White,No,.,.
0.513,14,White,No,.,.
0.4464,14,Hispanic,No,.,.
0.513,14,White,No,.,.
0.513,14,White,No,.,.
0.513,14,White,No,.,.
0.513,14,White,Yes,11,1
0.513,14,White,Yes,13,3
0.513,14,White,No,.,.
0.513,14,White,Yes,14,1
0.2135,14,Hispanic,No,.,.
0.2135,14,Hispanic,No,.,.
0.2135,14,Hispanic,No,.,.
0.714,14,White,No,.,.
1.3349,14,Black,Yes,12,6
1.0228,14,Black,No,.,.
0.2215,14,White,No,.,.
1.0854,14,White,Yes,14,1
1.3314,14,White,No,.,.
1.1589,14,White,Yes,14,3
0.5306,14,Other,No,.,.
1.231,14,White,No,.,.
0.6683,14,Hispanic,No,.,.
0.6381,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.1133,14,White,Yes,14,1
0.5237,14,White,No,.,.
0.1133,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
1.0738,14,White,No,.,.
0.3644,14,White,Yes,13,6
0.8345,14,Hispanic,No,.,.
0.714,14,White,No,.,.
0.7518,14,White,No,.,.
0.6381,14,Hispanic,No,.,.
2.0841,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.621,14,Hispanic,.,.,.
0.1133,14,White,No,.,.
0.1133,14,White,Yes,13,3
0.9779,14,Hispanic,No,.,.
0.2215,14,White,Yes,13,1
0.1028,14,Other,No,.,.
2.2264,14,White,No,.,.
0.3171,14,Hispanic,No,.,.
0.3644,14,White,No,.,.
0.9589,14,White,No,.,.
0.714,14,White,No,.,.
0.714,14,White,No,.,.
2.015,14,White,No,.,.
2.566,14,White,No,.,.
1.231,14,White,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.6381,14,Hispanic,No,.,.
0.9468,14,Other,No,.,.
0.3437,14,Hispanic,Yes,14,1
0.3437,14,Hispanic,Yes,12,4
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.6687,14,Hispanic,Yes,14,1
0.7972,14,Hispanic,No,.,.
0.1591,14,Hispanic,No,.,.
1.5941,14,White,No,.,.
1.5941,14,White,Yes,14,2
1.0111,14,White,No,.,.
0.1133,14,White,No,.,.
0.2793,14,.,No,.,.
0.1133,14,Other,No,.,.
0.5237,14,White,No,.,.
1.1109,14,White,No,.,.
1.2751,14,White,No,.,.
0.2215,14,White,No,.,.
1.2751,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.1383,14,White,Yes,14,1
1.5293,14,Black,No,.,.
0.798,14,Other,No,.,.
9.0678,14,White,No,.,.
0.8682,14,White,No,.,.
0.8096,14,White,No,.,.
0.7045,14,Hispanic,No,.,.
0.8345,14,Hispanic,No,.,.
0.5788,14,Other,No,.,.
0.7433,14,White,No,.,.
0.8503,14,Hispanic,No,.,.
0.9148,14,Other,No,.,.
0.625,14,Hispanic,No,.,.
0.6381,14,Hispanic,No,.,.
0.6381,14,Hispanic,.,.,.
1.7797,14,Other,No,.,.
0.5625,14,Black,No,.,.
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.6687,14,Hispanic,No,.,.
0.6687,14,Hispanic,Yes,14,1
1.3046,14,Black,No,.,.
0.7972,14,Hispanic,No,.,.
0.7972,14,Hispanic,No,.,.
0.621,14,Hispanic,.,.,.
1.0111,14,White,Yes,14,1
0.1133,14,White,No,.,.
0.1133,14,Other,No,.,.
0.1133,14,White,No,.,.
1.2832,14,White,No,.,.
0.1133,14,White,.,.,.
0.1133,14,.,No,.,.
0.1133,14,White,.,.,.
1.2751,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,Yes,13,5
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.1383,14,White,No,.,.
1.0738,14,White,No,.,.
1.0738,14,White,No,.,.
1.0738,14,White,No,.,.
1.0738,14,White,No,.,.
2.2264,14,White,No,.,.
1.2019,14,Other,No,.,.
2.0925,14,White,No,.,.
9.0678,14,White,No,.,.
2.2264,14,White,No,.,.
1.7193,14,Other,Yes,12,2
0.8682,14,White,No,.,.
0.8682,14,White,No,.,.
0.6452,14,Other,No,.,.
1.821,14,Hispanic,No,.,.
0.1943,14,Other,No,.,.
0.4998,14,Other,.,.,.
1.3349,14,Black,No,.,.
0.8345,14,Hispanic,Yes,13,5
1.5457,14,Black,No,.,.
1.0854,14,White,No,.,.
1.0854,14,White,No,.,.
0.8345,14,Hispanic,No,.,.
0.8345,14,Hispanic,No,.,.
0.9589,14,Other,No,.,.
0.9589,14,White,No,.,.
1.3851,14,Hispanic,.,.,.
0.714,14,White,No,.,.
1.5916,14,White,.,.,.
0.714,14,White,No,.,.
0.5306,14,Other,No,.,.
0.714,14,White,No,.,.
0.7949,14,White,No,.,.
0.7949,14,White,No,.,.
0.714,14,White,No,.,.
0.714,14,White,No,.,.
0.6901,14,.,No,.,.
0.714,14,White,No,.,.
2.015,14,White,No,.,.
0.6901,14,White,No,.,.
0.4445,14,Hispanic,Yes,13,4
0.7433,14,White,No,.,.
0.5108,14,Other,No,.,.
2.7945,14,White,No,.,.
0.6621,14,White,.,.,.
1.231,14,White,No,.,.
0.768,14,White,No,.,.
1.231,14,White,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.8641,14,.,Yes,14,1
0.6381,14,Hispanic,No,.,.
0.6381,14,Hispanic,No,.,.
0.8246,14,White,No,.,.
0.6381,14,Hispanic,No,.,.
0.8246,14,White,No,.,.
0.7235,14,Hispanic,No,.,.
0.9894,14,Other,Yes,13,3
0.829,14,White,Yes,14,1
3.4106,14,Black,No,.,.
0.829,14,White,No,.,.
3.4106,14,Black,No,.,.
1.2832,14,White,No,.,.
3.609,14,Other,.,.,.
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,Yes,13,5
1.0943,14,Other,Yes,14,1
0.6687,14,Hispanic,Yes,13,3
0.8386,14,White,No,.,.
0.7972,14,Hispanic,No,.,.
0.7972,14,Hispanic,Yes,13,1
2.2702,14,Black,No,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,Yes,12,1
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
1.9483,14,Hispanic,No,.,.
0.1453,14,White,Yes,13,1
0.1133,14,Other,No,.,.
1.1109,14,White,No,.,.
0.4558,14,Hispanic,No,.,.
0.4558,14,Hispanic,Yes,13,1
0.1133,14,Other,No,.,.
0.0986,14,Hispanic,No,.,.
0.1133,14,White,Yes,14,1
0.1133,14,White,No,.,.
1.1109,14,White,No,.,.
0.1133,14,White,No,.,.
0.2215,14,White,.,.,.
0.1181,14,Other,No,.,.
0.2215,14,White,Yes,14,1
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
1.2832,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,Yes,13,1
0.3701,14,Hispanic,No,.,.
0.2215,14,White,No,.,.
1.1237,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,.,.,.
0.9779,14,Hispanic,No,.,.
0.9779,14,Hispanic,No,.,.
9.0678,14,White,No,.,.
1.5293,14,Other,No,.,.
0.798,14,Other,No,.,.
1.0738,14,White,No,.,.
0.6157,14,Other,Yes,14,5
1.0738,14,White,No,.,.
1.0738,14,White,No,.,.
1.0049,14,Hispanic,Yes,14,3
2.2264,14,White,No,.,.
0.8439,14,White,No,.,.
3.1706,14,Black,No,.,.
0.6272,14,Other,No,.,.
1.1589,14,White,No,.,.
0.221,14,Other,.,.,.
1.2072,14,White,No,.,.
0.9959,14,White,No,.,.
1.2072,14,Other,No,.,.
9.0678,14,White,No,.,.
0.8682,14,White,No,.,.
0.8096,14,White,Yes,14,1
0.1943,14,Other,No,.,.
0.3171,14,Hispanic,No,.,.
0.3171,14,Hispanic,No,.,.
0.3171,14,Hispanic,No,.,.
1.3349,14,Black,.,.,.
0.3644,14,White,No,.,.
1.3349,14,Black,No,.,.
1.3349,14,Black,No,.,.
0.8157,14,Hispanic,No,.,.
0.3644,14,White,No,.,.
1.3349,14,Black,No,.,.
0.9959,14,White,No,.,.
0.3644,14,White,No,.,.
0.9373,14,Other,Yes,13,3
0.3644,14,White,No,.,.
0.9589,14,White,No,.,.
0.8345,14,Hispanic,No,.,.
1.0854,14,White,Yes,13,4
0.8345,14,Hispanic,No,.,.
1.0854,14,White,No,.,.
0.5113,14,Other,No,.,.
0.9589,14,White,No,.,.
0.714,14,White,No,.,.
0.6214,14,Hispanic,No,.,.
0.714,14,White,No,.,.
0.714,14,White,No,.,.
0.714,14,White,No,.,.
0.7949,14,White,No,.,.
0.7949,14,White,No,.,.
0.7949,14,White,No,.,.
0.714,14,White,No,.,.
0.714,14,White,No,.,.
0.714,14,White,No,.,.
0.3796,14,Other,Yes,14,1
0.714,14,White,No,.,.
0.714,14,White,No,.,.
2.015,14,White,No,.,.
0.6901,14,White,No,.,.
0.4445,14,Hispanic,No,.,.
1.7536,14,Hispanic,No,.,.
0.7433,14,White,No,.,.
2.7945,14,White,No,.,.
2.7945,14,White,No,.,.
1.231,14,White,No,.,.
0.6621,14,White,.,.,.
2.566,14,White,No,.,.
0.7518,14,Other,No,.,.
0.7508,14,White,No,.,.
0.7518,14,White,No,.,.
0.7518,14,White,No,.,.
0.7518,14,White,No,.,.
0.8503,14,Hispanic,Yes,14,1
0.6683,14,Hispanic,No,.,.
1.231,14,.,No,.,.
1.231,14,White,No,.,.
0.6683,14,Hispanic,No,.,.
0.6683,14,Hispanic,No,.,.
0.6683,14,Hispanic,No,.,.
0.6683,14,Hispanic,No,.,.
1.231,14,White,No,.,.
1.231,14,White,No,.,.
0.6683,14,.,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,No,.,.
0.625,14,Hispanic,Yes,14,1
0.7332,14,White,No,.,.
0.625,14,Hispanic,No,.,.
0.6381,14,Hispanic,No,.,.
0.8246,14,White,No,.,.
0.7332,14,White,No,.,.
0.6381,14,Hispanic,No,.,.
0.6381,14,Hispanic,No,.,.
0.8314,14,White,No,.,.
0.8314,14,White,No,.,.
1.3314,14,White,No,.,.
1.3314,14,Other,Yes,14,2
0.9959,14,White,No,.,.
1.3314,14,White,No,.,.
0.6381,14,Hispanic,Yes,11,6
3.4106,14,Black,No,.,.
2.3948,14,White,No,.,.
2.0841,14,Hispanic,No,.,.
0.8239,14,Hispanic,No,.,.
0.8239,14,Hispanic,No,.,.
0.8239,14,Hispanic,No,.,.
3.609,14,White,.,.,.
3.609,14,White,.,.,.
1.2832,14,White,No,.,.
0.5625,14,Black,No,.,.
0.789,14,White,No,.,.
0.7972,14,Hispanic,No,.,.
0.7972,14,Hispanic,Yes,13,1
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,Yes,11,6
0.3437,14,Hispanic,No,.,.
1.0111,14,White,No,.,.
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.3437,14,Hispanic,No,.,.
0.6687,14,Hispanic,No,.,.
0.6232,14,Other,No,.,.
0.9161,14,White,No,.,.
0.7972,14,Hispanic,No,.,.
0.8386,14,White,Yes,14,1
0.8386,14,White,Yes,11,3
0.8386,14,White,Yes,14,.
1.1943,14,Black,Yes,14,2
1.2832,14,White,No,.,.
3.2654,14,White,.,.,.
1.0554,14,White,No,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,.,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,.,.,.
0.621,14,Hispanic,.,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,No,.,.
1.2365,14,White,Yes,14,1
1.2365,14,White,No,.,.
1.2365,14,White,No,.,.
1.2365,14,White,No,.,.
0.621,14,Hispanic,No,.,.
4.6949,14,White,Yes,14,1
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,No,.,.
1.0111,14,White,No,.,.
0.621,14,Hispanic,No,.,.
0.621,14,Hispanic,.,.,.
0.5484,14,Hispanic,No,.,.
0.621,14,Hispanic,Yes,.,1
0.621,14,Hispanic,No,.,.
1.0111,14,White,No,.,.
0.621,14,Hispanic,No,.,.
1.2365,14,White,No,.,.
0.8799,14,Hispanic,No,.,.
0.1133,14,White,.,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.0604,14,Other,No,.,.
1.0111,14,White,No,.,.
0.0986,14,Hispanic,.,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,Yes,14,2
0.0986,14,Hispanic,.,.,.
0.1133,14,White,No,.,.
0.0986,14,Hispanic,No,.,.
0.1133,14,White,.,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1613,14,Other,No,.,.
1.1109,14,White,Yes,14,1
0.5237,14,White,No,.,.
1.2832,14,White,No,.,.
0.4558,14,Hispanic,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,.,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,No,.,.
0.1133,14,White,.,.,.
0.1133,14,White,No,.,.
0.0986,14,Hispanic,Yes,13,2
0.1613,14,.,No,.,.
0.1133,14,.,No,.,.
0.1133,14,White,No,.,.
1.1109,14,White,No,.,.
1.2751,14,White,No,.,.
1.2751,14,White,No,.,.
1.2751,14,White,No,.,.
1.1168,14,Hispanic,No,.,.
0.2215,14,White,No,.,.
0.9959,14,White,Yes,14,2
0.2215,14,White,Yes,13,4
0.2215,14,White,.,.,.
1.8276,14,Other,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2092,14,Hispanic,Yes,12,1
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
1.2751,14,White,No,.,.
1.2751,14,White,No,.,.
0.6843,14,Other,No,.,.
1.2751,14,White,No,.,.
1.2751,14,Other,No,.,.
1.2751,14,White,No,.,.
0.2215,14,White,Yes,14,1
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,Yes,14,1
0.2215,14,White,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,Yes,13,3
0.2215,14,White,No,.,.
1.8276,14,Black,No,.,.
1.9483,14,Hispanic,No,.,.
0.2215,14,White,No,.,.
0.2215,14,White,Yes,14,1
0.2215,14,White,No,.,.
1.555,14,Other,No,.,.
0.2215,14,White,No,.,.
1.6637,14,Other,No,.,.
0.2215,14,White,Yes,14,2
0.8351,14,Other,No,.,.
0.2215,14,White,Yes,14,1
0.2215,14,White,Yes,14,3
0.9779,14,Hispanic,No,.,.
0.2215,14,White,No,.,.
0.9779,14,Hispanic,No,.,.
1.6003,14,Black,No,.,.
9.0678,14,White,No,.,.
0.1383,14,White,.,.,.
0.1383,14,White,Yes,12,1
0.1383,14,White,Yes,14,2
0.9959,14,White,No,.,.
1.1158,14,Other,No,.,.
0.8897,14,Hispanic,No,.,.
0.1028,14,Other,No,.,.
0.1133,14,White,No,.,.
0.1383,14,White,No,.,.
0.1133,14,White,No,.,.
0.1383,14,White,No,.,.
0.1133,14,White,Yes,12,2
0.7598,14,Other,No,.,.
0.1133,14,White,No,.,.
0.7598,14,Other,No,.,.
0.7598,14,Other,No,.,.
1.2381,14,Hispanic,No,.,.
1.456,14,Black,No,.,.
0.8897,14,Hispanic,No,.,.
0.1613,14,Black,No,.,.
1.456,14,Black,No,.,.
0.1383,14,White,No,.,.
1.2381,14,Hispanic,No,.,.
1.4227,14,White,No,.,.
2.0261,14,Black,No,.,.
0.1383,14,White,No,.,.
1.4227,14,Other,No,.,.
0.1383,14,White,No,.,.
1.2381,14,Hispanic,No,.,.
0.1383,14,White,No,.,.
0.1383,14,White,No,.,.
0.8897,14,Hispanic,Yes,13,3
1.0224,14,White,No,.,.
0.8897,14,Hispanic,Yes,14,1
0.1383,14,White,Yes,13,3
0.1383,14,White,No,.,.
0.1383,14,White,Yes,14,1
0.1383,14,White,No,.,.
0.1383,14,White,No,.,.
0.1383,14,White,No,.,.
0.1383,14,White,.,.,.
0.1383,14,White,Yes,14,1
0.1383,14,White,No,.,.
0.1383,14,White,.,.,.
0.123,14,Hispanic,.,.,.
0.1383,14,White,No,.,.
0.1383,14,White,No,.,.
0.1383,14,.,Yes,14,1
0.281,14,Black,No,.,.
0.1717,14,Hispanic,No,.,.
0.0737,14,Other,No,.,.
1.4273,14,Other,Yes,11,6
0.281,14,Black,.,.,.
0.1383,14,White,No,.,.
0.1052,14,Other,No,.,.
0.1717,14,Hispanic,No,.,.
1.6714,14,Hispanic,No,.,.
0.281,14,Black,No,.,.
2.7352,14,Black,No,.,.
0.1717,14,Hispanic,No,.,.
0.1717,14,Hispanic,Yes,14,1
