Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
1.0344,14,Other,No,.,.
1.0344,14,Hispanic,No,.,.
0.535,14,Black,Yes,14,1
0.955,14,Black,No,.,.
0.955,14,Black,No,.,.
1.0931,14,Black,No,.,.
0.5012,14,Black,No,.,.
0.5012,14,Black,No,.,.
1.1334,14,Black,Yes,13,2
1.1334,14,Black,No,.,.
1.1334,14,Black,No,.,.
0.8545,14,White,No,.,.
0.8545,14,White,No,.,.
1.1334,14,Black,No,.,.
0.3154,14,Other,No,.,.
0.3154,14,Other,No,.,.
0.3154,14,Other,No,.,.
0.3154,14,Other,No,.,.
0.4198,14,Other,No,.,.
1.1334,14,Black,Yes,14,1
1.1334,14,Black,Yes,14,1
0.5506,14,Other,No,.,.
1.1334,14,Black,No,.,.
1.1334,14,Black,No,.,.
1.0449,14,Hispanic,No,.,.
1.2076,14,White,Yes,13,1
2.3052,14,White,Yes,14,1
3.0577,14,Black,No,.,.
2.3052,14,White,No,.,.
3.0577,14,Black,No,.,.
0.5403,14,Hispanic,No,.,.
0.5403,14,Hispanic,Yes,13,1
0.7197,14,White,No,.,.
0.7197,14,White,No,.,.
0.6228,14,Hispanic,Yes,13,1
0.7197,14,White,No,.,.
0.7197,14,White,No,.,.
0.7197,14,White,No,.,.
0.7197,14,White,No,.,.
0.6228,14,Hispanic,No,.,.
2.6794,14,White,No,.,.
2.6794,14,Other,No,.,.
0.3491,14,Other,No,.,.
0.4689,14,Hispanic,No,.,.
1.1903,14,White,No,.,.
1.1903,14,White,No,.,.
1.1903,14,White,Yes,13,2
1.1903,14,White,No,.,.
0.4689,14,Hispanic,No,.,.
0.1886,14,Other,No,.,.
0.5092,14,Black,No,.,.
0.3321,14,Hispanic,No,.,.
0.1886,14,Other,No,.,.
0.3321,14,Hispanic,No,.,.
0.5092,14,Black,No,.,.
0.3838,14,Other,Yes,14,1
0.1886,14,Other,No,.,.
0.7915,14,White,No,.,.
1.4351,14,White,.,.,.
1.2418,14,Hispanic,No,.,.
1.2418,14,Hispanic,No,.,.
0.6849,14,Hispanic,No,.,.
1.76,14,White,No,.,.
2.3346,14,.,No,.,.
1.76,14,White,No,.,.
0.6909,14,White,Yes,14,1
0.6909,14,White,No,.,.
1.4202,14,White,No,.,.
1.4202,14,White,No,.,.
1.0418,14,Black,No,.,.
0.7854,14,White,No,.,.
0.7854,14,White,No,.,.
0.6909,14,White,No,.,.
0.9164,14,Other,No,.,.
0.886,14,Other,No,.,.
1.5606,14,Hispanic,No,.,.
1.8037,14,White,No,.,.
1.5606,14,Hispanic,Yes,14,1
2.0178,14,Hispanic,No,.,.
1.7825,14,White,No,.,.
1.4013,14,Other,No,.,.
0.8807,14,White,No,.,.
1.1682,14,Black,No,.,.
0.8842,14,Hispanic,Yes,13,1
0.8807,14,White,No,.,.
0.8842,14,Hispanic,No,.,.
0.8842,14,Hispanic,No,.,.
0.6584,14,Other,No,.,.
0.8842,14,Hispanic,No,.,.
0.8842,14,Hispanic,No,.,.
0.8807,14,White,No,.,.
0.8807,14,White,No,.,.
0.7396,14,Other,No,.,.
0.6399,14,Hispanic,No,.,.
0.7396,14,Other,Yes,13,6
0.8807,14,White,No,.,.
0.6399,14,Hispanic,No,.,.
0.6399,14,Hispanic,No,.,.
0.6399,14,Hispanic,Yes,12,4
0.8807,14,White,No,.,.
0.8807,14,White,No,.,.
0.4765,14,Other,Yes,13,4
0.8807,14,White,No,.,.
0.8807,14,White,Yes,13,1
0.3633,14,Other,Yes,14,1
0.6399,14,Hispanic,Yes,14,1
1.1682,14,Black,No,.,.
0.8842,14,Hispanic,No,.,.
0.8807,14,White,Yes,11,1
0.8842,14,Hispanic,Yes,13,1
0.8842,14,Hispanic,Yes,13,3
0.8842,14,Hispanic,Yes,13,1
1.3555,14,Black,No,.,.
1.4013,14,Other,Yes,.,1
1.0565,14,White,Yes,14,1
1.4013,14,Black,No,.,.
1.0565,14,White,Yes,13,.
0.8807,14,White,No,.,.
0.519,14,Other,Yes,13,2
0.8807,14,White,No,.,.
1.5423,14,Hispanic,No,.,.
0.8756,14,Other,No,.,.
1.5606,14,Hispanic,No,.,.
0.886,14,Other,Yes,11,3
1.8037,14,White,No,.,.
0.3394,14,Other,No,.,.
0.3394,14,Other,No,.,.
0.6909,14,White,Yes,13,2
1.157,14,Other,No,.,.
0.6909,14,Other,Yes,14,1
1.4202,14,White,No,.,.
1.4202,14,White,No,.,.
0.6909,14,White,No,.,.
0.7854,14,White,No,.,.
0.7854,14,White,No,.,.
0.6909,14,White,No,.,.
1.76,14,White,Yes,14,5
1.76,14,White,No,.,.
1.2418,14,Hispanic,Yes,14,2
1.2418,14,Hispanic,No,.,.
1.76,14,White,No,.,.
2.3553,14,White,No,.,.
1.2418,14,Hispanic,No,.,.
1.2418,14,Hispanic,Yes,14,2
1.3527,14,White,No,.,.
1.3527,14,White,No,.,.
0.5092,14,Black,No,.,.
1.1544,14,White,No,.,.
0.1886,14,Other,No,.,.
0.3321,14,Hispanic,No,.,.
0.3071,14,Other,Yes,14,1
1.4925,14,White,No,.,.
1.2914,14,Hispanic,No,.,.
1.4925,14,White,No,.,.
2.3052,14,White,Yes,14,1
2.3052,14,White,No,.,.
2.3052,14,White,Yes,14,2
1.4853,14,Other,No,.,.
0.7332,14,Other,No,.,.
1.4925,14,White,Yes,13,5
3.0577,14,Black,No,.,.
1.3616,14,White,.,.,.
1.6689,14,White,No,.,.
1.6689,14,White,No,.,.
1.6689,14,White,No,.,.
2.4015,14,White,No,.,.
2.4015,14,White,No,.,.
1.6689,14,Other,Yes,14,1
2.4015,14,White,No,.,.
2.4015,14,White,No,.,.
1.6689,14,Other,Yes,14,1
2.4015,14,Other,No,.,.
2.4015,14,White,No,.,.
2.4015,14,White,No,.,.
2.4015,14,White,No,.,.
0.7204,14,Other,No,.,.
0.7204,14,.,No,.,.
0.9556,14,Black,No,.,.
0.3539,14,Other,Yes,13,1
0.9556,14,Black,No,.,.
0.9556,14,Black,No,.,.
0.9556,14,Other,No,.,.
2.7337,14,White,Yes,13,6
2.7337,14,White,No,.,.
1.5221,14,White,No,.,.
0.3438,14,Other,No,.,.
1.5221,14,White,No,.,.
1.5221,14,White,No,.,.
1.317,14,Hispanic,No,.,.
1.5221,14,White,No,.,.
1.1544,14,White,No,.,.
1.2354,14,Black,No,.,.
0.9314,14,White,No,.,.
0.4575,14,Other,No,.,.
1.2354,14,Black,No,.,.
0.5558,14,Black,No,.,.
1.1544,14,White,No,.,.
0.358,14,Black,Yes,14,1
0.2335,14,Hispanic,Yes,13,3
0.63,14,Black,No,.,.
0.6056,14,Hispanic,Yes,14,1
0.7438,14,Other,No,.,.
0.6056,14,Hispanic,No,.,.
0.1782,14,Other,Yes,14,1
0.63,14,Black,Yes,11,6
0.2393,14,Hispanic,No,.,.
0.3668,14,.,Yes,13,2
0.6056,14,Hispanic,No,.,.
0.6999,14,White,Yes,13,1
0.6999,14,White,No,.,.
0.63,14,Black,No,.,.
0.63,14,Black,Yes,13,2
0.63,14,Black,No,.,.
0.1326,14,Other,Yes,13,1
0.9989,14,Hispanic,No,.,.
1.2354,14,Other,No,.,.
0.9314,14,White,No,.,.
0.8059,14,Hispanic,No,.,.
0.8059,14,Hispanic,No,.,.
0.8059,14,Hispanic,No,.,.
0.9314,14,White,No,.,.
0.411,14,Hispanic,No,.,.
0.63,14,Black,No,.,.
0.3668,14,Black,Yes,12,1
0.9989,14,Hispanic,No,.,.
0.3668,14,Black,No,.,.
0.1846,14,White,Yes,13,4
0.3668,14,Black,No,.,.
0.3668,14,Black,Yes,14,3
0.1846,14,White,No,.,.
0.1846,14,White,No,.,.
0.1846,14,White,No,.,.
0.1846,14,White,Yes,13,6
1.3476,14,White,No,.,.
0.1846,14,White,No,.,.
1.3476,14,White,No,.,.
2.2521,14,Hispanic,Yes,14,1
0.1846,14,White,No,.,.
2.6028,14,White,No,.,.
2.6028,14,White,No,.,.
2.6028,14,White,No,.,.
2.6028,14,White,No,.,.
0.1846,14,White,No,.,.
0.4255,14,White,No,.,.
1.5113,14,Hispanic,No,.,.
2.0379,14,Hispanic,Yes,14,1
1.5113,14,Hispanic,.,.,.
1.5113,14,Hispanic,No,.,.
0.4255,14,White,No,.,.
0.4255,14,White,No,.,.
0.4255,14,White,Yes,14,1
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,.,.,.
0.4449,14,Hispanic,No,.,.
0.4255,14,White,No,.,.
0.4255,14,White,Yes,11,6
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,No,.,.
0.4449,14,Hispanic,Yes,13,2
0.4449,14,Hispanic,No,.,.
0.8614,14,White,No,.,.
1.0292,14,White,No,.,.
1.0292,14,White,No,.,.
1.0292,14,White,No,.,.
1.0292,14,White,Yes,13,2
1.0292,14,White,No,.,.
1.0292,14,White,No,.,.
1.0292,14,White,No,.,.
1.0292,14,White,No,.,.
0.701,14,Other,Yes,14,1
1.4271,14,Other,.,.,.
0.701,14,Other,Yes,14,3
0.8569,14,White,No,.,.
0.701,14,Other,No,.,.
1.1427,14,Black,No,.,.
0.701,14,Other,No,.,.
1.1366,14,Black,No,.,.
0.701,14,Other,No,.,.
0.7414,14,Hispanic,No,.,.
0.4209,14,Other,No,.,.
1.2348,14,Hispanic,Yes,11,6
0.701,14,Other,No,.,.
2.3553,14,White,No,.,.
0.8569,14,White,No,.,.
0.701,14,Other,No,.,.
0.8569,14,White,No,.,.
0.7414,14,Hispanic,No,.,.
0.4209,14,Other,No,.,.
0.4209,14,Other,No,.,.
0.7414,14,Hispanic,No,.,.
0.4209,14,Other,No,.,.
0.8569,14,White,No,.,.
0.4209,14,Other,No,.,.
1.1366,14,Black,No,.,.
0.4209,14,Other,No,.,.
0.4209,14,Other,No,.,.
0.7414,14,Hispanic,No,.,.
0.8569,14,White,No,.,.
0.4209,14,Other,Yes,12,2
0.4209,14,Other,No,.,.
1.9189,14,Other,No,.,.
0.4209,14,Other,No,.,.
1.9189,14,Other,No,.,.
0.4209,14,Other,No,.,.
1.9189,14,Other,No,.,.
0.8569,14,White,No,.,.
1.9189,14,Other,.,.,.
0.8569,14,White,No,.,.
1.9189,14,Other,No,.,.
1.9189,14,Other,No,.,.
0.7414,14,Hispanic,No,.,.
0.4278,14,White,No,.,.
0.4278,14,White,Yes,13,6
0.4278,14,White,No,.,.
2.0379,14,Hispanic,Yes,12,2
0.4278,14,White,Yes,13,1
0.4278,14,White,Yes,13,1
0.4278,14,White,No,.,.
0.4278,14,White,No,.,.
1.5545,14,White,.,.,.
2.3052,14,White,No,.,.
2.062,14,Black,.,.,.
1.5545,14,White,.,.,.
0.4278,14,White,Yes,13,2
3.0577,14,Black,Yes,14,1
0.9435,14,Other,.,.,.
0.4278,14,White,Yes,13,4
1.9424,14,Black,.,.,.
1.2671,14,Hispanic,.,.,.
1.4644,14,White,.,.,.
2.3553,14,White,No,.,.
0.1496,14,Hispanic,No,.,.
0.1496,14,Hispanic,No,.,.
0.2294,14,Black,No,.,.
0.2294,14,Black,No,.,.
0.1496,14,Hispanic,No,.,.
0.1496,14,Hispanic,No,.,.
0.1496,14,Hispanic,Yes,14,1
0.2294,14,Black,No,.,.
0.1496,14,Hispanic,No,.,.
0.1496,14,Hispanic,No,.,.
3.2284,14,White,No,.,.
0.1496,14,Hispanic,.,.,.
0.1496,14,Hispanic,No,.,.
0.1496,14,Hispanic,Yes,14,1
0.1496,14,Hispanic,No,.,.
2.3553,14,White,No,.,.
0.9989,14,Hispanic,No,.,.
0.6869,14,Hispanic,No,.,.
0.6869,14,Hispanic,No,.,.
0.6869,14,Hispanic,No,.,.
14.3709,14,White,No,.,.
0.7938,14,White,No,.,.
0.6849,14,Hispanic,No,.,.
2.3553,14,White,No,.,.
1.1544,14,White,No,.,.
1.9932,14,White,No,.,.
1.9932,14,.,No,.,.
1.9932,14,White,No,.,.
2.06,14,White,No,.,.
0.6849,14,Hispanic,Yes,.,1
0.6849,14,Hispanic,Yes,14,1
1.6224,14,White,No,.,.
1.4038,14,Hispanic,Yes,.,6
2.3553,14,White,No,.,.
1.053,14,Other,No,.,.
1.053,14,Black,Yes,13,6
1.6224,14,White,No,.,.
0.6869,14,Hispanic,Yes,13,1
1.6224,14,White,No,.,.
1.6224,14,White,Yes,14,2
0.6849,14,Hispanic,No,.,.
0.437,14,Other,No,.,.
0.6849,14,Hispanic,No,.,.
1.1544,14,White,No,.,.
0.9989,14,Hispanic,No,.,.
0.6849,14,Hispanic,No,.,.
1.3527,14,White,No,.,.
1.3527,14,White,No,.,.
1.3527,14,White,No,.,.
1.7942,14,Black,Yes,14,1
1.3527,14,White,No,.,.
0.9989,14,Hispanic,Yes,13,2
0.9989,14,Hispanic,.,.,.
0.7438,14,Other,No,.,.
1.1544,14,White,No,.,.
1.5312,14,Black,No,.,.
1.1544,14,White,No,.,.
0.9989,14,Hispanic,No,.,.
2.3553,14,White,No,.,.
1.1544,14,White,No,.,.
1.5696,14,White,No,.,.
0.643,14,Other,No,.,.
0.9643,14,White,No,.,.
2.6028,14,White,No,.,.
1.7211,14,White,No,.,.
0.3349,14,Hispanic,No,.,.
0.9417,14,White,No,.,.
0.6675,14,White,No,.,.
0.4348,14,Hispanic,No,.,.
1.3896,14,White,No,.,.
0.2633,14,Hispanic,No,.,.
0.7663,14,Other,No,.,.
0.1723,14,Hispanic,No,.,.
1.277,14,Hispanic,No,.,.
1.7467,14,White,No,.,.
1.8325,14,Other,No,.,.
0.9417,14,White,Yes,13,1
0.9417,14,White,No,.,.
0.7206,14,Hispanic,Yes,13,6
0.387,14,White,No,.,.
1.9897,14,White,No,.,.
1.5696,14,White,.,.,.
0.2363,14,Hispanic,No,.,.
0.976,14,White,No,.,.
2.2707,14,White,No,.,.
0.5511,14,Hispanic,No,.,.
1.138,14,White,No,.,.
2.2525,14,White,Yes,13,4
0.0563,14,Hispanic,.,.,.
1.5799,14,Hispanic,No,.,.
0.5586,14,White,No,.,.
1.2914,14,White,No,.,.
1.261,14,Hispanic,No,.,.
0.5961,14,Black,.,.,.
0.9792,14,Black,Yes,14,1
0.7382,14,White,Yes,14,1
1.7211,14,White,No,.,.
0.3349,14,Hispanic,No,.,.
0.6675,14,White,No,.,.
1.9897,14,White,Yes,11,1
0.8184,14,Hispanic,No,.,.
0.9643,14,White,Yes,12,1
0.2363,14,Hispanic,.,.,.
0.643,14,Other,No,.,.
1.7885,14,White,No,.,.
1.3896,14,White,No,.,.
1.826,14,White,No,.,.
0.6631,14,Hispanic,Yes,13,4
0.1723,14,Hispanic,No,.,.
0.0978,14,Other,No,.,.
0.7206,14,Hispanic,No,.,.
0.8017,14,White,.,.,.
0.4918,14,Black,.,.,.
0.4918,14,.,.,.,.
0.3162,14,Hispanic,Yes,13,4
0.5961,14,Black,.,.,.
0.7382,14,White,No,.,.
0.5961,14,Black,.,.,.
0.7382,14,White,No,.,.
0.858,14,Other,No,.,.
1.7211,14,White,No,.,.
1.7008,14,White,No,.,.
3.9062,14,.,No,.,.
0.7206,14,Hispanic,Yes,13,2
1.8325,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.6675,14,White,No,.,.
1.2614,14,White,No,.,.
0.4091,14,Other,No,.,.
0.3349,14,Hispanic,Yes,11,3
0.5887,14,Hispanic,No,.,.
0.8344,14,Hispanic,Yes,13,5
1.5696,14,White,.,.,.
1.7058,14,Hispanic,Yes,14,.
0.2363,14,Hispanic,Yes,14,1
0.2363,14,Hispanic,Yes,12,1
0.4348,14,.,No,.,.
0.8445,14,Hispanic,No,.,.
1.5696,14,White,No,.,.
2.2521,14,Hispanic,Yes,14,3
0.8404,14,Hispanic,No,.,.
2.2707,14,White,No,.,.
1.138,14,White,Yes,14,1
1.138,14,White,No,.,.
2.2525,14,White,No,.,.
2.2525,14,White,No,.,.
1.5475,14,Hispanic,Yes,13,1
1.7885,14,White,Yes,13,1
0.0563,14,Hispanic,No,.,.
0.0563,14,Hispanic,No,.,.
0.0563,14,Hispanic,No,.,.
0.6344,14,Black,No,.,.
0.643,14,Other,No,.,.
1.3896,14,White,No,.,.
0.0563,14,Hispanic,No,.,.
0.065,14,White,Yes,13,2
0.6255,14,White,No,.,.
1.826,14,White,Yes,14,1
1.5799,14,Hispanic,.,.,.
0.7663,14,White,No,.,.
0.1723,14,Hispanic,No,.,.
0.1723,14,Hispanic,No,.,.
0.8345,14,White,Yes,14,2
0.654,14,White,No,.,.
2.2355,14,White,No,.,.
0.7206,14,Hispanic,No,.,.
0.8126,14,Hispanic,Yes,13,1
0.8126,14,Hispanic,Yes,14,1
0.5961,14,Black,.,.,.
0.858,14,.,No,.,.
0.9392,14,Other,No,.,.
0.858,14,Other,Yes,13,2
2.2829,14,Black,No,.,.
1.7211,14,White,No,.,.
2.256,14,Black,No,.,.
1.9189,14,Other,Yes,13,2
1.8325,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.3349,14,Hispanic,No,.,.
0.9417,14,White,No,.,.
0.7206,14,Hispanic,Yes,13,5
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.6675,14,White,No,.,.
0.6196,14,Other,Yes,14,1
0.6675,14,White,No,.,.
0.6675,14,White,No,.,.
1.1607,14,White,No,.,.
1.0914,14,Hispanic,No,.,.
1.1607,14,White,No,.,.
1.1607,14,White,No,.,.
0.387,14,White,Yes,14,2
1.7216,14,Hispanic,Yes,13,2
3.4432,14,Black,Yes,14,1
1.2546,14,Black,No,.,.
0.9459,14,White,No,.,.
0.5887,14,Hispanic,No,.,.
0.5887,14,Hispanic,No,.,.
1.5696,14,White,No,.,.
1.3581,14,Hispanic,Yes,13,1
0.9643,14,White,No,.,.
1.5696,14,White,.,.,.
0.2112,14,Other,No,.,.
1.5696,14,White,No,.,.
0.9684,14,Other,No,.,.
1.7058,14,Hispanic,No,.,.
0.2363,14,Hispanic,No,.,.
0.2363,14,Hispanic,No,.,.
0.2363,14,.,Yes,13,2
0.2363,14,Hispanic,Yes,14,3
0.6665,14,Black,No,.,.
0.4348,14,Hispanic,No,.,.
0.4348,14,Hispanic,No,.,.
0.4348,14,Hispanic,No,.,.
0.4348,14,Hispanic,No,.,.
0.8445,14,Hispanic,No,.,.
0.6665,14,Black,No,.,.
1.4249,14,Hispanic,No,.,.
0.5595,14,White,No,.,.
0.2748,14,Other,Yes,11,4
1.5696,14,White,No,.,.
1.1474,14,White,Yes,14,1
2.2707,14,White,No,.,.
0.6369,14,White,Yes,13,1
1.138,14,White,Yes,13,1
1.138,14,White,No,.,.
1.138,14,White,No,.,.
0.7893,14,Hispanic,Yes,13,1
2.2525,14,White,Yes,14,1
2.2525,14,White,No,.,.
1.7885,14,White,Yes,13,2
0.065,14,White,Yes,13,1
0.0563,14,Hispanic,No,.,.
1.484,14,White,No,.,.
0.2633,14,Hispanic,Yes,14,1
1.3896,14,White,No,.,.
1.3896,14,.,.,.,.
1.7363,14,Black,Yes,14,1
0.065,14,White,No,.,.
0.6255,14,Other,No,.,.
0.8297,14,Black,No,.,.
0.6255,14,White,No,.,.
0.8297,14,Black,No,.,.
0.8297,14,Black,No,.,.
0.7663,14,White,Yes,13,4
0.6631,14,Hispanic,.,.,.
2.422,14,Other,No,.,.
0.7663,14,White,Yes,14,1
0.7663,14,White,No,.,.
0.1723,14,Hispanic,No,.,.
1.1047,14,Black,No,.,.
2.1133,14,White,No,.,.
0.0374,14,Hispanic,No,.,.
0.8345,14,White,No,.,.
0.4833,14,Hispanic,No,.,.
0.4833,14,.,No,.,.
1.4519,14,White,Yes,11,1
1.4519,14,White,No,.,.
0.6189,14,White,No,.,.
1.4574,14,White,No,.,.
0.5586,14,White,No,.,.
1.2914,14,White,No,.,.
1.713,14,Other,No,.,.
1.2914,14,White,No,.,.
0.4833,14,Hispanic,No,.,.
0.5586,14,White,No,.,.
0.8017,14,White,.,.,.
3.7671,14,White,Yes,13,5
0.8017,14,White,.,.,.
0.8017,14,White,.,.,.
0.6937,14,Hispanic,.,.,.
0.7206,14,Hispanic,No,.,.
0.4918,14,Black,.,.,.
0.4918,14,Black,.,.,.
0.3708,14,White,.,.,.
0.8328,14,White,No,.,.
0.3162,14,Hispanic,No,.,.
0.3162,14,Hispanic,Yes,14,1
0.4086,14,Black,.,.,.
0.5961,14,Black,.,.,.
0.9792,14,Black,Yes,13,3
0.9392,14,White,No,.,.
1.2457,14,Black,No,.,.
1.5113,14,Hispanic,No,.,.
0.7382,14,White,No,.,.
1.7467,14,White,No,.,.
0.7382,14,White,Yes,14,1
0.2173,14,Hispanic,Yes,11,6
1.7211,14,White,No,.,.
1.7211,14,White,No,.,.
0.7206,14,Hispanic,Yes,11,5
1.7211,14,White,No,.,.
1.7211,14,White,No,.,.
2.256,14,Black,Yes,13,1
1.7008,14,White,No,.,.
1.8325,14,White,No,.,.
1.8325,14,White,No,.,.
1.8325,14,White,No,.,.
1.8325,14,White,No,.,.
1.8325,14,.,No,.,.
1.8325,14,White,No,.,.
0.3349,14,Hispanic,Yes,14,1
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.9417,14,White,No,.,.
0.7206,14,Hispanic,No,.,.
0.6675,14,White,No,.,.
1.1047,14,Black,Yes,14,1
1.2614,14,White,No,.,.
0.6675,14,White,Yes,14,1
0.6675,14,White,No,.,.
0.6196,14,Other,No,.,.
0.6675,14,White,No,.,.
1.1607,14,White,Yes,14,1
1.1607,14,.,No,.,.
1.1607,14,White,Yes,14,1
1.6731,14,Other,No,.,.
1.1607,14,White,No,.,.
1.0914,14,Hispanic,No,.,.
0.6196,14,Other,No,.,.
0.6196,14,Other,No,.,.
0.6196,14,Other,No,.,.
0.3349,14,Hispanic,No,.,.
0.387,14,.,No,.,.
1.9897,14,White,No,.,.
3.4432,14,Black,No,.,.
3.4432,14,Black,No,.,.
0.6094,14,Other,No,.,.
0.8184,14,Hispanic,No,.,.
1.8485,14,Hispanic,No,.,.
2.1363,14,White,No,.,.
0.5887,14,Hispanic,No,.,.
0.5887,14,Hispanic,No,.,.
2.8337,14,Black,No,.,.
2.8337,14,Black,Yes,14,1
0.6804,14,Other,No,.,.
0.8184,14,Hispanic,Yes,13,5
