Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
2.2695,15,White,Yes,14,1
0.0563,15,Hispanic,No,.,.
0.0563,15,Hispanic,Yes,14,4
1.3981,15,Other,No,.,.
2.0162,15,.,No,.,.
0.731,15,Other,No,.,.
0.0563,15,Hispanic,No,.,.
0.8297,15,Black,Yes,13,2
2.3215,15,Black,No,.,.
0.8358,15,Hispanic,No,.,.
1.0165,15,Black,No,.,.
0.4833,15,Hispanic,Yes,11,6
0.5377,15,Other,No,.,.
0.7838,15,White,Yes,15,1
1.4519,15,White,Yes,15,1
2.2355,15,White,No,.,.
1.277,15,Hispanic,No,.,.
1.4489,15,Black,No,.,.
1.261,15,Hispanic,Yes,14,1
3.7671,15,White,No,.,.
0.4475,15,Black,.,.,.
0.3708,15,White,.,.,.
1.2142,15,Black,Yes,12,5
1.2142,15,Black,Yes,13,4
0.4075,15,White,.,.,.
0.3162,15,Hispanic,Yes,15,1
0.2208,15,Other,.,.,.
0.4086,15,Black,.,.,.
0.7382,15,White,Yes,13,2
0.4086,15,Black,.,.,.
0.878,15,Hispanic,No,.,.
1.1318,15,Black,Yes,14,5
1.8325,15,White,Yes,14,2
0.3349,15,Hispanic,No,.,.
0.9417,15,White,Yes,15,1
0.9417,15,White,No,.,.
0.9417,15,White,No,.,.
0.4489,15,Other,No,.,.
0.6675,15,White,No,.,.
0.6675,15,White,Yes,13,6
1.1607,15,White,No,.,.
0.3349,15,Hispanic,Yes,14,1
1.49,15,White,No,.,.
1.3472,15,White,No,.,.
1.49,15,White,No,.,.
1.9897,15,White,No,.,.
1.9897,15,White,No,.,.
0.8184,15,Hispanic,Yes,14,3
0.9459,15,White,No,.,.
2.8337,15,Black,Yes,15,1
1.1794,15,Black,.,12,3
0.3543,15,Other,No,.,.
0.9643,15,Other,No,.,.
0.6025,15,White,No,.,.
1.9592,15,White,No,.,.
0.372,15,Hispanic,No,.,.
1.9714,15,White,No,.,.
1.3581,15,Hispanic,No,.,.
1.225,15,Hispanic,No,.,.
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,Yes,14,1
1.557,15,White,No,.,.
1.6468,15,White,No,.,.
1.8825,15,White,No,.,.
0.976,15,White,Yes,15,1
0.4348,15,Hispanic,Yes,14,3
0.976,15,White,No,.,.
0.4841,15,Hispanic,No,.,.
0.2748,15,Other,No,.,.
0.4841,15,Hispanic,Yes,14,2
2.6028,15,White,Yes,13,4
0.3253,15,Hispanic,No,.,.
0.4275,15,White,No,.,.
1.1474,15,White,No,.,.
0.9952,15,Hispanic,No,.,.
0.6369,15,White,No,.,.
0.6369,15,White,No,.,.
0.5511,15,Hispanic,No,.,.
0.6085,15,White,No,.,.
0.6369,15,White,No,.,.
0.6085,15,White,No,.,.
0.6085,15,White,No,.,.
1.4671,15,Hispanic,No,.,.
0.5777,15,White,No,.,.
1.6658,15,White,Yes,13,3
0.7303,15,Hispanic,No,.,.
1.3521,15,Black,Yes,14,1
0.4396,15,Hispanic,Yes,14,1
0.2706,15,Black,No,.,.
1.3981,15,White,No,.,.
0.0647,15,White,Yes,15,2
0.9562,15,Other,No,.,.
0.4037,15,Black,No,.,.
0.0381,15,Other,No,.,.
1.3896,15,White,No,.,.
2.0162,15,White,No,.,.
0.7266,15,Black,No,.,.
0.2706,15,Black,No,.,.
0.8297,15,Black,Yes,14,3
2.3215,15,Black,No,.,.
1.8246,15,White,Yes,15,1
0.2464,15,White,No,.,.
0.0951,15,Hispanic,No,.,.
1.3782,15,White,No,.,.
1.3782,15,White,Yes,15,1
0.0951,15,Hispanic,Yes,14,1
2.1133,15,White,No,.,.
2.155,15,White,No,.,.
0.0574,15,Black,No,.,.
0.0468,15,White,Yes,15,3
0.8345,15,White,No,.,.
0.7838,15,White,No,.,.
0.5586,15,White,No,.,.
2.2355,15,White,Yes,14,1
0.6189,15,White,No,.,.
0.4049,15,Hispanic,Yes,14,1
0.6189,15,White,Yes,15,2
1.261,15,Hispanic,Yes,14,2
0.6344,15,Other,No,.,.
0.5586,15,White,No,.,.
0.6937,15,Hispanic,.,.,.
3.7671,15,White,No,.,.
0.8017,15,White,.,.,.
2.2525,15,White,Yes,14,1
0.9165,15,Black,No,.,.
1.292,15,White,No,.,.
0.2173,15,Hispanic,Yes,14,2
1.2142,15,Black,Yes,13,4
1.2142,15,Black,No,.,.
0.4918,15,Black,.,.,.
0.2173,15,Hispanic,No,.,.
0.4918,15,Black,.,.,.
1.0316,15,Other,No,.,.
0.3162,15,Hispanic,No,.,.
0.3162,15,Hispanic,No,.,.
1.754,15,White,Yes,14,5
0.4494,15,White,.,.,.
0.4494,15,White,.,.,.
0.5961,15,.,.,.,.
0.3721,15,White,.,.,.
0.9792,15,Black,.,.,.
0.4086,15,Black,.,.,.
0.9792,15,Black,Yes,14,1
0.5961,15,Black,.,.,.
0.7382,15,White,No,.,.
0.7382,15,White,No,.,.
0.858,15,Other,No,.,.
0.6809,15,Black,No,.,.
2.7339,15,White,Yes,14,5
2.7339,15,White,No,.,.
0.6201,15,White,No,.,.
0.6786,15,Other,No,.,.
1.7211,15,White,Yes,14,2
0.878,15,Hispanic,No,.,.
1.4431,15,White,No,.,.
1.4431,15,White,No,.,.
1.8325,15,White,No,.,.
0.7632,15,White,No,.,.
0.9417,15,White,No,.,.
0.7632,15,White,No,.,.
0.6068,15,Other,No,.,.
0.4626,15,Other,No,.,.
0.9417,15,White,No,.,.
0.8567,15,White,No,.,.
0.8567,15,White,Yes,12,4
0.7632,15,White,No,.,.
0.8567,15,White,No,.,.
0.7632,15,White,Yes,15,1
0.6675,15,White,No,.,.
0.4091,15,Other,Yes,14,1
1.6731,15,Other,No,.,.
1.49,15,White,No,.,.
1.3472,15,White,No,.,.
1.0914,15,Hispanic,No,.,.
1.49,15,White,No,.,.
0.3349,15,Hispanic,No,.,.
1.9418,15,Hispanic,.,.,.
1.0166,15,Hispanic,No,.,.
2.1579,15,.,No,.,.
0.9459,15,White,No,.,.
2.1363,15,White,Yes,13,1
2.8337,15,Black,Yes,14,2
0.9459,15,White,No,.,.
1.8485,15,Hispanic,No,.,.
0.5887,15,Hispanic,No,.,.
0.5887,15,Hispanic,No,.,.
0.9459,15,White,No,.,.
0.8173,15,Hispanic,No,.,.
0.8173,15,Hispanic,No,.,.
0.8173,15,Hispanic,No,.,.
0.3543,15,Other,No,.,.
0.9643,15,Other,No,.,.
0.8344,15,Hispanic,No,.,.
1.1523,15,Other,No,.,.
1.9592,15,White,Yes,14,1
0.372,15,Hispanic,No,.,.
0.4299,15,White,No,.,.
0.7303,15,Hispanic,No,.,.
1.9714,15,White,No,.,.
1.1523,15,Other,No,.,.
0.2512,15,Hispanic,No,.,.
0.2512,15,Hispanic,No,.,.
0.2512,15,Hispanic,No,.,.
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,Yes,15,1
2.1843,15,Black,Yes,14,2
1.6468,15,Other,No,.,.
0.3432,15,Hispanic,No,.,.
0.976,15,White,No,.,.
0.976,15,White,No,.,.
0.4348,15,Hispanic,No,.,.
0.4348,15,Hispanic,No,.,.
0.976,15,White,No,.,.
0.976,15,White,No,.,.
1.8555,15,Black,No,.,.
0.4841,15,Hispanic,No,.,.
0.4841,15,Hispanic,No,.,.
1.9179,15,White,Yes,15,1
1.9179,15,White,No,.,.
0.3253,15,Hispanic,Yes,14,1
1.9179,15,White,Yes,14,6
1.4594,15,Hispanic,Yes,15,1
0.4275,15,White,No,.,.
0.3253,15,Hispanic,No,.,.
0.4275,15,White,No,.,.
0.3253,15,Hispanic,No,.,.
0.9952,15,Hispanic,No,.,.
1.1474,15,White,No,.,.
0.9952,15,Hispanic,Yes,15,1
0.8404,15,Hispanic,Yes,12,4
2.2707,15,White,Yes,14,5
0.8404,15,Hispanic,Yes,11,3
0.6369,15,White,No,.,.
0.6369,15,White,No,.,.
0.6369,15,White,No,.,.
0.6369,15,White,No,.,.
0.6085,15,White,Yes,15,1
0.6369,15,White,Yes,14,2
0.6085,15,White,No,.,.
0.6369,15,White,No,.,.
0.6085,15,White,No,.,.
0.6085,15,White,No,.,.
0.6085,15,White,No,.,.
0.6085,15,White,No,.,.
0.4396,15,Hispanic,No,.,.
0.9122,15,White,Yes,13,2
1.6658,15,White,No,.,.
0.7303,15,Hispanic,No,.,.
2.2525,15,White,No,.,.
1.1326,15,Hispanic,No,.,.
1.3521,15,Black,No,.,.
2.7339,15,White,No,.,.
0.6344,15,Other,Yes,15,1
2.7339,15,White,Yes,14,1
1.3521,15,Black,No,.,.
2.2089,15,White,No,.,.
1.3521,15,Black,.,.,.
1.727,15,Hispanic,No,.,.
1.7885,15,White,Yes,11,3
1.7885,15,White,Yes,14,4
0.0563,15,Hispanic,No,.,.
0.0319,15,Other,Yes,13,3
0.0563,15,Hispanic,.,.,.
0.1875,15,Hispanic,Yes,15,1
0.3398,15,Other,No,.,.
1.484,15,White,No,.,.
0.4396,15,Hispanic,No,.,.
0.4037,15,Black,Yes,13,6
0.0492,15,Hispanic,No,.,.
1.1326,15,Hispanic,No,.,.
1.2061,15,Black,No,.,.
2.0162,15,White,No,.,.
2.0162,15,White,No,.,.
2.0162,15,White,Yes,15,2
2.0162,15,White,No,.,.
0.1875,15,Hispanic,No,.,.
0.731,15,Other,No,.,.
0.8074,15,Black,No,.,.
0.8074,15,Other,Yes,15,1
0.8074,15,Black,Yes,11,6
0.2009,15,Other,No,.,.
1.7502,15,White,Yes,14,3
0.6617,15,White,.,.,.
1.3884,15,Hispanic,No,.,.
1.826,15,White,No,.,.
1.8246,15,White,Yes,15,1
1.5799,15,Hispanic,No,.,.
0.0951,15,Hispanic,No,.,.
0.0951,15,Hispanic,Yes,15,1
1.0165,15,Other,No,.,.
0.8358,15,Hispanic,Yes,14,1
0.0951,15,Hispanic,No,.,.
1.0165,15,Black,Yes,14,1
0.0951,15,Hispanic,No,.,.
0.1723,15,Hispanic,No,.,.
0.1723,15,Hispanic,No,.,.
0.1723,15,Hispanic,No,.,.
0.4833,15,Hispanic,Yes,13,4
0.0279,15,Other,Yes,13,1
0.0951,15,Hispanic,Yes,14,3
2.1133,15,White,Yes,13,4
2.1133,15,White,Yes,14,2
0.4833,15,Hispanic,Yes,14,1
0.0574,15,Other,Yes,15,1
2.155,15,White,No,.,.
0.0574,15,Black,Yes,13,5
0.0468,15,White,Yes,15,2
0.8345,15,White,Yes,15,1
0.8345,15,White,Yes,14,2
0.7876,15,White,Yes,15,1
0.7838,15,White,No,.,.
0.7838,15,White,No,.,.
0.654,15,White,Yes,14,3
1.9931,15,White,Yes,13,1
0.654,15,White,Yes,15,1
0.654,15,White,No,.,.
2.2355,15,White,No,.,.
2.2355,15,White,Yes,15,1
0.5321,15,White,Yes,15,1
2.4358,15,White,No,.,.
0.6189,15,White,No,.,.
2.2072,15,Black,No,.,.
1.277,15,Hispanic,Yes,15,1
1.3194,15,White,Yes,14,1
1.5295,15,Hispanic,No,.,.
1.4489,15,Black,No,.,.
1.6669,15,White,No,.,.
1.6669,15,White,.,.,.
1.261,15,Hispanic,No,.,.
0.2173,15,Hispanic,No,.,.
0.8585,15,White,.,.,.
0.3938,15,Other,.,.,.
5.111,15,White,Yes,13,1
0.8017,15,White,.,.,.
3.7671,15,White,Yes,14,2
3.7671,15,White,No,.,.
2.2525,15,Other,Yes,14,2
0.4475,15,Black,.,.,.
1.292,15,White,Yes,14,2
1.292,15,White,Yes,12,2
0.4407,15,Hispanic,.,.,.
0.6351,15,Hispanic,No,.,.
1.2142,15,Black,Yes,14,4
0.7921,15,Hispanic,No,.,.
1.2142,15,Black,No,.,.
2.6028,15,.,Yes,14,1
0.4075,15,White,.,.,.
0.2173,15,Hispanic,Yes,15,1
0.4918,15,Black,.,.,.
0.4918,15,Black,.,.,.
0.4918,15,Black,.,.,.
0.5858,15,White,Yes,14,3
0.4458,15,Hispanic,No,.,.
0.4458,15,Hispanic,Yes,13,4
1.0316,15,Other,No,.,.
0.5961,15,Black,.,.,.
0.3162,15,Hispanic,Yes,13,5
0.3655,15,White,Yes,15,1
0.5961,15,Black,.,.,.
1.754,15,White,No,.,.
0.4494,15,White,.,.,.
0.4494,15,White,.,.,.
0.5961,15,Black,.,.,.
0.9792,15,Black,Yes,14,2
0.4086,15,Black,.,.,.
0.5961,15,Black,.,.,.
0.5961,15,Black,.,.,.
1.5113,15,Hispanic,No,.,.
0.7382,15,White,Yes,13,4
0.858,15,Other,No,.,.
0.2173,15,Hispanic,Yes,15,1
0.858,15,Other,No,.,.
0.858,15,Other,No,.,.
0.6388,15,Hispanic,Yes,14,1
0.8126,15,Hispanic,No,.,.
0.7382,15,White,No,.,.
0.7382,15,White,No,.,.
0.858,15,Other,No,.,.
0.3721,15,White,.,.,.
0.4719,15,Hispanic,No,.,.
0.6201,15,Other,No,.,.
0.6201,15,White,No,.,.
0.7206,15,Hispanic,.,.,.
0.6809,15,Black,Yes,14,1
2.7339,15,White,No,.,.
2.7339,15,White,No,.,.
0.6809,15,Black,No,.,.
2.7339,15,White,No,.,.
1.1089,15,Other,No,.,.
0.6786,15,Other,No,.,.
1.7211,15,White,No,.,.
1.2671,15,Other,Yes,13,3
1.0307,15,White,Yes,12,3
1.1539,15,Other,Yes,14,5
1.1318,15,Black,No,.,.
1.0307,15,White,No,.,.
0.6786,15,Other,No,.,.
0.7843,15,Hispanic,.,.,.
1.7008,15,White,Yes,14,4
2.256,15,Black,No,.,.
0.7206,15,Hispanic,Yes,14,1
0.8488,15,Other,No,.,.
1.4431,15,White,No,.,.
1.0982,15,Hispanic,No,.,.
1.4431,15,.,No,.,.
1.5848,15,Black,No,.,.
1.9189,15,Other,No,.,.
0.3349,15,Hispanic,Yes,15,1
3.3799,15,Hispanic,No,.,.
1.9189,15,Other,No,.,.
0.3349,15,Hispanic,No,.,.
0.6786,15,Other,Yes,11,1
0.9417,15,White,No,.,.
0.4626,15,Other,No,.,.
0.9417,15,White,No,.,.
0.8381,15,Other,No,.,.
1.1807,15,Other,No,.,.
0.9417,15,White,No,.,.
1.1047,15,Other,No,.,.
0.7632,15,Other,No,.,.
0.3349,15,Hispanic,No,.,.
0.9417,15,White,No,.,.
0.7632,15,White,No,.,.
0.9417,15,White,No,.,.
0.3349,15,Hispanic,.,.,.
0.9417,15,White,No,.,.
0.4489,15,Other,No,.,.
0.9417,15,White,No,.,.
0.4489,15,Other,No,.,.
0.8148,15,Hispanic,No,.,.
0.7632,15,White,Yes,15,1
0.9417,15,White,No,.,.
0.9417,15,White,No,.,.
0.9417,15,White,No,.,.
0.9417,15,White,No,.,.
0.9417,15,White,No,.,.
0.8567,15,White,No,.,.
0.7632,15,White,No,.,.
0.9597,15,White,No,.,.
0.7632,15,White,No,.,.
0.8567,15,White,Yes,15,1
0.8567,15,White,No,.,.
0.6675,15,White,No,.,.
0.6675,15,White,Yes,12,6
0.5808,15,.,No,.,.
0.4301,15,Other,Yes,11,5
0.6675,15,White,No,.,.
0.6675,15,White,Yes,15,1
0.6675,15,White,No,.,.
0.3349,15,Hispanic,No,.,.
0.3349,15,Hispanic,No,.,.
0.7206,15,Hispanic,No,.,.
1.1607,15,White,Yes,15,1
0.3349,15,Hispanic,No,.,.
1.1607,15,White,No,.,.
1.49,15,White,No,.,.
1.49,15,White,Yes,15,1
1.3472,15,White,No,.,.
1.3472,15,White,Yes,15,1
1.49,15,White,No,.,.
1.1338,15,Hispanic,No,.,.
1.49,15,White,No,.,.
2.5517,15,White,No,.,.
1.0166,15,Hispanic,No,.,.
0.3349,15,Hispanic,Yes,14,3
1.7216,15,Hispanic,No,.,.
1.9897,15,White,No,.,.
1.7216,15,Hispanic,Yes,15,1
1.9897,15,White,Yes,14,3
2.6392,15,Black,No,.,.
1.0166,15,Hispanic,No,.,.
1.9897,15,White,Yes,14,1
2.1061,15,Black,Yes,15,2
2.1061,15,Black,Yes,14,3
1.0166,15,Hispanic,Yes,13,6
3.4432,15,Black,Yes,15,1
1.4953,15,.,No,.,.
0.9459,15,Other,No,.,.
0.9459,15,White,Yes,15,2
0.5887,15,Hispanic,Yes,15,1
0.6094,15,Other,Yes,14,6
0.9025,15,Black,No,.,.
2.1363,15,White,Yes,14,1
0.9459,15,Other,No,.,.
0.5887,15,Hispanic,No,.,.
0.5887,15,Hispanic,Yes,13,1
0.9459,15,White,No,.,.
0.5887,15,Hispanic,No,.,.
0.8173,15,Hispanic,Yes,15,1
0.4584,15,Hispanic,No,.,.
0.9643,15,Other,No,.,.
0.9643,15,White,No,.,.
0.9643,15,White,No,.,.
0.9643,15,White,No,.,.
0.372,15,Hispanic,No,.,.
1.4909,15,Hispanic,Yes,15,1
0.2112,15,Other,No,.,.
1.4909,15,Hispanic,No,.,.
0.372,15,Hispanic,No,.,.
0.372,15,Hispanic,No,.,.
1.5696,15,White,Yes,15,1
0.372,15,Hispanic,Yes,14,4
1.9714,15,White,Yes,14,2
1.7058,15,Hispanic,No,.,.
1.312,15,Other,Yes,14,1
2.1515,15,Black,Yes,14,2
0.9468,15,Other,Yes,15,1
0.2512,15,Hispanic,Yes,.,1
0.2512,15,Hispanic,Yes,14,2
0.2512,15,Hispanic,No,.,.
0.2512,15,Hispanic,No,.,.
0.3302,15,White,Yes,13,6
0.2512,15,Hispanic,No,.,.
0.2512,15,Hispanic,Yes,14,1
0.2512,15,Hispanic,Yes,15,1
0.2363,15,Hispanic,Yes,14,1
0.2731,15,White,No,.,.
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,Yes,15,1
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,Yes,13,4
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,Yes,14,2
0.2363,15,Hispanic,No,.,.
0.2363,15,Hispanic,Yes,13,2
1.6468,15,White,Yes,15,1
1.6468,15,White,Yes,12,6
1.6468,15,White,No,.,.
0.4348,15,Hispanic,No,.,.
0.5025,15,White,No,.,.
0.5025,15,White,Yes,15,2
0.3432,15,Hispanic,Yes,15,1
0.8358,15,Hispanic,Yes,12,1
0.3432,15,Hispanic,Yes,15,2
0.3432,15,Hispanic,No,.,.
0.3432,15,Hispanic,Yes,15,1
0.3432,15,Hispanic,Yes,15,3
0.3432,15,Hispanic,No,.,.
0.976,15,White,No,.,.
0.976,15,White,No,.,.
0.4348,15,Hispanic,No,.,.
0.4348,15,Hispanic,No,.,.
0.976,15,Other,.,.,.
0.4348,15,Hispanic,No,.,.
0.976,15,White,No,.,.
1.4249,15,Hispanic,Yes,14,1
1.5696,15,White,No,.,.
1.3581,15,Hispanic,No,.,.
0.4841,15,Hispanic,Yes,12,4
1.1732,15,White,Yes,15,2
1.5696,15,White,No,.,.
0.4841,15,Hispanic,No,.,.
0.4841,15,Hispanic,No,.,.
0.4841,15,Hispanic,Yes,13,4
0.4841,15,Hispanic,No,.,.
0.4841,15,Hispanic,No,.,.
0.7303,15,Hispanic,No,.,.
1.9179,15,White,Yes,14,1
0.4841,15,Hispanic,Yes,15,1
1.3581,15,Hispanic,No,.,.
0.5595,15,White,No,.,.
0.4841,15,Hispanic,No,.,.
1.9179,15,White,No,.,.
2.6028,15,White,Yes,14,2
2.6028,15,White,No,.,.
2.6028,15,White,No,.,.
0.3253,15,Hispanic,No,.,.
0.3253,15,Hispanic,Yes,14,1
0.4275,15,White,No,.,.
0.4275,15,White,No,.,.
0.3253,15,Hispanic,Yes,15,1
0.3253,15,Hispanic,No,.,.
1.5219,15,Black,Yes,11,3
3.0423,15,White,No,.,.
1.1474,15,White,Yes,14,1
0.9952,15,Hispanic,No,.,.
3.0423,15,Other,No,.,.
0.9952,15,Hispanic,Yes,15,1
0.9952,15,Hispanic,No,.,.
1.1474,15,White,Yes,14,1
2.2707,15,White,No,.,.
2.2707,15,White,No,.,.
0.8404,15,Hispanic,No,.,.
0.6369,15,White,No,.,.
0.5511,15,Hispanic,No,.,.
0.6369,15,White,No,.,.
0.6369,15,White,No,.,.
0.496,15,Other,No,.,.
0.6085,15,White,Yes,14,1
0.8448,15,Black,No,.,.
0.6369,15,White,Yes,14,1
0.6085,15,White,No,.,.
0.6085,15,Other,No,.,.
0.6369,15,White,No,.,.
0.6085,15,White,Yes,15,1
0.6085,15,White,No,.,.
0.6085,15,White,No,.,.
0.6085,15,White,No,.,.
0.6085,15,White,Yes,14,2
1.9279,15,White,No,.,.
1.138,15,White,No,.,.
1.138,15,White,Yes,13,4
1.4671,15,Hispanic,No,.,.
0.4396,15,Hispanic,No,.,.
0.4396,15,Hispanic,Yes,14,1
1.21,15,Black,No,.,.
0.5777,15,White,Yes,15,1
0.3139,15,Black,Yes,15,1
0.8358,15,Hispanic,.,.,.
0.5877,15,Other,No,.,.
1.8293,15,Black,Yes,11,6
0.9341,15,Black,No,.,.
1.6658,15,White,No,.,.
0.9341,15,Black,No,.,.
0.8506,15,White,Yes,14,3
2.2525,15,White,No,.,.
2.2525,15,White,.,.,.
2.2525,15,White,No,.,.
0.8952,15,Other,No,.,.
1.7363,15,Black,No,.,.
1.3521,15,Black,No,.,.
0.4396,15,Hispanic,No,.,.
0.5777,15,White,No,.,.
1.6079,15,Other,Yes,14,3
2.7339,15,White,No,.,.
0.4396,15,Hispanic,No,.,.
2.2089,15,White,No,.,.
1.3521,15,Black,Yes,14,3
0.9863,15,Other,Yes,15,2
0.643,15,Other,No,.,.
0.9863,15,Black,No,.,.
2.2695,15,White,No,.,.
2.2695,15,White,No,.,.
2.2695,15,White,No,.,.
1.727,15,Hispanic,Yes,13,5
2.2695,15,White,Yes,14,3
2.2695,15,White,No,.,.
1.7885,15,White,No,.,.
1.7885,15,Other,No,.,.
0.0563,15,Hispanic,No,.,.
1.7885,15,White,No,.,.
1.7885,15,White,No,.,.
0.0563,15,Hispanic,No,.,.
0.065,15,White,No,.,.
0.0647,15,White,Yes,15,1
0.0563,15,Hispanic,Yes,14,2
0.0563,15,Hispanic,Yes,15,1
0.0563,15,Hispanic,No,.,.
1.3981,15,White,No,.,.
1.484,15,White,No,.,.
1.3981,15,White,Yes,14,1
0.9562,15,Other,Yes,12,5
0.3043,15,White,Yes,15,1
1.3981,15,White,No,.,.
1.484,15,White,Yes,15,1
1.484,15,White,No,.,.
0.4037,15,Black,No,.,.
0.5777,15,White,Yes,15,2
0.2633,15,Hispanic,Yes,12,1
1.1326,15,Hispanic,No,.,.
0.4396,15,Hispanic,No,.,.
1.2061,15,Other,No,.,.
0.4396,15,Hispanic,No,.,.
0.0492,15,Hispanic,No,.,.
0.4396,15,Hispanic,No,.,.
0.0492,15,Hispanic,Yes,14,1
1.3896,15,White,No,.,.
2.0162,15,White,No,.,.
2.0162,15,White,Yes,14,6
1.3896,15,White,No,.,.
1.3896,15,White,No,.,.
1.2024,15,Hispanic,No,.,.
2.0162,15,White,No,.,.
1.3896,15,White,No,.,.
1.3896,15,White,No,.,.
0.3043,15,White,No,.,.
0.2633,15,Hispanic,No,.,.
0.1961,15,Other,Yes,14,5
0.2633,15,Hispanic,No,.,.
0.9458,15,Hispanic,No,.,.
0.731,15,Other,No,.,.
0.8074,15,Black,.,.,.
0.5595,15,Hispanic,No,.,.
0.0381,15,Other,Yes,15,3
0.5595,15,Hispanic,No,.,.
0.8074,15,Black,No,.,.
0.0563,15,Hispanic,No,.,.
1.1744,15,Black,Yes,15,3
0.8297,15,.,No,.,.
0.403,15,Other,Yes,14,1
0.8297,15,Black,No,.,.
0.9458,15,Hispanic,No,.,.
0.7266,15,Black,No,.,.
0.7266,15,Black,No,.,.
0.7266,15,Black,No,.,.
0.1875,15,Hispanic,Yes,15,1
0.5184,15,Black,No,.,.
0.9458,15,Hispanic,No,.,.
0.1875,15,Hispanic,No,.,.
2.3215,15,Black,Yes,14,4
1.7502,15,White,Yes,15,1
2.3215,15,Black,Yes,13,4
1.7502,15,White,Yes,15,1
0.9458,15,Hispanic,No,.,.
0.7266,15,Other,Yes,14,2
0.8297,15,Black,No,.,.
1.0165,15,Black,No,.,.
0.7663,15,White,Yes,15,1
1.3884,15,Hispanic,No,.,.
1.5799,15,Hispanic,No,.,.
1.826,15,White,No,.,.
0.7663,15,White,Yes,15,1
0.0951,15,Hispanic,.,.,.
0.0951,15,Hispanic,Yes,14,6
1.0165,15,Black,No,.,.
0.0951,15,Hispanic,No,.,.
0.0951,15,Hispanic,No,.,.
0.7663,15,White,No,.,.
0.8358,15,Hispanic,Yes,15,1
0.1723,15,Hispanic,No,.,.
0.1723,15,Hispanic,.,.,.
0.1723,15,Hispanic,Yes,13,2
0.1723,15,Hispanic,Yes,12,1
0.1412,15,Hispanic,No,.,.
0.4833,15,Hispanic,No,.,.
0.1723,15,Hispanic,No,.,.
0.1723,15,Hispanic,No,.,.
0.8952,15,Other,Yes,13,2
0.0433,15,White,No,.,.
0.0574,15,Black,.,.,.
0.0433,15,White,No,.,.
0.0951,15,Hispanic,No,.,.
0.0951,15,Hispanic,Yes,13,3
0.2744,15,Other,Yes,14,5
2.1133,15,White,No,.,.
2.1133,15,White,No,.,.
0.0574,15,Black,No,.,.
0.0433,15,White,No,.,.
0.0574,15,Black,No,.,.
2.155,15,White,Yes,15,1
0.0468,15,White,No,.,.
0.8345,15,White,Yes,14,1
0.8345,15,White,No,.,.
0.8345,15,White,Yes,15,1
0.8345,15,White,No,.,.
0.8345,15,White,No,.,.
0.8345,15,White,Yes,14,2
0.7876,15,White,No,.,.
0.7838,15,White,No,.,.
0.7409,15,Black,Yes,11,6
0.5964,15,Hispanic,Yes,15,1
0.7838,15,White,Yes,14,3
0.7838,15,White,No,.,.
0.654,15,White,No,.,.
0.654,15,White,.,.,.
0.654,15,White,No,.,.
0.654,15,White,No,.,.
0.654,15,White,No,.,.
0.3213,15,Other,Yes,11,6
1.4519,15,White,No,.,.
1.4519,15,White,No,.,.
2.2355,15,White,Yes,12,3
0.3987,15,Other,Yes,14,1
2.2355,15,White,No,.,.
0.6189,15,White,No,.,.
0.4049,15,Hispanic,No,.,.
0.5321,15,White,Yes,13,5
2.4358,15,White,No,.,.
2.4358,15,White,No,.,.
0.6189,15,White,Yes,15,1
0.313,15,Other,Yes,15,1
1.4759,15,White,No,.,.
2.2072,15,Black,Yes,15,3
1.004,15,Hispanic,No,.,.
1.004,15,Hispanic,Yes,15,1
1.004,15,Hispanic,No,.,.
0.2173,15,Hispanic,Yes,14,1
1.6669,15,.,Yes,12,6
1.9332,15,Black,Yes,14,2
0.4833,15,Hispanic,No,.,.
0.2173,15,Hispanic,Yes,13,3
1.2914,15,White,No,.,.
1.2914,15,White,No,.,.
1.4574,15,White,Yes,12,4
0.7159,15,Other,No,.,.
1.1174,15,Hispanic,No,.,.
1.2914,15,White,No,.,.
0.5586,15,White,Yes,14,1
0.5586,15,White,Yes,13,6
0.9427,15,Black,.,.,.
5.111,15,White,No,.,.
0.8585,15,White,.,.,.
1.0634,15,Black,.,.,.
3.7671,15,White,Yes,14,2
3.7671,15,White,No,.,.
3.7671,15,White,No,.,.
3.7671,15,White,No,.,.
1.0634,15,Black,.,.,.
3.7671,15,White,No,.,.
2.2525,15,White,.,.,.
2.2525,15,White,No,.,.
0.4475,15,Black,.,.,.
1.292,15,White,No,.,.
1.292,15,White,Yes,14,3
0.8346,15,White,No,.,.
1.292,15,White,No,.,.
1.292,15,White,No,.,.
0.4475,15,Black,.,.,.
0.8346,15,White,No,.,.
0.8346,15,White,Yes,15,1
0.6351,15,Hispanic,Yes,13,5
0.9154,15,.,Yes,14,4
0.5898,15,Other,.,.,.
0.4396,15,Hispanic,No,.,.
0.7921,15,Hispanic,Yes,13,6
1.2142,15,Black,No,.,.
0.4475,15,Black,.,.,.
0.7921,15,Hispanic,Yes,13,6
0.4075,15,White,.,.,.
