Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
0.4139,14,Hispanic,No,.,.
0.4139,14,Hispanic,Yes,14,1
0.4139,14,Hispanic,No,.,.
0.4139,14,Hispanic,No,.,.
0.4139,14,Hispanic,No,.,.
0.6299,14,Hispanic,No,.,.
0.4139,14,Hispanic,No,.,.
0.6299,14,Hispanic,Yes,14,3
1.1739,14,White,No,.,.
1.1902,14,Other,No,.,.
0.8659,14,Other,No,.,.
0.7795,14,Hispanic,No,.,.
0.509,14,Hispanic,No,.,.
0.7772,14,Other,No,.,.
1.9801,14,White,No,.,.
0.5398,14,Hispanic,No,.,.
0.5398,14,Hispanic,No,.,.
2.5169,14,Other,Yes,11,1
1.5914,14,Black,No,.,.
0.2418,14,Black,No,.,.
0.217,14,Other,No,.,.
0.2418,14,Other,No,.,.
1.3459,14,White,No,.,.
1.3459,14,White,No,.,.
1.3459,14,White,No,.,.
1.3459,14,White,No,.,.
1.4945,14,Black,No,.,.
1.5305,14,Hispanic,No,.,.
2.6037,14,Black,No,.,.
0.2418,14,Black,No,.,.
1.5305,14,Hispanic,No,.,.
0.2418,14,Black,Yes,11,3
1.4945,14,Hispanic,Yes,12,6
0.2475,14,Hispanic,No,.,.
0.7465,14,Other,Yes,14,1
1.4945,14,Hispanic,No,.,.
0.3779,14,Other,No,.,.
0.3728,14,Other,No,.,.
0.6607,14,White,No,.,.
0.2258,14,Other,No,.,.
0.3419,14,Hispanic,No,.,.
0.3329,14,Black,No,.,.
0.4211,14,Black,No,.,.
0.3329,14,Black,Yes,13,2
0.3728,14,White,No,.,.
0.1006,14,Other,No,.,.
0.2943,14,White,No,.,.
0.3324,14,Other,No,.,.
0.2983,14,Other,No,.,.
0.2943,14,Other,No,.,.
2.2474,14,Other,No,.,.
2.5041,14,Black,.,.,.
2.5041,14,Black,No,.,.
0.3419,14,Hispanic,Yes,14,1
0.3419,14,Hispanic,Yes,13,1
0.7042,14,Black,No,.,.
0.517,14,Black,.,.,.
0.3645,14,Black,No,.,.
0.3227,14,White,No,.,.
0.2143,14,Hispanic,Yes,13,2
0.3227,14,White,.,.,.
0.2143,14,Hispanic,.,.,.
0.3227,14,White,No,.,.
0.1103,14,Other,No,.,.
0.5025,14,Hispanic,Yes,14,1
0.3645,14,Black,No,.,.
0.3227,14,White,No,.,.
0.3645,14,Black,No,.,.
0.2143,14,Hispanic,No,.,.
0.9649,14,Hispanic,No,.,.
2.237,14,Black,Yes,.,1
1.7221,14,Hispanic,No,.,.
1.3149,14,Hispanic,No,.,.
1.9801,14,White,No,.,.
1.3149,14,Hispanic,Yes,12,4
2.237,14,.,No,.,.
1.3149,14,Hispanic,.,.,.
1.2737,14,Black,Yes,13,2
1.1274,14,White,No,.,.
1.1274,14,White,Yes,14,1
0.7487,14,Hispanic,No,.,.
1.8321,14,White,No,.,.
1.2737,14,Black,No,.,.
1.1274,14,White,No,.,.
1.2166,14,Hispanic,Yes,11,2
1.318,14,White,No,.,.
1.2166,14,Hispanic,No,.,.
1.0325,14,White,No,.,.
1.2737,14,Black,No,.,.
1.25,14,Other,No,.,.
1.8321,14,White,Yes,14,1
1.2166,14,Hispanic,No,.,.
1.2166,14,Hispanic,No,.,.
1.2166,14,Hispanic,No,.,.
1.2166,14,Hispanic,No,.,.
1.2166,14,Hispanic,.,.,.
1.2166,14,Hispanic,.,.,.
1.2166,14,Hispanic,No,.,.
1.2166,14,Hispanic,No,.,.
0.5707,14,Hispanic,No,.,.
0.3419,14,Hispanic,No,.,.
0.2648,14,Hispanic,No,.,.
0.2648,14,Hispanic,No,.,.
0.2648,14,Hispanic,No,.,.
0.2648,14,Hispanic,Yes,13,3
0.2648,14,Hispanic,No,.,.
0.2648,14,Hispanic,No,.,.
0.4043,14,Other,No,.,.
0.3988,14,White,No,.,.
0.8504,14,Hispanic,No,.,.
0.8504,14,Hispanic,No,.,.
0.8504,14,Hispanic,No,.,.
0.5774,14,Hispanic,No,.,.
0.8504,14,Hispanic,No,.,.
1.1815,14,.,No,.,.
1.1815,14,White,No,.,.
0.5774,14,Hispanic,No,.,.
0.8504,14,Hispanic,No,.,.
1.2984,14,Other,No,.,.
1.4468,14,Black,No,.,.
0.8504,14,Hispanic,Yes,12,1
0.2648,14,Hispanic,Yes,12,3
0.2648,14,Hispanic,No,.,.
0.3988,14,White,No,.,.
0.3419,14,Hispanic,.,.,.
0.5351,14,Other,No,.,.
1.8321,14,White,No,.,.
0.5774,14,Hispanic,Yes,14,3
0.8594,14,White,No,.,.
0.5774,14,Hispanic,No,.,.
0.8594,14,White,No,.,.
1.8321,14,Other,No,.,.
1.2166,14,Hispanic,No,.,.
1.2166,14,Hispanic,No,.,.
6.465,14,White,Yes,.,1
0.5707,14,Hispanic,No,.,.
2.0698,14,Black,No,.,.
1.318,14,White,Yes,14,1
1.8576,14,Other,No,.,.
1.318,14,White,No,.,.
1.489,14,Black,No,.,.
1.489,14,Other,Yes,14,1
1.0325,14,White,No,.,.
1.1274,14,White,No,.,.
1.8321,14,White,Yes,14,2
0.6261,14,Other,No,.,.
1.8321,14,White,Yes,11,2
1.1274,14,White,No,.,.
1.2166,14,Hispanic,No,.,.
1.9801,14,White,.,.,.
1.9801,14,White,.,.,.
1.9801,14,White,.,.,.
1.1274,14,White,No,.,.
1.1274,14,White,No,.,.
1.2737,14,Black,No,.,.
0.6766,14,Other,No,.,.
0.7487,14,Hispanic,No,.,.
1.3149,14,Hispanic,No,.,.
2.237,14,Black,No,.,.
2.237,14,Black,No,.,.
0.3227,14,White,No,.,.
0.3645,14,Black,No,.,.
0.3227,14,Other,No,.,.
0.3227,14,White,No,.,.
0.2143,14,Hispanic,Yes,14,1
0.2143,14,Hispanic,Yes,14,1
0.2143,14,.,.,.,.
0.2143,14,Hispanic,No,.,.
0.4139,14,Hispanic,No,.,.
0.4139,14,Hispanic,No,.,.
1.1815,14,White,No,.,.
0.7846,14,Hispanic,No,.,.
0.7846,14,Hispanic,No,.,.
1.1815,14,White,No,.,.
1.1979,14,Other,No,.,.
1.1815,14,White,No,.,.
1.1815,14,Other,Yes,13,1
0.7846,14,Hispanic,No,.,.
0.7846,14,Hispanic,.,.,.
1.1815,14,Other,No,.,.
1.1815,14,White,.,.,.
0.7846,14,Hispanic,No,.,.
1.1979,14,Other,Yes,14,1
0.5774,14,Hispanic,No,.,.
0.0613,14,Other,Yes,12,1
0.7846,14,Hispanic,Yes,13,1
1.1979,14,.,.,.,.
0.6427,14,Other,No,.,.
1.6473,14,Black,No,.,.
0.5774,14,.,Yes,13,2
3.2326,14,Black,Yes,14,2
1.9001,14,Hispanic,Yes,14,1
0.5774,14,Hispanic,Yes,14,1
1.9001,14,Hispanic,No,.,.
1.9001,14,Hispanic,No,.,.
0.3257,14,Black,.,.,.
0.3257,14,Black,No,.,.
0.1914,14,Hispanic,No,.,.
0.3257,14,Black,No,.,.
1.6473,14,Black,No,.,.
0.7465,14,Black,Yes,12,5
1.6473,14,Black,No,.,.
0.6699,14,Other,No,.,.
0.6607,14,White,No,.,.
0.7465,14,Black,Yes,14,1
1.6473,14,Black,Yes,14,1
0.1914,14,Hispanic,No,.,.
0.3257,14,Black,Yes,11,4
0.3257,14,Black,Yes,12,4
0.3257,14,Black,No,.,.
0.6607,14,White,No,.,.
0.1914,14,Hispanic,No,.,.
0.1914,14,.,No,.,.
0.1914,14,Hispanic,No,.,.
0.1914,14,Hispanic,No,.,.
0.9133,14,Hispanic,No,.,.
1.6473,14,.,Yes,13,2
0.4388,14,Hispanic,Yes,13,1
0.4388,14,Hispanic,No,.,.
0.4388,14,Hispanic,No,.,.
1.6473,14,Black,Yes,14,1
0.6607,14,White,No,.,.
0.6607,14,White,No,.,.
1.6473,14,Black,No,.,.
0.5237,14,Black,No,.,.
0.3078,14,Hispanic,Yes,13,1
0.3078,14,Hispanic,No,.,.
0.8305,14,.,No,.,.
2.2166,14,White,No,.,.
1.2681,14,Other,No,.,.
1.413,14,Other,No,.,.
1.2681,14,Other,No,.,.
0.8305,14,Hispanic,Yes,.,1
1.2507,14,Other,No,.,.
1.413,14,Black,No,.,.
0.3419,14,Hispanic,No,.,.
0.3735,14,Hispanic,No,.,.
0.9133,14,Hispanic,No,.,.
4.1412,14,Other,No,.,.
0.9133,14,Hispanic,.,.,.
0.9133,14,Hispanic,No,.,.
0.5703,14,Other,Yes,13,4
0.9133,14,Hispanic,No,.,.
0.3735,14,Hispanic,.,.,.
0.9133,14,Hispanic,No,.,.
0.9133,14,Hispanic,.,.,.
0.9133,14,Hispanic,No,.,.
0.3735,14,Hispanic,No,.,.
0.6354,14,Black,No,.,.
0.3615,14,Black,No,.,.
0.3615,14,Black,No,.,.
0.3735,14,Hispanic,No,.,.
0.3735,14,Hispanic,No,.,.
0.3615,14,Black,No,.,.
0.3615,14,Black,Yes,13,2
0.3615,14,.,No,.,.
0.3615,14,.,No,.,.
0.6354,14,Black,.,.,.
0.3735,14,Hispanic,No,.,.
0.3735,14,Hispanic,No,.,.
0.3735,14,Hispanic,No,.,.
0.3735,14,Hispanic,No,.,.
0.3615,14,Black,Yes,13,3
0.2125,14,Hispanic,No,.,.
0.1094,14,.,No,.,.
0.2125,14,Hispanic,No,.,.
1.5581,14,White,No,.,.
1.7602,14,Other,No,.,.
1.7602,14,Other,No,.,.
1.7602,14,Black,No,.,.
1.7602,14,Black,No,.,.
0.2947,14,White,No,.,.
0.3329,14,Black,No,.,.
1.5581,14,Other,No,.,.
0.3329,14,Black,No,.,.
0.7465,14,Black,.,.,.
0.6921,14,Black,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,.,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.3419,14,Hispanic,Yes,13,1
0.3329,14,Black,No,.,.
0.4068,14,Hispanic,No,.,.
0.2988,14,Other,No,.,.
0.2418,14,Black,No,.,.
0.2418,14,Black,Yes,13,1
0.5678,14,Black,Yes,12,1
0.5503,14,Hispanic,Yes,14,1
0.3329,14,Black,Yes,14,2
2.5041,14,Other,No,.,.
0.1957,14,Hispanic,No,.,.
0.4476,14,Hispanic,No,.,.
0.4476,14,Hispanic,No,.,.
0.3329,14,Black,No,.,.
0.3329,14,Black,No,.,.
0.4781,14,Hispanic,No,.,.
0.8134,14,Black,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.3329,14,Black,No,.,.
0.6127,14,Other,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.6127,14,White,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.4068,14,Hispanic,No,.,.
0.3329,14,Black,.,.,.
0.3329,14,Black,No,.,.
0.3324,14,Black,No,.,.
0.3329,14,Black,No,.,.
0.1006,14,Other,Yes,14,2
1.18,14,Hispanic,Yes,14,1
0.2943,14,White,No,.,.
0.2943,14,White,No,.,.
0.3329,14,Black,No,.,.
0.3324,14,Black,No,.,.
0.2943,14,White,No,.,.
0.3324,14,Black,No,.,.
0.2943,14,.,No,.,.
0.1957,14,Hispanic,No,.,.
0.3324,14,Black,No,.,.
1.7769,14,White,Yes,13,1
1.2762,14,White,No,.,.
0.9238,14,White,Yes,14,1
1.5593,14,Hispanic,No,.,.
1.2973,14,White,Yes,13,1
1.9726,14,White,No,.,.
3.2933,14,White,No,.,.
1.3382,14,Hispanic,No,.,.
0.3761,14,Other,No,.,.
0.5521,14,White,No,.,.
0.1493,14,Hispanic,No,.,.
0.1809,14,Hispanic,No,.,.
0.8932,14,White,No,.,.
0.9238,14,White,No,.,.
1.9801,14,White,No,.,.
1.6723,14,White,No,.,.
0.7561,14,Hispanic,No,.,.
1.763,14,White,No,.,.
1.1007,14,White,No,.,.
1.1438,14,Hispanic,No,.,.
1.6602,14,White,No,.,.
1.6386,14,White,Yes,14,1
2.0139,14,White,Yes,14,1
1.3024,14,White,No,.,.
1.19,14,White,No,.,.
1.1662,14,White,No,.,.
0.4191,14,Black,No,.,.
0.1809,14,Hispanic,No,.,.
1.2524,14,White,Yes,14,1
2.0245,14,White,Yes,14,1
0.8932,14,White,No,.,.
1.0436,14,Other,Yes,12,2
0.9834,14,Other,Yes,14,3
2.0152,14,White,No,.,.
2.0152,14,White,No,.,.
0.7069,14,Hispanic,.,.,.
0.3547,14,Hispanic,No,.,.
0.9996,14,Hispanic,Yes,13,4
1.6389,14,White,.,.,.
1.5798,14,White,Yes,14,2
1.3024,14,White,No,.,.
1.1662,14,White,No,.,.
0.1887,14,Other,No,.,.
3.0659,14,White,No,.,.
0.8559,14,.,Yes,11,3
0.7744,14,Hispanic,No,.,.
1.7563,14,White,No,.,.
0.8317,14,Hispanic,Yes,11,1
1.8321,14,White,No,.,.
1.2973,14,.,No,.,.
1.8254,14,White,No,.,.
0.6501,14,Black,No,.,.
0.9238,14,White,No,.,.
1.0436,14,Black,No,.,.
1.3984,14,Other,No,.,.
1.9801,14,White,Yes,13,6
1.1343,14,White,No,.,.
1.15,14,Other,No,.,.
1.9801,14,White,Yes,14,1
0.803,14,Other,No,.,.
0.5237,14,Black,Yes,13,2
3.2933,14,White,No,.,.
3.9871,14,Hispanic,No,.,.
1.5593,14,Hispanic,No,.,.
0.8934,14,Black,Yes,11,2
1.9307,14,White,No,.,.
1.2762,14,White,No,.,.
1.4012,14,White,No,.,.
1.4012,14,Other,No,.,.
1.3589,14,Black,No,.,.
1.5486,14,White,No,.,.
1.5486,14,White,No,.,.
1.9323,14,White,No,.,.
1.763,14,White,No,.,.
1.7875,14,Other,No,.,.
1.3446,14,White,No,.,.
1.6765,14,White,Yes,11,1
1.2832,14,Hispanic,No,.,.
1.0883,14,Hispanic,No,.,.
2.8434,14,Black,No,.,.
2.0139,14,Other,Yes,13,2
1.5798,14,White,No,.,.
2.5169,14,White,Yes,14,2
0.7744,14,Hispanic,Yes,12,1
0.3643,14,White,Yes,14,1
0.7902,14,Hispanic,Yes,13,1
3.0659,14,White,No,.,.
0.2463,14,Hispanic,Yes,12,1
2.6572,14,White,Yes,13,3
0.5684,14,Hispanic,No,.,.
1.1125,14,Hispanic,Yes,13,2
1.1125,14,Hispanic,No,.,.
0.1809,14,Hispanic,Yes,14,1
1.0773,14,White,No,.,.
0.3077,14,Black,No,.,.
0.2724,14,White,No,.,.
1.9323,14,White,Yes,13,1
3.9737,14,Other,No,.,.
1.7563,14,White,No,.,.
1.2524,14,White,No,.,.
1.2524,14,White,No,.,.
3.6804,14,Black,Yes,12,4
2.0245,14,White,No,.,.
1.3259,14,White,No,.,.
1.0803,14,White,No,.,.
1.0436,14,Black,No,.,.
0.9238,14,White,No,.,.
0.9834,14,Black,No,.,.
0.9834,14,Black,Yes,14,1
0.9834,14,Other,Yes,14,1
0.4413,14,Black,Yes,13,5
1.9801,14,White,.,.,.
2.3498,14,White,No,.,.
2.3498,14,White,No,.,.
1.9801,14,White,No,.,.
0.5237,14,Black,No,.,.
0.3078,14,Hispanic,No,.,.
3.2933,14,White,No,.,.
1.9323,14,White,No,.,.
1.2832,14,Hispanic,No,.,.
1.6723,14,White,No,.,.
1.6723,14,White,No,.,.
1.6723,14,White,No,.,.
2.2766,14,Black,No,.,.
1.3382,14,Hispanic,Yes,14,2
1.5593,14,Hispanic,No,.,.
0.8934,14,Black,No,.,.
0.8934,14,Black,No,.,.
0.5252,14,Hispanic,No,.,.
1.9307,14,White,Yes,14,1
1.4012,14,White,No,.,.
1.3589,14,Black,No,.,.
1.9917,14,Black,No,.,.
1.9917,14,Black,No,.,.
1.763,14,White,No,.,.
1.763,14,White,No,.,.
0.536,14,Hispanic,No,.,.
1.763,14,White,No,.,.
1.1007,14,White,No,.,.
1.3446,14,White,Yes,12,3
1.3446,14,White,No,.,.
0.5886,14,Other,No,.,.
1.7225,14,White,No,.,.
0.4333,14,Black,No,.,.
1.6389,14,White,No,.,.
0.6882,14,Other,No,.,.
2.0139,14,White,No,.,.
1.1662,14,White,No,.,.
1.4713,14,Other,No,.,.
1.3024,14,White,Yes,14,1
1.7847,14,Black,No,.,.
0.7744,14,Hispanic,No,.,.
1.1544,14,Other,Yes,14,1
1.19,14,White,No,.,.
0.3643,14,White,No,.,.
0.1887,14,Other,No,.,.
0.3643,14,Other,No,.,.
0.5521,14,White,Yes,14,1
0.5521,14,White,No,.,.
0.7744,14,Hispanic,No,.,.
0.7902,14,Hispanic,No,.,.
3.0659,14,White,No,.,.
0.2463,14,Hispanic,Yes,14,3
2.6572,14,White,No,.,.
0.4191,14,Black,No,.,.
0.7744,14,Hispanic,No,.,.
0.4191,14,Black,No,.,.
0.8559,14,White,No,.,.
0.5684,14,Hispanic,No,.,.
0.8559,14,White,No,.,.
0.5684,14,Hispanic,No,.,.
3.8321,14,White,No,.,.
0.8593,14,Other,Yes,11,1
0.8593,14,White,No,.,.
1.8704,14,White,No,.,.
1.1662,14,White,No,.,.
0.2031,14,Other,No,.,.
0.6421,14,Hispanic,No,.,.
1.1125,14,Hispanic,No,.,.
1.6754,14,White,No,.,.
0.2249,14,White,No,.,.
1.0773,14,White,No,.,.
0.1809,14,Hispanic,Yes,14,1
0.3077,14,Black,No,.,.
0.1809,14,Hispanic,No,.,.
0.1809,14,Hispanic,No,.,.
0.1809,14,Hispanic,No,.,.
0.1809,14,.,No,.,.
0.2724,14,.,No,.,.
0.1809,14,Hispanic,No,.,.
0.3077,14,Black,No,.,.
2.0245,14,White,Yes,13,1
0.6603,14,Other,Yes,14,2
2.6388,14,Hispanic,No,.,.
0.6002,14,Other,Yes,11,6
1.7563,14,White,No,.,.
1.9801,14,White,No,.,.
1.2524,14,White,No,.,.
1.2524,14,White,No,.,.
3.2578,14,White,No,.,.
1.2166,14,Hispanic,No,.,.
1.2973,14,White,Yes,13,3
1.2973,14,White,No,.,.
1.2973,14,White,Yes,13,2
1.2973,14,White,Yes,11,6
1.2973,14,White,Yes,12,3
1.3259,14,White,Yes,12,3
0.8805,14,Hispanic,No,.,.
1.3443,14,Other,No,.,.
1.8254,14,White,No,.,.
1.3259,14,White,No,.,.
1.8254,14,White,No,.,.
1.2205,14,Black,No,.,.
2.0245,14,White,No,.,.
1.0803,14,White,No,.,.
1.0803,14,White,No,.,.
0.9238,14,White,No,.,.
0.9238,14,White,Yes,14,1
0.9238,14,White,No,.,.
1.3792,14,White,No,.,.
0.6501,14,Black,No,.,.
1.3792,14,White,No,.,.
0.9834,14,Black,No,.,.
1.9801,14,White,No,.,.
2.0076,14,Other,No,.,.
1.1343,14,White,No,.,.
1.1343,14,White,No,.,.
1.9801,14,White,No,.,.
1.1343,14,White,No,.,.
1.9801,14,White,No,.,.
1.1343,14,White,No,.,.
0.3961,14,Other,No,.,.
1.3149,14,Hispanic,No,.,.
0.4413,14,Black,Yes,11,2
0.2594,14,Hispanic,Yes,11,4
0.4413,14,Black,Yes,14,1
2.6632,14,Black,Yes,14,1
1.9801,14,White,No,.,.
2.3498,14,White,No,.,.
0.803,14,Other,Yes,11,6
1.9801,14,White,No,.,.
2.3498,14,White,No,.,.
1.9801,14,White,No,.,.
0.3078,14,Hispanic,No,.,.
3.2933,14,White,No,.,.
3.2933,14,White,No,.,.
3.2933,14,White,No,.,.
3.2933,14,White,No,.,.
3.2933,14,White,No,.,.
0.5244,14,Hispanic,No,.,.
2.0152,14,White,No,.,.
2.0152,14,White,Yes,14,2
2.0152,14,White,No,.,.
2.0152,14,White,No,.,.
2.0152,14,White,No,.,.
0.7908,14,Other,No,.,.
1.5593,14,Hispanic,No,.,.
1.5593,14,Hispanic,No,.,.
0.8934,14,Black,Yes,13,1
0.8018,14,Other,Yes,14,1
0.8934,14,Black,No,.,.
0.8934,14,Black,Yes,13,2
1.2821,14,Hispanic,Yes,13,2
1.9307,14,White,No,.,.
1.2762,14,White,No,.,.
1.2762,14,White,No,.,.
1.2762,14,White,No,.,.
1.2762,14,White,No,.,.
0.7069,14,Hispanic,Yes,14,1
0.3547,14,Hispanic,No,.,.
1.3589,14,Black,Yes,13,1
0.3547,14,Hispanic,No,.,.
0.6034,14,Black,No,.,.
0.3547,14,Hispanic,No,.,.
0.3547,14,Hispanic,No,.,.
0.9305,14,Hispanic,Yes,13,3
0.9305,14,Hispanic,No,.,.
1.3589,14,Black,No,.,.
1.5486,14,White,No,.,.
0.6603,14,Other,Yes,13,1
1.5486,14,White,No,.,.
1.5486,14,White,No,.,.
1.5486,14,White,No,.,.
1.3589,14,Black,No,.,.
0.411,14,Other,.,.,.
1.3589,14,Black,No,.,.
1.5053,14,White,No,.,.
0.9996,14,Hispanic,No,.,.
1.2195,14,Other,Yes,13,1
1.763,14,White,No,.,.
1.763,14,White,No,.,.
0.536,14,Hispanic,.,.,.
0.4333,14,Black,No,.,.
2.66,14,White,Yes,14,1
2.697,14,Other,No,.,.
1.1007,14,White,No,.,.
1.3446,14,White,No,.,.
1.3446,14,White,No,.,.
1.2862,14,Black,Yes,13,1
1.7225,14,White,No,.,.
1.6765,14,White,No,.,.
1.6765,14,White,No,.,.
1.9726,14,White,No,.,.
1.9726,14,White,No,.,.
1.9323,14,White,No,.,.
1.9323,14,White,No,.,.
1.0883,14,Hispanic,No,.,.
2.5169,14,White,No,.,.
1.6617,14,Other,Yes,14,1
1.6833,14,Other,No,.,.
1.6389,14,Other,No,.,.
1.6386,14,White,No,.,.
2.0139,14,White,No,.,.
2.0139,14,White,No,.,.
2.0139,14,White,No,.,.
2.0139,14,White,No,.,.
1.1662,14,White,No,.,.
1.3024,14,White,No,.,.
0.5398,14,Other,No,.,.
1.3024,14,White,No,.,.
1.3024,14,White,No,.,.
1.1662,14,White,No,.,.
1.3024,14,White,Yes,13,2
1.1662,14,White,No,.,.
0.5521,14,White,No,.,.
0.7744,14,Hispanic,Yes,13,2
0.5521,14,White,Yes,14,1
0.5521,14,Other,No,.,.
0.1887,14,Other,No,.,.
1.19,14,White,No,.,.
0.7902,14,Hispanic,No,.,.
3.0659,14,White,No,.,.
3.0659,14,White,No,.,.
3.0659,14,White,Yes,13,2
0.3985,14,Other,No,.,.
2.6572,14,White,Yes,14,1
2.6572,14,White,Yes,13,2
0.4191,14,Black,Yes,14,2
2.6572,14,White,No,.,.
0.2463,14,Hispanic,Yes,13,1
0.2463,14,Hispanic,No,.,.
1.1662,14,White,No,.,.
3.8321,14,White,No,.,.
0.8559,14,White,No,.,.
0.8559,14,White,No,.,.
0.8678,14,Other,No,.,.
