Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
0.7043,15,Black,No,.,.
0.6824,15,Hispanic,.,.,.
0.772,15,Hispanic,No,.,.
0.9841,15,Black,No,.,.
1.0481,15,Other,No,.,.
0.9535,15,Hispanic,No,.,.
0.8333,15,Hispanic,No,.,.
0.8333,15,Hispanic,No,.,.
0.8333,15,Hispanic,Yes,12,4
0.8138,15,Black,No,.,.
0.8333,15,Hispanic,No,.,.
0.8333,15,Hispanic,No,.,.
0.8811,15,White,No,.,.
0.4929,15,Black,Yes,13,1
0.4929,15,Black,Yes,11,4
0.4776,15,Hispanic,Yes,14,2
0.4214,15,Hispanic,No,.,.
0.5275,15,Other,Yes,11,2
0.4776,15,Hispanic,No,.,.
0.4929,15,Black,Yes,14,2
0.5905,15,Other,No,.,.
0.4776,15,Hispanic,.,.,.
0.4776,15,Hispanic,No,.,.
0.4929,15,Black,No,.,.
0.4214,15,Hispanic,Yes,13,5
0.4115,15,Black,No,.,.
0.4456,15,White,No,.,.
0.3948,15,Hispanic,No,.,.
3.1371,15,Hispanic,No,.,.
3.4482,15,White,Yes,11,2
3.1371,15,Hispanic,No,.,.
2.1467,15,Black,Yes,13,3
2.1467,15,Black,Yes,14,2
2.1983,15,Hispanic,No,.,.
2.1983,15,Hispanic,No,.,.
2.1467,15,Black,No,.,.
1.85,15,White,Yes,14,1
1.7087,15,Black,No,.,.
1.3148,15,Black,Yes,13,1
1.4003,15,White,Yes,15,1
1.4003,15,White,No,.,.
1.3148,15,Black,Yes,13,5
1.274,15,Hispanic,Yes,11,6
0.6675,15,Hispanic,No,.,.
0.6675,15,.,No,.,.
0.6675,15,Hispanic,No,.,.
0.6675,15,Hispanic,Yes,14,6
2.1983,15,Hispanic,No,.,.
0.4568,15,Hispanic,No,.,.
0.4568,15,Hispanic,No,.,.
0.4568,15,Hispanic,No,.,.
3.1371,15,Hispanic,No,.,.
3.1371,15,Hispanic,No,.,.
0.4568,15,Hispanic,Yes,15,1
0.8228,15,White,Yes,15,2
0.2068,15,Black,No,.,.
0.2118,15,Hispanic,Yes,15,1
0.2118,15,Hispanic,No,.,.
0.5223,15,Hispanic,Yes,15,1
0.4776,15,Hispanic,No,.,.
0.4776,15,Hispanic,No,.,.
0.2118,15,Hispanic,No,.,.
0.2118,15,Hispanic,No,.,.
0.2118,15,Hispanic,Yes,14,1
0.5742,15,White,Yes,15,2
0.224,15,White,No,.,.
0.4214,15,Hispanic,No,.,.
0.4115,15,Black,No,.,.
0.4929,15,Black,Yes,12,5
0.4776,15,Hispanic,No,.,.
0.5223,15,Hispanic,Yes,14,1
0.2068,15,Black,No,.,.
0.5391,15,Black,Yes,15,4
1.7038,15,Hispanic,No,.,.
1.8014,15,White,No,.,.
1.7038,15,Hispanic,No,.,.
1.8014,15,White,No,.,.
0.8333,15,Hispanic,No,.,.
0.8333,15,Hispanic,No,.,.
0.8555,15,White,No,.,.
0.8555,15,White,No,.,.
0.9625,15,Other,Yes,14,1
0.7783,15,Hispanic,No,.,.
0.9841,15,Black,No,.,.
0.7783,15,Hispanic,No,.,.
0.7013,15,Black,Yes,15,1
0.7013,15,Black,No,.,.
0.4991,15,Other,Yes,14,1
0.1912,15,Other,Yes,14,3
0.7013,15,Black,No,.,.
0.7013,15,Black,Yes,12,2
0.4991,15,Black,Yes,13,3
0.4991,15,Black,Yes,14,1
0.4991,15,Black,Yes,12,6
0.4836,15,Hispanic,No,.,.
0.4836,15,Hispanic,Yes,13,6
0.6824,15,Hispanic,No,.,.
0.9147,15,Black,Yes,14,1
0.4285,15,Black,Yes,11,6
0.9904,15,White,No,.,.
0.9147,15,Black,No,.,.
0.9147,15,Black,No,.,.
0.9147,15,Black,No,.,.
0.9904,15,White,No,.,.
0.9904,15,White,No,.,.
2.6846,15,Black,Yes,14,2
2.8591,15,White,No,.,.
1.4126,15,Black,No,.,.
2.0369,15,Other,No,.,.
0.5021,15,White,No,.,.
0.5021,15,White,Yes,14,1
0.5649,15,Other,No,.,.
0.6675,15,Hispanic,Yes,13,1
0.7058,15,White,Yes,14,6
0.7058,15,White,No,.,.
0.6519,15,Black,Yes,15,1
0.5167,15,White,.,.,.
2.2228,15,Other,No,.,.
2.2228,15,Other,Yes,14,5
0.5167,15,White,.,.,.
0.6824,15,Hispanic,Yes,13,6
0.4389,15,Hispanic,.,.,.
0.6696,15,Hispanic,.,.,.
0.6539,15,.,.,.,.
0.6696,15,Hispanic,.,.,.
0.708,15,White,.,.,.
0.7043,15,Black,.,.,.
1.7281,15,White,No,.,.
0.2154,15,Black,No,.,.
0.2154,15,Black,No,.,.
0.2154,15,Black,No,.,.
0.1815,15,Black,No,.,.
0.1815,15,Black,No,.,.
0.1815,15,Black,No,.,.
2.0419,15,Hispanic,Yes,13,5
7.8431,15,White,Yes,11,2
0.4032,15,Black,No,.,.
0.4032,15,Black,Yes,13,3
0.4032,15,Other,No,.,.
0.4038,15,Hispanic,No,.,.
0.4168,15,Black,No,.,.
0.4032,15,Black,No,.,.
0.4032,15,Black,No,.,.
0.5435,15,Other,No,.,.
0.6503,15,Other,No,.,.
0.4168,15,Black,No,.,.
0.4168,15,Black,Yes,14,1
0.4168,15,Black,Yes,15,1
0.4168,15,Black,Yes,11,1
0.4168,15,Black,Yes,14,1
0.4032,15,Black,No,.,.
0.4032,15,Black,No,.,.
0.4129,15,Hispanic,Yes,12,2
0.4032,15,Black,No,.,.
0.4032,15,Black,Yes,15,2
0.4032,15,Black,Yes,15,1
0.4032,15,Black,No,.,.
0.4032,15,Black,No,.,.
0.4032,15,Black,Yes,14,3
1.3975,15,White,Yes,13,3
1.3975,15,White,Yes,14,6
0.4439,15,Other,Yes,15,4
0.4168,15,Black,No,.,.
0.4168,15,Black,Yes,15,1
2.6781,15,Black,Yes,11,3
2.6781,15,Black,No,.,.
1.3264,15,Hispanic,Yes,13,6
1.4024,15,White,No,.,.
1.4024,15,White,No,.,.
1.4024,15,White,Yes,11,6
1.4024,15,White,No,.,.
1.4024,15,White,No,.,.
1.4373,15,White,Yes,12,3
1.4373,15,White,Yes,15,2
0.406,15,Other,Yes,14,2
1.4373,15,White,No,.,.
0.5256,15,Hispanic,No,.,.
0.5557,15,White,Yes,13,2
0.5557,15,White,Yes,14,1
1.7394,15,White,No,.,.
1.7394,15,White,Yes,15,4
0.5256,15,Hispanic,No,.,.
0.423,15,Hispanic,No,.,.
0.405,15,Hispanic,No,.,.
0.405,15,Other,No,.,.
0.636,15,White,No,.,.
0.405,15,Hispanic,No,.,.
0.405,15,Hispanic,No,.,.
0.423,15,Hispanic,No,.,.
0.9129,15,Hispanic,No,.,.
0.636,15,White,No,.,.
0.5256,15,Hispanic,No,.,.
0.9129,15,Hispanic,No,.,.
0.7501,15,White,No,.,.
0.636,15,White,Yes,14,2
0.5132,15,Black,No,.,.
0.423,15,Hispanic,Yes,14,2
0.5843,15,Hispanic,No,.,.
1.1289,15,Other,No,.,.
0.7043,15,Black,Yes,13,1
0.636,15,White,No,.,.
0.5256,15,Hispanic,No,.,.
0.5557,15,.,Yes,14,2
0.405,15,Hispanic,No,.,.
0.8438,15,Other,No,.,.
0.405,15,Hispanic,No,.,.
0.5843,15,Hispanic,Yes,13,2
0.9129,15,Hispanic,No,.,.
0.9129,15,Hispanic,No,.,.
1.3476,15,Black,.,.,.
1.3476,15,Black,No,.,.
1.3476,15,Black,No,.,.
0.423,15,Hispanic,No,.,.
0.9129,15,Hispanic,No,.,.
1.459,15,White,No,.,.
1.459,15,White,No,.,.
1.3476,15,Black,No,.,.
1.3476,15,Black,No,.,.
1.459,15,White,No,.,.
0.6933,15,White,No,.,.
0.5843,15,Hispanic,No,.,.
0.3753,15,Other,No,.,.
0.5843,15,Hispanic,No,.,.
1.1196,15,Other,No,.,.
0.423,15,Hispanic,Yes,15,2
0.9751,15,Black,Yes,12,4
1.0385,15,White,Yes,14,3
0.9751,15,Black,Yes,15,1
0.9448,15,Hispanic,No,.,.
1.0034,15,White,No,.,.
0.423,15,Hispanic,No,.,.
1.0385,15,White,No,.,.
1.7087,15,Black,Yes,14,1
1.85,15,White,No,.,.
1.85,15,White,Yes,14,4
1.85,15,White,No,.,.
1.85,15,White,No,.,.
1.85,15,White,No,.,.
1.85,15,White,No,.,.
1.85,15,White,No,.,.
1.85,15,White,No,.,.
1.85,15,White,Yes,13,3
1.85,15,White,No,.,.
1.85,15,White,Yes,13,3
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
1.2953,15,White,.,.,.
0.9702,15,Black,Yes,11,1
2.8685,15,White,.,.,.
1.0333,15,White,No,.,.
2.8685,15,White,.,.,.
1.0333,15,White,No,.,.
1.0333,15,White,Yes,14,1
1.0333,15,White,.,.,.
1.0333,15,White,No,.,.
0.3993,15,Other,No,.,.
0.2036,15,Hispanic,No,.,.
1.3274,15,Black,No,.,.
1.3274,15,Black,No,.,.
0.2036,15,Hispanic,No,.,.
1.3274,15,Black,.,.,.
2.744,15,Hispanic,.,.,.
1.9759,15,White,No,.,.
3.0161,15,White,.,.,.
0.2036,15,Hispanic,No,.,.
1.9759,15,White,No,.,.
1.5308,15,White,.,.,.
1.5308,15,White,.,.,.
1.5308,15,White,.,.,.
1.9759,15,White,No,.,.
1.5308,15,White,.,.,.
1.5308,15,White,.,.,.
0.2153,15,White,No,.,.
1.5308,15,White,.,.,.
1.5308,15,White,.,.,.
1.9759,15,White,No,.,.
0.2036,15,Hispanic,No,.,.
1.7976,15,Hispanic,No,.,.
1.5308,15,White,.,.,.
1.5308,15,White,.,.,.
1.5308,15,White,.,.,.
2.4906,15,White,.,.,.
2.4906,15,White,.,.,.
2.4906,15,White,.,.,.
2.4906,15,White,.,.,.
2.2658,15,Hispanic,.,.,.
1.9759,15,White,No,.,.
2.4906,15,White,.,.,.
0.423,15,Hispanic,No,.,.
1.6792,15,Black,Yes,15,1
0.423,15,Hispanic,No,.,.
0.423,15,Hispanic,No,.,.
1.818,15,White,Yes,14,1
1.818,15,White,No,.,.
1.6792,15,Black,Yes,13,3
0.423,15,Hispanic,Yes,11,2
1.7976,15,Hispanic,No,.,.
0.423,15,Hispanic,Yes,15,1
1.0262,15,Other,Yes,15,1
0.423,15,Hispanic,Yes,14,3
1.0262,15,Other,No,.,.
4.8253,15,Other,No,.,.
0.423,15,Hispanic,No,.,.
2.6274,15,Other,No,.,.
1.7976,15,Hispanic,No,.,.
0.423,15,Hispanic,Yes,15,1
1.18,15,Hispanic,No,.,.
2.2193,15,White,Yes,14,2
1.18,15,Hispanic,No,.,.
0.423,15,Hispanic,No,.,.
2.6274,15,Other,No,.,.
1.7976,15,Hispanic,Yes,13,5
0.423,15,Hispanic,Yes,14,2
1.18,15,Hispanic,No,.,.
1.18,15,Hispanic,No,.,.
0.5203,15,Hispanic,Yes,15,2
1.18,15,Hispanic,No,.,.
1.18,15,Hispanic,No,.,.
1.1523,15,Black,No,.,.
0.6294,15,Black,No,.,.
0.5203,15,Hispanic,Yes,15,2
0.5203,15,Hispanic,Yes,13,1
0.6294,15,Black,No,.,.
0.1893,15,Other,No,.,.
0.6099,15,Hispanic,Yes,13,2
0.5203,15,Hispanic,Yes,15,1
0.6294,15,Black,No,.,.
0.6294,15,Black,No,.,.
0.423,15,Hispanic,No,.,.
0.6294,15,Black,Yes,15,1
0.8003,15,Hispanic,Yes,15,1
0.7815,15,Black,No,.,.
0.523,15,Other,No,.,.
0.5203,15,Hispanic,Yes,15,3
0.7815,15,Black,No,.,.
0.5203,15,Hispanic,Yes,15,2
0.423,15,Hispanic,Yes,15,1
1.199,15,Hispanic,Yes,.,1
1.199,15,Hispanic,Yes,.,1
1.199,15,Hispanic,Yes,13,1
1.199,15,Hispanic,Yes,.,1
1.1119,15,Other,No,.,.
0.928,15,Black,No,.,.
1.1119,15,Other,No,.,.
0.8992,15,Hispanic,No,.,.
0.8992,15,.,No,.,.
1.1119,15,Other,No,.,.
0.928,15,Black,No,.,.
0.8992,15,Hispanic,No,.,.
0.851,15,Hispanic,No,.,.
1.0652,15,Other,No,.,.
0.851,15,Hispanic,No,.,.
0.851,15,Hispanic,No,.,.
1.0652,15,Other,No,.,.
0.831,15,Black,No,.,.
1.0652,15,Other,No,.,.
0.4907,15,Hispanic,No,.,.
0.4907,15,Hispanic,Yes,14,1
0.6068,15,Other,No,.,.
0.4907,15,Hispanic,No,.,.
0.7126,15,Hispanic,No,.,.
0.222,15,Hispanic,No,.,.
0.244,15,White,No,.,.
2.4791,15,White,Yes,12,3
0.244,15,White,Yes,15,2
2.2554,15,Hispanic,No,.,.
2.2554,15,Hispanic,Yes,14,1
1.2332,15,White,No,.,.
0.244,15,White,No,.,.
1.2332,15,White,No,.,.
1.3873,15,Other,No,.,.
1.2332,15,White,No,.,.
1.3873,15,Other,.,.,.
0.222,15,Hispanic,Yes,15,1
1.3873,15,Other,No,.,.
1.2332,15,White,No,.,.
1.3873,15,Other,No,.,.
0.222,15,Hispanic,No,.,.
1.3873,15,Other,Yes,14,1
1.3873,15,Other,No,.,.
1.3873,15,Other,No,.,.
0.222,15,Hispanic,Yes,15,1
1.3873,15,Other,No,.,.
1.2332,15,White,No,.,.
1.2332,15,White,No,.,.
2.0321,15,White,No,.,.
0.222,15,Hispanic,Yes,15,1
1.922,15,Hispanic,No,.,.
0.7126,15,Hispanic,No,.,.
0.244,15,White,No,.,.
2.014,15,Hispanic,No,.,.
2.014,15,Hispanic,Yes,14,2
0.222,15,Hispanic,No,.,.
2.1294,15,White,Yes,12,3
0.5361,15,Other,No,.,.
2.1294,15,White,No,.,.
2.014,15,Hispanic,No,.,.
2.1983,15,Hispanic,No,.,.
2.1467,15,Black,No,.,.
2.3242,15,White,No,.,.
0.7126,15,Hispanic,No,.,.
0.634,15,Black,No,.,.
0.6143,15,Hispanic,No,.,.
1.6426,15,Black,Yes,12,6
1.6426,15,Black,Yes,13,2
1.6821,15,Hispanic,No,.,.
1.6426,15,Black,No,.,.
1.6821,15,Hispanic,Yes,14,3
0.3252,15,Other,Yes,11,1
1.5292,15,Other,No,.,.
1.193,15,Black,Yes,14,1
0.5151,15,Hispanic,Yes,15,1
0.5316,15,Black,Yes,14,1
1.5811,15,White,Yes,14,3
0.7126,15,Hispanic,No,.,.
0.2036,15,Hispanic,Yes,14,3
1.4603,15,Black,No,.,.
0.2036,15,Hispanic,Yes,14,3
0.2153,15,Other,No,.,.
0.2036,15,Hispanic,No,.,.
1.2685,15,Hispanic,No,.,.
1.2685,15,Hispanic,No,.,.
1.2387,15,Black,No,.,.
1.2685,15,Hispanic,No,.,.
1.2387,15,Black,No,.,.
1.193,15,Black,Yes,15,1
1.2217,15,Hispanic,Yes,15,1
1.2685,15,Hispanic,No,.,.
0.5827,15,Black,.,.,.
1.2516,15,Other,.,.,.
0.5646,15,Hispanic,.,.,.
0.6206,15,White,.,.,.
0.5827,15,Black,.,.,.
1.371,15,Black,Yes,13,3
0.2153,15,Other,No,.,.
0.9999,15,Hispanic,.,.,.
1.2516,15,Other,.,.,.
0.9764,15,Black,.,.,.
0.9999,15,Hispanic,.,.,.
0.9999,15,Hispanic,.,.,.
0.2036,15,Hispanic,No,.,.
0.6982,15,Other,.,.,.
0.5827,15,Black,.,.,.
0.5646,15,Hispanic,.,.,.
0.5646,15,.,.,.,.
0.2036,15,Hispanic,No,.,.
0.5827,15,Black,.,.,.
4.0758,15,White,No,.,.
1.0572,15,Other,.,.,.
0.9999,15,Hispanic,.,.,.
0.5827,15,.,.,.,.
0.2153,15,White,No,.,.
4.0758,15,White,No,.,.
0.5843,15,Hispanic,No,.,.
3.2517,15,White,No,.,.
0.4907,15,Hispanic,Yes,13,1
3.2517,15,White,No,.,.
0.2153,15,White,No,.,.
0.6068,15,Other,Yes,14,3
0.4907,15,Hispanic,No,.,.
0.5827,15,Black,.,.,.
0.5827,15,Black,.,.,.
0.5646,15,Hispanic,.,.,.
0.4907,15,Hispanic,Yes,14,1
0.5827,15,Black,.,.,.
0.5646,15,Hispanic,.,.,.
0.7126,15,Hispanic,No,.,.
0.5065,15,Black,Yes,15,1
3.2517,15,White,No,.,.
0.6206,15,White,.,.,.
3.2517,15,White,No,.,.
0.6206,15,White,.,.,.
1.3412,15,White,Yes,14,1
0.6982,15,Other,.,.,.
0.4757,15,Black,Yes,13,3
0.4907,15,Hispanic,Yes,13,6
0.1,15,Black,Yes,14,2
0.4757,15,Black,Yes,12,2
0.1,15,Black,Yes,12,3
0.1,15,Black,Yes,13,6
0.1,15,Black,No,.,.
0.1,15,Black,.,.,.
0.1,15,Black,Yes,13,6
1.554,15,White,No,.,.
0.3363,15,Hispanic,Yes,13,2
0.7126,15,Hispanic,No,.,.
1.554,15,White,No,.,.
0.3313,15,White,No,.,.
0.3111,15,Black,Yes,14,3
0.3313,15,White,Yes,14,1
0.3313,15,White,Yes,12,4
0.4757,15,Black,No,.,.
2.4114,15,Other,No,.,.
2.4114,15,Other,No,.,.
0.7126,15,Hispanic,No,.,.
1.2387,15,Black,No,.,.
1.2685,15,Hispanic,Yes,14,2
1.0128,15,Other,No,.,.
1.1394,15,Other,No,.,.
1.0128,15,White,No,.,.
1.0128,15,White,Yes,14,1
1.0128,15,White,No,.,.
1.1394,15,Other,No,.,.
1.0128,15,White,No,.,.
1.0128,15,White,No,.,.
1.0128,15,White,No,.,.
1.0128,15,White,No,.,.
1.8799,15,Black,Yes,15,1
0.5125,15,Other,Yes,13,3
1.8799,15,Black,Yes,15,1
1.8799,15,Black,Yes,13,2
0.8598,15,Black,Yes,14,3
0.7126,15,Hispanic,No,.,.
0.5843,15,Hispanic,Yes,14,1
0.8598,15,Black,Yes,13,5
0.8598,15,Black,Yes,12,4
0.8598,15,Black,Yes,13,5
0.8598,15,Black,No,.,.
0.8598,15,Black,.,.,.
0.5843,15,Hispanic,No,.,.
2.675,15,Black,No,.,.
2.8962,15,White,.,.,.
2.675,15,Black,No,.,.
0.222,15,.,Yes,15,1
1.148,15,White,No,.,.
1.148,15,White,Yes,14,1
1.148,15,White,Yes,15,1
0.222,15,Hispanic,No,.,.
0.8624,15,White,No,.,.
0.8624,15,White,Yes,13,1
0.7126,15,Hispanic,Yes,13,2
0.8624,15,White,Yes,15,1
0.222,15,Hispanic,Yes,15,1
0.8624,15,White,Yes,14,2
1.0917,15,White,Yes,11,5
0.8624,15,Other,Yes,13,1
1.0083,15,Black,No,.,.
0.8624,15,White,No,.,.
0.244,15,White,No,.,.
0.8624,15,White,No,.,.
0.8624,15,White,No,.,.
0.8624,15,White,Yes,11,2
0.8624,15,White,No,.,.
0.8624,15,White,No,.,.
0.222,15,Hispanic,No,.,.
0.8624,15,White,Yes,12,6
0.8624,15,White,No,.,.
0.8624,15,White,No,.,.
2.0597,15,White,No,.,.
0.222,15,Hispanic,No,.,.
2.0597,15,White,No,.,.
2.0597,15,White,No,.,.
2.0597,15,White,No,.,.
0.8318,15,White,No,.,.
0.781,15,Black,Yes,13,3
0.8318,15,White,No,.,.
1.9623,15,White,Yes,12,3
0.4466,15,Hispanic,No,.,.
1.9623,15,White,No,.,.
0.4466,15,Hispanic,No,.,.
1.9623,15,Other,Yes,15,1
1.8124,15,.,No,.,.
0.1189,15,Other,.,.,.
1.9623,15,White,Yes,15,1
0.9925,15,White,No,.,.
0.9925,15,White,Yes,14,1
0.4466,15,Hispanic,No,.,.
0.9925,15,White,No,.,.
0.9925,15,White,No,.,.
0.9925,15,White,No,.,.
0.4466,15,Hispanic,Yes,15,1
0.9925,15,White,Yes,15,1
0.9925,15,White,.,.,.
0.9925,15,White,No,.,.
0.9925,15,White,Yes,13,3
0.9925,15,White,Yes,15,1
0.4721,15,White,No,.,.
0.375,15,Black,No,.,.
0.3634,15,Hispanic,No,.,.
0.3994,15,White,No,.,.
0.3994,15,White,No,.,.
0.375,15,Black,No,.,.
0.375,15,Black,No,.,.
0.3634,15,Hispanic,No,.,.
2.5709,15,White,Yes,14,3
2.5709,15,White,Yes,14,3
0.3994,15,White,No,.,.
2.5709,15,White,Yes,15,1
0.3994,15,White,No,.,.
2.5709,15,White,No,.,.
0.375,15,Black,Yes,15,1
0.3994,15,White,No,.,.
0.4478,15,Other,No,.,.
1.7784,15,White,No,.,.
0.3994,15,White,No,.,.
1.8244,15,White,No,.,.
0.3634,15,Hispanic,No,.,.
1.8244,15,White,No,.,.
1.7784,15,White,No,.,.
0.4707,15,Other,No,.,.
1.8244,15,White,No,.,.
1.6851,15,Black,Yes,14,3
1.8244,15,White,Yes,14,4
2.1055,15,Other,No,.,.
1.8244,15,White,Yes,14,1
1.6426,15,Black,No,.,.
1.7784,15,White,No,.,.
1.6821,15,Hispanic,No,.,.
0.4184,15,White,No,.,.
1.8244,15,White,No,.,.
1.8244,15,White,No,.,.
1.8244,15,.,No,.,.
0.3929,15,Black,No,.,.
1.835,15,White,Yes,15,4
1.835,15,White,No,.,.
1.835,15,White,No,.,.
0.3929,15,Black,Yes,11,1
0.4184,15,White,No,.,.
0.4184,15,White,No,.,.
0.4184,15,White,No,.,.
0.4184,15,White,Yes,15,2
0.8043,15,White,No,.,.
1.9651,15,White,No,.,.
0.8019,15,White,No,.,.
1.6808,15,White,No,.,.
0.5312,15,Black,No,.,.
0.2341,15,Hispanic,No,.,.
0.384,15,White,Yes,15,1
1.8799,15,Black,Yes,14,2
3.0492,15,Hispanic,Yes,14,1
1.2516,15,White,No,.,.
0.1733,15,Hispanic,No,.,.
0.0971,15,Hispanic,Yes,15,2
0.2622,15,Hispanic,No,.,.
0.9214,15,Black,Yes,13,6
0.1522,15,Hispanic,Yes,14,1
0.2389,15,Black,No,.,.
4.0758,15,White,No,.,.
0.6288,15,White,No,.,.
3.0492,15,Hispanic,No,.,.
0.6905,15,Hispanic,Yes,14,2
0.9327,15,White,No,.,.
1.8915,15,White,Yes,13,6
0.8316,15,Black,Yes,13,3
0.3716,15,Hispanic,No,.,.
0.8779,15,Hispanic,.,.,.
1.2794,15,White,Yes,15,1
1.699,15,Black,No,.,.
0.5883,15,Black,No,.,.
0.4043,15,White,No,.,.
0.2341,15,.,Yes,15,1
0.1871,15,Hispanic,No,.,.
0.2772,15,White,Yes,13,2
2.2193,15,White,No,.,.
0.3813,15,Hispanic,No,.,.
0.9214,15,Black,No,.,.
1.9651,15,White,Yes,14,3
0.1331,15,Black,No,.,.
0.2389,15,Black,No,.,.
4.0758,15,White,No,.,.
0.8019,15,White,Yes,14,2
2.0514,15,Hispanic,Yes,15,1
0.4031,15,White,Yes,14,4
0.4682,15,Other,No,.,.
0.2204,15,White,No,.,.
3.4366,15,White,Yes,14,1
2.5194,15,Other,No,.,.
2.4137,15,Hispanic,Yes,14,1
1.4875,15,White,No,.,.
1.148,15,White,No,.,.
1.1403,15,White,Yes,15,2
0.3716,15,Hispanic,No,.,.
1.0436,15,Black,Yes,12,6
0.2383,15,Black,No,.,.
1.52,15,Hispanic,No,.,.
1.5206,15,White,No,.,.
0.5312,15,Black,Yes,14,1
1.1111,15,Hispanic,No,.,.
0.9845,15,Other,No,.,.
1.5152,15,White,No,.,.
0.6936,15,White,No,.,.
0.3203,15,White,No,.,.
0.305,15,Hispanic,No,.,.
0.3203,15,White,No,.,.
0.2473,15,Hispanic,Yes,15,1
0.305,15,Hispanic,Yes,11,6
0.1871,15,Hispanic,No,.,.
0.2341,15,Hispanic,No,.,.
0.071,15,Hispanic,Yes,15,1
0.7987,15,Other,No,.,.
1.2685,15,Hispanic,No,.,.
0.1522,15,Hispanic,Yes,15,1
1.8763,15,White,No,.,.
0.386,15,Hispanic,Yes,13,1
0.3813,15,Hispanic,Yes,13,2
0.1331,15,Black,No,.,.
4.0758,15,White,No,.,.
0.3111,15,Black,.,.,.
0.259,15,Hispanic,No,.,.
0.1749,15,Hispanic,Yes,15,2
2.7942,15,Hispanic,Yes,14,2
0.259,15,Hispanic,Yes,14,3
2.1715,15,White,No,.,.
0.7584,15,Hispanic,Yes,13,2
0.569,15,Other,.,.,.
1.0492,15,White,Yes,15,1
2.5194,15,Other,No,.,.
0.9868,15,White,Yes,11,6
1.5784,15,White,Yes,15,1
1.4875,15,White,No,.,.
0.6288,15,White,.,.,.
2.8962,15,White,Yes,11,2
1.8915,15,White,No,.,.
0.8689,15,White,No,.,.
0.8718,15,White,Yes,15,1
0.8316,15,Black,Yes,12,3
1.4377,15,White,No,.,.
0.8316,15,Black,Yes,13,2
1.1655,15,White,Yes,12,4
2.0369,15,White,No,.,.
1.6897,15,White,No,.,.
1.0687,15,Hispanic,Yes,15,1
0.8043,15,White,Yes,14,2
1.147,15,.,Yes,15,4
1.1607,15,Black,No,.,.
0.3813,15,Hispanic,No,.,.
1.4199,15,White,No,.,.
2.1761,15,White,No,.,.
2.8685,15,White,No,.,.
0.6289,15,Hispanic,Yes,15,1
0.5658,15,White,No,.,.
0.5147,15,Hispanic,No,.,.
0.665,15,White,No,.,.
1.085,15,Black,No,.,.
1.3784,15,White,No,.,.
3.0161,15,White,No,.,.
1.5033,15,White,Yes,15,1
0.6362,15,Black,No,.,.
0.4424,15,Other,Yes,15,1
4.8087,15,White,No,.,.
0.3813,15,Hispanic,Yes,14,2
0.0971,15,Hispanic,Yes,14,2
0.2747,15,Hispanic,No,.,.
0.2747,15,.,No,.,.
2.5024,15,White,No,.,.
0.7987,15,Other,No,.,.
0.7131,15,Other,No,.,.
0.0971,15,Hispanic,Yes,13,5
0.0452,15,Other,Yes,13,4
0.2772,15,White,Yes,14,2
1.3046,15,Black,No,.,.
0.2772,15,White,Yes,14,2
1.336,15,Hispanic,.,.,.
2.0369,15,White,No,.,.
2.0597,15,White,Yes,15,1
1.1597,15,White,Yes,14,6
2.1298,15,White,No,.,.
0.965,15,Black,No,.,.
0.386,15,Other,No,.,.
2.944,15,White,No,.,.
2.3786,15,White,No,.,.
1.7746,15,Hispanic,Yes,14,2
0.7757,15,White,No,.,.
0.9214,15,Black,No,.,.
0.9043,15,White,Yes,14,2
0.1331,15,Black,Yes,14,2
0.1331,15,Black,Yes,15,1
0.386,15,Other,No,.,.
0.1749,15,Hispanic,Yes,15,1
0.1403,15,Black,Yes,14,1
0.2389,15,Black,No,.,.
0.2389,15,Black,Yes,12,3
0.2389,15,Black,Yes,13,5
0.3111,15,Black,No,.,.
4.0758,15,White,No,.,.
0.3948,15,Black,Yes,13,4
0.1352,15,Black,Yes,15,6
2.1715,15,White,Yes,15,1
1.9704,15,White,Yes,15,2
0.8019,15,White,No,.,.
0.7352,15,White,No,.,.
0.2204,15,White,No,.,.
0.2204,15,White,No,.,.
1.0492,15,White,No,.,.
1.0492,15,White,No,.,.
2.7131,15,Hispanic,No,.,.
1.4875,15,White,No,.,.
0.5203,15,Other,Yes,14,5
2.0765,15,White,Yes,14,3
2.0765,15,White,No,.,.
2.8962,15,White,Yes,13,5
0.7972,15,White,No,.,.
1.8915,15,White,No,.,.
0.9327,15,White,No,.,.
0.9327,15,White,No,.,.
0.8689,15,White,No,.,.
0.8185,15,Black,No,.,.
1.0707,15,Black,No,.,.
1.3279,15,Black,No,.,.
0.8316,15,Black,Yes,14,1
1.4377,15,White,No,.,.
0.8316,15,Black,Yes,14,3
1.1655,15,White,Yes,13,1
1.8107,15,White,No,.,.
1.8107,15,White,No,.,.
1.251,15,Black,Yes,11,4
1.6897,15,White,Yes,14,1
1.1596,15,White,No,.,.
1.7394,15,White,.,14,.
0.0717,15,Other,Yes,12,5
0.3813,15,Hispanic,No,.,.
0.8043,15,White,No,.,.
0.8043,15,White,No,.,.
0.8043,15,White,Yes,11,6
0.3281,15,Hispanic,No,.,.
