WEIGHT,STRATUM,PSU,age,sex,race,pregprev
2.2166,103,10810,14,1,1,4
2.5041,103,10810,14,1,2,3
2.5041,103,10810,15,1,2,
2.2166,103,10810,16,1,1,1
2.1956,103,10810,15,2,1,
2.1956,103,10810,15,2,1,4
2.2166,103,10810,15,1,1,3
2.2166,103,10810,16,1,1,2
2.1956,103,10810,15,2,1,4
2.2166,103,10810,15,1,1,
2.5041,103,10810,15,1,2,
2.1956,103,10810,15,2,1,4
2.1956,103,10810,15,2,1,4
2.1956,103,10810,15,2,1,
2.2166,103,10810,15,1,1,
0.9846,103,10810,16,2,1,3
2.1956,103,10810,15,2,1,3
2.2166,103,10810,15,1,1,
2.1956,103,10810,15,2,1,5
2.1956,103,10810,15,2,1,3
2.2166,103,10810,14,1,1,4
2.1956,103,10810,15,2,1,
0.665,103,10810,18,1,1,2
0.494,103,10810,18,1,3,3
0.666,103,10810,18,1,2,1
0.665,103,10810,18,1,,1
0.665,103,10810,18,1,1,3
0.494,103,10810,18,1,3,
0.768,103,10810,17,2,2,3
0.665,103,10810,18,1,1,1
0.8194,103,10810,18,2,1,
0.8194,103,10810,18,2,1,3
0.665,103,10810,18,1,1,3
0.665,103,10810,18,1,1,
0.666,103,10810,17,1,2,
0.8194,103,10810,18,2,1,
0.8194,103,10810,18,2,1,3
0.8194,103,10810,18,2,1,
0.6294,103,10810,16,1,2,1
0.6288,103,10810,17,1,1,
0.6288,103,10810,17,1,1,
0.6288,103,10810,16,1,1,2
0.8596,103,10810,17,2,1,3
0.6458,103,10810,16,2,3,3
0.6458,103,10810,17,2,3,3
0.6288,103,10810,17,1,1,
0.6288,103,10810,16,1,1,2
0.5649,103,10810,18,2,3,3
0.8596,103,10810,17,2,1,2
0.6294,103,10810,17,1,2,3
0.5344,103,10810,18,1,3,2
0.9018,103,10810,17,2,2,3
0.8596,103,10810,17,2,1,
0.8596,103,10810,17,2,1,4
0.8596,103,10810,16,2,1,4
0.6288,103,10810,16,1,1,4
0.9846,103,10810,16,2,1,
0.9846,103,10810,16,2,1,
1.2735,103,10810,16,2,2,
0.6061,103,10810,15,1,1,
0.6061,103,10810,16,1,1,3
0.9846,103,10810,16,2,1,4
0.6061,103,10810,16,1,1,
0.9846,103,10810,15,2,1,
0.3397,103,10810,15,2,,3
0.6061,103,10810,16,1,1,
0.6061,103,10810,16,1,1,
0.6061,103,10810,16,1,1,
0.6061,103,10810,16,1,1,
0.6061,103,10810,16,1,1,
0.6944,103,10810,16,1,2,3
0.6061,103,10810,16,1,1,
0.6061,103,10810,16,1,1,
0.4075,103,10810,18,2,2,
0.482,103,10810,18,1,1,
0.4828,103,10810,18,1,2,
0.4828,103,10810,18,1,2,3
0.4828,103,10810,18,1,2,1
0.4075,103,10810,18,2,2,
0.4828,103,10810,18,1,2,
0.4075,103,10810,18,2,2,
0.4075,103,10810,18,2,2,
0.4075,103,10810,18,2,2,3
0.4828,103,10810,18,1,2,3
0.4828,103,10810,18,1,2,1
0.5173,103,10810,18,1,2,
0.4828,103,10810,18,1,2,1
0.4828,103,10810,17,1,2,5
0.5622,103,10810,,,,3
0.482,103,10810,17,1,1,4
0.4828,103,10810,18,1,2,2
0.2998,103,10810,17,2,3,
0.4075,103,10810,17,2,2,1
0.4075,103,10810,18,2,2,1
0.4075,103,10810,17,2,2,2
0.4075,103,10810,18,2,2,
0.4075,103,10810,18,2,2,
0.4348,103,10810,18,2,1,
0.4075,103,10810,18,2,2,
0.4075,103,10810,18,2,2,
0.4828,103,10810,18,1,2,
0.4075,103,10810,18,2,2,
0.4828,103,10810,18,1,2,5
0.4075,103,10810,18,2,2,
0.482,103,10810,17,1,1,4
0.4828,103,10810,17,1,2,4
0.4828,103,10810,18,1,2,
0.4828,103,10810,18,1,2,2
0.4075,103,10810,17,2,2,
0.4075,103,10810,18,2,2,
0.4348,103,10810,18,2,1,
0.482,103,10810,17,1,1,
0.4075,103,10810,18,2,2,3
0.4348,103,10810,18,2,1,2
0.4828,103,10810,17,1,2,2
0.4828,103,10810,18,1,2,
0.4075,103,10810,17,2,,
0.4828,103,10810,18,1,2,
0.4828,103,10810,17,1,2,4
0.5052,103,10810,17,2,2,
0.4075,103,10810,18,2,2,3
0.3581,103,10810,17,1,3,
0.4075,103,10810,18,2,2,
0.482,103,10810,18,1,1,4
0.466,103,10810,17,2,,3
0.4816,103,10810,17,2,1,
0.5052,103,10810,16,2,2,4
0.4816,103,10810,16,2,1,
0.5052,103,10810,17,2,,
0.4816,103,10810,16,2,1,
0.4816,103,10810,17,2,1,
0.4816,103,10810,17,2,1,
0.4816,103,10810,17,2,1,
0.5302,103,10810,16,1,2,3
0.5302,103,10810,16,1,2,3
0.5302,103,10810,17,1,2,1
0.5297,103,10810,16,1,1,
0.5302,103,10810,16,1,2,2
0.5297,103,10810,16,1,1,
0.4816,103,10810,16,2,1,
0.4816,103,10810,16,2,1,
0.5302,103,10810,17,1,2,
0.5173,103,10810,16,1,2,3
0.5297,103,10810,17,1,1,2
0.1556,103,10810,16,1,,
0.5297,103,10810,17,1,1,
0.5297,103,10810,16,1,1,
0.5297,103,10810,17,1,1,
0.5297,103,10810,16,1,1,
0.5297,103,10810,17,1,,
0.482,103,10810,18,1,1,2
0.5302,103,10810,17,1,2,3
0.5297,103,10810,17,1,1,
0.5297,103,10810,17,1,1,
0.5302,103,10810,17,1,2,
0.5302,103,10810,16,1,2,3
0.3573,103,10810,15,1,3,3
0.5302,103,10810,17,1,2,
0.5302,103,10810,17,1,2,
0.5052,103,10810,17,2,2,3
0.5052,103,10810,16,2,2,1
0.3618,103,10810,16,2,3,
0.4816,103,10810,17,2,1,
0.466,103,10810,16,2,,
0.4816,103,10810,17,2,1,4
0.5302,103,10810,16,1,2,
0.5302,103,10810,17,1,2,2
0.5052,103,10810,18,2,2,3
0.5052,103,10810,17,2,2,3
0.5052,103,10810,17,2,2,
0.5052,103,10810,16,2,2,
0.5052,103,10810,16,2,2,
0.5052,103,10810,16,2,2,3
0.4816,103,10810,17,2,1,2
0.5052,103,10810,17,2,2,3
0.4515,103,10810,15,1,1,3
0.5622,103,10810,15,2,2,3
0.3481,103,10810,16,2,3,3
0.5173,103,10810,16,1,2,
0.5173,103,10810,16,1,2,4
0.4515,103,10810,16,1,1,3
0.4347,103,10810,17,2,1,
0.5622,103,10810,16,2,2,
0.5173,103,10810,17,1,2,
0.5173,103,10810,15,1,2,
0.4347,103,10810,16,2,1,
0.5173,103,10810,16,1,2,2
0.4347,103,10810,16,2,,3
0.4347,103,10810,16,2,1,2
0.5173,103,10810,15,1,2,
0.4515,103,10810,16,1,1,3
0.4515,103,10810,16,1,1,2
0.5622,103,10810,16,2,2,
0.5622,103,10810,16,2,2,2
0.3573,103,10810,16,1,3,
0.5622,103,10810,15,2,2,3
0.5173,103,10810,16,1,2,
0.5622,103,10810,15,2,2,
0.5173,103,10810,17,1,2,
0.4515,103,10810,15,1,1,
0.5622,103,10810,16,2,2,2
0.5173,103,10810,15,1,2,1
0.5299,103,10810,16,2,,
0.5622,103,10810,15,2,2,
0.5173,103,10810,16,1,2,
0.4347,103,10810,15,2,1,
0.5622,103,10810,16,2,2,
0.5622,103,10810,17,2,2,3
0.5173,103,10810,15,1,2,
0.5622,103,10810,16,2,,
0.1499,103,10810,17,2,,3
0.5622,103,10810,16,2,2,
0.5622,103,10810,16,2,2,
0.5173,103,10810,16,1,2,
0.5622,103,10810,16,2,2,
0.5173,103,10810,15,1,2,5
0.4347,103,10810,15,2,1,
0.5173,103,10810,16,1,2,2
0.5173,103,10810,16,1,2,
0.5173,103,10810,16,1,2,2
0.5622,103,10810,15,2,2,5
0.5173,103,10810,15,1,2,3
0.5622,103,10810,16,2,2,
0.4347,103,10810,16,2,1,
0.2772,202,40030,16,1,3,
0.2772,202,40030,16,1,3,1
0.2772,202,40030,17,1,3,
0.2772,202,40030,17,1,,4
0.2772,202,40030,17,1,3,2
0.3311,202,40030,17,1,,
0.3262,202,40030,16,1,1,
0.3262,202,40030,16,1,1,3
0.2772,202,40030,16,1,3,2
0.2461,202,40030,,,,3
0.2268,202,40030,17,2,3,3
0.3019,202,40030,16,2,1,3
0.2268,202,40030,18,2,3,
0.2268,202,40030,17,2,3,3
0.2268,202,40030,16,2,3,
0.2268,202,40030,17,2,3,
0.2268,202,40030,17,2,3,
0.2268,202,40030,16,2,3,
0.2921,202,40030,17,2,,
0.2268,202,40030,17,2,3,
0.2268,202,40030,17,2,3,
0.2268,202,40030,17,2,3,
0.3019,202,40030,16,2,1,
0.3167,202,40030,17,2,2,
0.2268,202,40030,17,2,3,
0.3019,202,40030,18,2,1,
0.2268,202,40030,17,2,3,
0.2772,202,40030,17,1,3,3
0.2772,202,40030,17,1,3,3
0.2772,202,40030,18,1,3,
0.2772,202,40030,17,1,3,
0.2772,202,40030,17,1,3,4
0.2772,202,40030,16,1,3,3
0.3262,202,40030,18,1,1,
0.2772,202,40030,16,1,3,
0.2772,202,40030,16,1,3,
0.3262,202,40030,17,1,1,3
0.2772,202,40030,16,1,3,
0.2772,202,40030,16,1,3,
0.2772,202,40030,17,1,3,
0.2772,202,40030,17,1,3,1
0.2268,202,40030,16,2,3,
0.2268,202,40030,17,2,3,
0.3019,202,40030,16,2,1,
0.2268,202,40030,17,2,3,
0.2268,202,40030,17,2,3,5
0.3019,202,40030,17,2,1,
0.2268,202,40030,17,2,3,2
0.2911,202,40030,15,1,3,
0.4086,202,40030,16,1,1,
0.3234,202,40030,16,1,3,
0.4444,202,40030,14,1,,
0.4384,202,40030,15,1,1,
0.3234,202,40030,15,1,3,
0.415,202,40030,16,1,,
0.4086,202,40030,16,1,1,3
0.3234,202,40030,16,1,3,2
0.4384,202,40030,15,1,1,3
0.3234,202,40030,16,1,3,
0.3234,202,40030,16,1,3,
0.4086,202,40030,16,1,1,2
0.2911,202,40030,14,1,3,
0.4086,202,40030,16,1,1,3
0.2268,202,40030,,,,
0.3255,202,40030,15,2,1,3
0.6032,202,40030,15,2,3,
0.2567,202,40030,15,2,3,
0.6032,202,40030,15,2,3,
0.3255,202,40030,14,2,1,3
0.2567,202,40030,16,2,3,2
0.7532,202,40030,15,2,1,
0.7532,202,40030,16,2,1,3
0.2567,202,40030,14,2,3,
0.2598,202,40030,16,2,,2
0.6032,202,40030,16,2,3,3
0.6032,202,40030,17,2,3,
0.6032,202,40030,15,2,3,
0.2598,202,40030,15,2,,2
0.6032,202,40030,16,2,3,
0.6032,202,40030,16,2,3,
0.2268,202,40030,17,2,3,3
0.6032,202,40030,16,2,3,
0.7532,202,40030,16,2,1,
0.6032,202,40030,16,2,3,
0.2772,202,40030,17,1,3,
0.415,202,40030,17,1,,
0.3234,202,40030,16,1,3,
0.3234,202,40030,15,1,3,2
0.415,202,40030,17,1,,
0.3234,202,40030,15,1,3,1
0.3234,202,40030,16,1,3,3
0.4086,202,40030,15,1,1,
0.4086,202,40030,16,1,1,
0.3234,202,40030,15,1,3,
0.1408,202,40030,16,1,,2
0.3234,202,40030,15,1,3,
0.3234,202,40030,16,1,3,
0.2911,202,40030,17,,,
0.4384,202,40030,15,1,1,2
0.4384,202,40030,15,1,,3
0.2911,202,40030,14,1,3,
0.4384,202,40030,15,1,1,3
0.2911,202,40030,15,1,3,
0.2911,202,40030,15,1,3,
0.3019,202,40030,,,,
0.2567,202,40030,15,2,3,
0.2567,202,40030,15,2,3,
0.3739,202,40030,15,2,,
0.2567,202,40030,16,2,3,
0.3255,202,40030,15,2,1,
0.2567,202,40030,14,2,3,
0.2567,202,40030,14,2,3,
0.3739,202,40030,14,2,2,
0.2567,202,40030,15,2,3,3
0.2567,202,40030,14,2,3,3
0.2567,202,40030,15,2,3,
0.3255,202,40030,15,2,1,
0.2567,202,40030,15,2,3,3
0.4384,202,40030,15,1,1,3
0.4384,202,40030,14,1,1,2
0.2911,202,40030,15,1,3,
0.2911,202,40030,15,1,3,
0.2911,202,40030,15,1,3,
0.2911,202,40030,14,1,3,
0.2911,202,40030,16,1,3,2
0.2911,202,40030,14,1,3,
0.3255,202,40030,15,2,,
0.2567,202,40030,15,2,3,
0.2567,202,40030,15,2,3,
0.0946,202,40030,16,2,,
0.2567,202,40030,15,2,3,
0.2268,202,40030,17,2,3,
0.2567,202,40030,15,2,3,
0.2567,202,40030,15,2,3,
0.2567,202,40030,15,2,3,2
0.2567,202,40030,15,2,3,
0.2567,202,40030,14,2,3,
0.2567,202,40030,14,2,3,
0.2812,202,40030,18,1,3,
0.3785,202,40030,18,1,1,2
0.2812,202,40030,18,1,3,
0.2812,202,40030,17,1,3,1
0.2812,202,40030,18,1,3,
0.2812,202,40030,18,1,3,2
0.3785,202,40030,18,1,1,3
0.3785,202,40030,17,1,1,3
0.2772,202,40030,17,1,3,1
0.2812,202,40030,18,1,3,1
0.2461,202,40030,17,2,3,3
0.2461,202,40030,18,2,3,2
0.1167,202,40030,18,2,,3
0.2461,202,40030,17,2,3,2
0.2461,202,40030,18,2,3,
0.3569,202,40030,18,2,1,
0.2461,202,40030,18,2,3,
0.3569,202,40030,18,2,1,
0.2461,202,40030,18,2,3,
0.2461,202,40030,18,2,3,5
0.3569,202,40030,18,2,1,3
0.2461,202,40030,18,2,3,3
0.3569,202,40030,18,2,1,
0.2461,202,40030,18,2,3,3
0.2461,202,40030,17,2,3,3
0.2461,202,40030,18,2,3,
0.2461,202,40030,18,2,3,
0.2461,202,40030,18,2,3,1
0.3569,202,40030,17,2,,2
0.3569,202,40030,18,2,,3
0.2461,202,40030,18,2,3,3
0.2461,202,40030,17,2,3,2
0.2461,202,40030,18,2,3,3
0.2461,202,40030,18,2,3,
0.2461,202,40030,18,2,3,3
0.2461,202,40030,18,2,3,3
0.2461,202,40030,18,2,3,3
0.2812,202,40030,17,1,3,
0.2812,202,40030,17,1,3,
0.2812,202,40030,18,1,3,2
0.2812,202,40030,17,1,3,3
0.3785,202,40030,18,1,1,2
0.2812,202,40030,18,1,3,3
0.3785,202,40030,18,1,1,4
0.3785,202,40030,18,1,1,3
0.2812,202,40030,18,1,3,2
0.2461,202,40030,18,2,3,
0.2461,202,40030,18,2,3,
1.2223,202,40030,18,1,,
1.003,202,40030,18,1,,
0.745,202,40030,18,1,3,
1.003,202,40030,17,1,1,3
0.745,202,40030,18,1,3,
1.003,202,40030,17,1,1,2
1.003,202,40030,18,1,1,
1.003,202,40030,17,1,1,
1.0044,202,40030,17,1,2,
0.306,202,40030,17,2,3,
0.1451,202,40030,18,2,,1
0.423,202,40030,17,2,,
0.416,202,40030,18,2,2,
0.416,202,40030,18,2,,
0.4438,202,40030,17,2,1,2
0.416,202,40030,18,2,2,
0.4438,202,40030,17,2,1,1
0.4438,202,40030,18,2,1,3
0.416,202,40030,17,2,2,
0.4438,202,40030,17,2,1,
0.4438,202,40030,18,2,1,
0.4438,202,40030,17,2,1,5
0.306,202,40030,17,2,3,
0.4438,202,40030,18,2,1,
0.306,202,40030,17,2,3,
0.4438,202,40030,17,2,,
0.4438,202,40030,17,2,1,2
0.306,202,40030,18,2,3,2
0.4438,202,40030,18,2,1,
0.6474,202,40030,15,2,1,
0.5105,202,40030,15,2,3,
0.6474,202,40030,15,2,1,
0.7436,202,40030,15,2,,
0.6474,202,40030,14,2,,
0.6474,202,40030,14,2,,
0.6576,202,40030,14,2,,
0.7436,202,40030,15,2,2,
0.6474,202,40030,14,2,1,
0.6474,202,40030,14,2,1,
0.6474,202,40030,15,2,1,
0.5105,202,40030,14,2,3,
0.6474,202,40030,15,2,1,
0.5425,202,40030,15,1,3,
0.817,202,40030,14,1,1,
0.9229,202,40030,15,1,,5
0.5425,202,40030,15,1,3,
0.5425,202,40030,14,1,3,
0.817,202,40030,14,1,,
0.817,202,40030,14,1,1,3
0.5425,202,40030,14,1,3,
0.817,202,40030,15,1,1,2
0.817,202,40030,15,1,1,
0.817,202,40030,15,1,1,
0.817,202,40030,15,1,1,
0.6474,202,40030,14,2,1,1
0.5105,202,40030,15,2,3,
1.1497,202,40030,16,1,1,
1.1497,202,40030,16,1,1,
1.1507,202,40030,17,1,,2
1.1497,202,40030,17,1,1,
1.1497,202,40030,16,1,1,
1.1497,202,40030,16,1,1,4
1.1669,202,40030,16,1,,
1.1497,202,40030,17,1,1,
0.4801,202,40030,16,2,1,
0.3607,202,40030,17,2,3,3
0.3607,202,40030,17,2,3,
0.4801,202,40030,17,2,1,3
0.4801,202,40030,17,2,1,2
0.4801,202,40030,16,2,1,
0.4801,202,40030,16,2,1,
0.5037,202,40030,16,2,2,
0.4801,202,40030,16,2,,
0.4801,202,40030,16,2,1,3
0.1619,202,40030,17,2,,
0.4801,202,40030,16,2,1,
0.3607,202,40030,17,2,3,3
0.4801,202,40030,16,2,1,3
0.4801,202,40030,17,2,1,3
0.4801,202,40030,17,2,1,3
0.4801,202,40030,16,2,1,2
0.5037,202,40030,17,2,2,
0.4801,202,40030,16,2,1,
0.4801,202,40030,17,2,1,4
1.175,202,40030,16,2,,2
0.9639,202,40030,16,2,1,
1.2466,202,40030,15,2,2,
1.2466,202,40030,16,2,2,
0.9639,202,40030,16,2,1,3
0.9639,202,40030,16,2,1,
0.9639,202,40030,16,2,1,
0.9639,202,40030,16,2,1,
0.9639,202,40030,15,2,1,
0.8236,202,40030,15,1,,
0.6418,202,40030,16,1,3,
0.8109,202,40030,15,1,1,2
0.6418,202,40030,16,1,3,
0.8109,202,40030,16,1,1,
0.6418,202,40030,16,1,3,
0.6418,202,40030,15,1,3,
0.6418,202,40030,16,1,3,
0.8109,202,40030,17,1,1,
0.8109,202,40030,15,1,1,
1.067,201,40170,14,2,3,
1.3531,201,40170,15,2,1,
1.3531,201,40170,15,2,1,
0.9071,201,40170,14,1,3,
0.9952,201,40170,16,2,1,
0.3433,201,40170,17,2,,5
1.5542,201,40170,15,2,2,
1.7904,201,40170,17,2,2,3
0.3932,201,40170,16,2,,
1.3531,201,40170,14,2,1,
1.067,201,40170,17,2,3,
1.067,201,40170,15,2,3,
1.3743,201,40170,15,2,,
0.3932,201,40170,15,2,,
1.3531,201,40170,14,2,1,
1.3531,201,40170,15,2,1,
1.067,201,40170,17,2,3,
1.3531,201,40170,14,2,1,
1.2822,201,40170,17,2,3,
1.3185,201,40170,15,2,,
1.3531,201,40170,15,2,1,
1.3531,201,40170,14,2,1,
0.9538,201,40170,12,2,3,
1.067,201,40170,15,2,3,4
1.3531,201,40170,15,2,1,3
1.2871,201,40170,12,2,2,
1.3531,201,40170,14,2,1,
1.3531,201,40170,15,2,1,
0.9952,201,40170,16,2,1,3
0.9952,201,40170,16,2,1,
1.067,201,40170,15,2,3,
1.067,201,40170,15,2,3,
1.3834,201,40170,18,2,1,
1.3834,201,40170,18,2,1,
0.9538,201,40170,18,2,3,
1.3834,201,40170,18,2,1,2
1.3834,201,40170,17,2,1,
1.1507,201,40170,17,1,1,
1.1507,201,40170,17,1,1,2
1.1507,201,40170,18,1,1,
1.1507,201,40170,17,1,1,2
1.3834,201,40170,17,2,1,
0.9538,201,40170,18,2,3,
1.3834,201,40170,18,2,1,
1.1507,201,40170,17,1,1,
1.1507,201,40170,17,1,1,2
1.1507,201,40170,18,1,1,3
1.1507,201,40170,18,1,1,2
1.1507,201,40170,17,1,1,
1.1507,201,40170,18,1,1,
1.1507,201,40170,18,1,1,
1.7067,201,40170,16,2,1,
1.2822,201,40170,16,2,3,
1.468,201,40170,17,1,3,
0.6845,201,40170,16,1,,
1.468,201,40170,16,1,3,
1.7273,201,40170,17,1,1,3
1.7273,201,40170,16,1,1,1
1.7273,201,40170,16,1,1,
1.7067,201,40170,17,2,1,3
1.7067,201,40170,16,2,1,
1.7067,201,40170,17,2,1,1
1.2822,201,40170,17,2,3,3
1.7067,201,40170,16,2,1,3
0.5838,201,40170,16,1,3,4
0.7376,201,40170,15,1,1,3
0.7376,201,40170,16,1,1,1
0.7376,201,40170,16,1,1,2
0.7376,201,40170,16,1,1,
0.7376,201,40170,16,1,1,3
0.7492,201,40170,16,1,,
1.7273,201,40170,16,1,1,2
0.7492,201,40170,15,1,,
0.7376,201,40170,15,1,1,1
0.7376,201,40170,15,1,,
0.9952,201,40170,15,2,1,
0.797,201,40170,15,2,,3
0.7376,201,40170,,1,,2
0.7376,201,40170,16,1,1,3
0.7376,201,40170,15,1,1,
0.5838,201,40170,15,1,3,
0.7376,201,40170,16,1,1,
0.7376,201,40170,16,1,1,
0.9952,201,40170,15,2,1,
0.797,201,40170,15,2,3,
0.9952,201,40170,15,2,1,1
0.9952,201,40170,16,2,1,
0.9952,201,40170,16,2,1,3
0.9952,201,40170,16,2,1,
0.9952,201,40170,15,2,1,
0.9952,201,40170,15,2,1,
0.4321,201,40170,14,2,,
1.5102,201,40170,14,2,,
0.4321,201,40170,14,2,,
0.4321,201,40170,15,2,,
0.4321,201,40170,15,2,,
1.5102,201,40170,15,2,,
0.4321,201,40170,15,2,,
0.4321,201,40170,14,2,,
0.8034,201,40170,18,2,,3
0.4321,201,40170,14,2,,
0.4321,201,40170,14,2,,3
0.4321,201,40170,15,2,,
0.4321,201,40170,15,2,,
0.3617,201,40170,15,1,,3
0.3617,201,40170,16,1,,
0.3617,201,40170,15,1,,
0.3617,201,40170,15,1,,
0.3617,201,40170,14,1,,
0.3617,201,40170,14,1,,3
0.3617,201,40170,14,1,,
0.3617,201,40170,14,1,,
0.3617,201,40170,14,1,,
0.3617,201,40170,15,1,,3
0.3617,201,40170,14,1,,
0.3617,201,40170,14,1,,
0.3617,201,40170,16,1,,2
0.3617,201,40170,15,1,,3
0.3617,201,40170,15,1,,3
0.3617,201,40170,15,1,,
0.6182,201,40170,15,1,,
0.6037,201,40170,16,2,,
0.6037,201,40170,16,2,,
0.6037,201,40170,16,2,,
0.8034,201,40170,18,2,,3
0.6037,201,40170,17,2,,
0.7013,201,40170,17,1,,
0.7013,201,40170,18,1,,1
0.6375,201,40170,17,1,,
0.7013,201,40170,18,1,,
0.7013,201,40170,18,1,,2
0.6375,201,40170,16,1,,
0.6375,201,40170,17,1,,5
0.6375,201,40170,16,1,,
0.6375,201,40170,17,1,,5
0.6375,201,40170,17,1,,
0.7013,201,40170,17,1,,
0.7013,201,40170,17,1,,5
0.7013,201,40170,17,1,,3
0.6375,201,40170,16,1,,2
0.6375,201,40170,16,1,,3
0.6375,201,40170,17,1,,3
0.7013,201,40170,17,1,,1
0.6182,201,40170,15,1,,
0.6375,201,40170,16,1,,
0.6182,201,40170,15,1,,
1.4198,201,40170,15,1,3,3
0.6037,201,40170,17,2,,3
0.8034,201,40170,18,2,,3
0.6037,201,40170,17,2,,2
0.8034,201,40170,17,2,,
0.6037,201,40170,16,2,,4
1.345,201,40170,18,2,3,3
0.8034,201,40170,18,2,,4
0.6037,201,40170,18,2,,
0.7013,201,40170,18,1,,
2.3573,201,40170,17,1,,1
0.4446,201,40170,16,2,,3
0.6037,201,40170,16,2,,
0.8034,201,40170,17,2,,
0.4446,201,40170,16,2,,
0.4446,201,40170,16,2,,3
0.4446,201,40170,15,2,,
0.4446,201,40170,16,2,,
0.4446,201,40170,16,2,,4
0.4446,201,40170,16,2,,
0.6037,201,40170,17,2,,
0.4446,201,40170,16,2,,3
0.4446,201,40170,16,2,,
0.4446,201,40170,15,2,,
0.4446,201,40170,16,2,,
0.4446,201,40170,15,2,,
0.6182,201,40170,16,1,,1
0.6182,201,40170,16,1,,
0.6182,201,40170,15,1,,
1.4368,201,40170,17,1,3,3
0.6182,201,40170,15,1,,1
0.6182,201,40170,16,1,,3
3.1496,214,60370,17,2,1,
2.1068,214,60370,18,2,2,3
3.1496,214,60370,17,2,1,
2.1068,214,60370,17,2,3,
3.1496,214,60370,17,2,1,
2.1068,214,60370,18,2,3,
2.1068,214,60370,17,2,3,
3.1496,214,60370,17,2,1,
2.1068,214,60370,17,2,,
2.1068,214,60370,17,2,3,
2.1068,214,60370,17,2,,
2.1068,214,60370,18,2,3,3
2.1068,214,60370,18,2,3,2
3.1496,214,60370,17,2,1,
2.1068,214,60370,17,2,3,
3.1496,214,60370,17,2,1,
2.1068,214,60370,17,2,3,
3.1496,214,60370,17,2,1,3
2.0311,214,60370,16,2,3,4
2.1068,214,60370,17,2,3,3
2.1068,214,60370,18,2,3,3
3.1496,214,60370,18,2,1,
3.1496,214,60370,17,2,1,
2.1068,214,60370,18,2,3,3
3.1496,214,60370,17,2,1,
2.1068,214,60370,17,2,3,
2.6959,214,60370,17,2,1,
2.6959,214,60370,16,2,1,3
2.6959,214,60370,16,2,1,
2.0311,214,60370,17,2,,3
2.6959,214,60370,17,2,1,
2.0311,214,60370,16,2,,
2.0311,214,60370,17,2,,
2.6959,214,60370,16,2,,1
2.0311,214,60370,16,2,,
2.6959,214,60370,17,2,1,4
2.6959,214,60370,17,2,1,3
2.0311,214,60370,16,2,2,
2.0311,214,60370,17,2,3,
2.6959,214,60370,17,2,1,
2.0311,214,60370,16,2,2,3
2.0311,214,60370,16,2,3,
2.0311,214,60370,16,2,,
2.0311,214,60370,17,2,3,
2.0311,214,60370,16,2,,
2.0311,214,60370,16,2,3,
2.0311,214,60370,17,2,3,
2.6959,214,60370,16,2,1,
2.0311,214,60370,17,2,3,2
2.8558,214,60370,16,2,3,
9.5784,214,60370,15,2,1,
2.8558,214,60370,15,2,3,
9.5784,214,60370,16,2,,1
2.8558,214,60370,17,2,3,3
2.8558,214,60370,15,2,3,
2.8558,214,60370,15,2,3,3
2.8558,214,60370,16,2,3,
2.8558,214,60370,16,2,3,3
2.8558,214,60370,15,2,3,
2.8558,214,60370,15,2,2,
2.8558,214,60370,16,2,3,4
9.5784,214,60370,15,2,1,
9.5784,214,60370,16,2,1,
2.8558,214,60370,16,2,3,
9.5784,214,60370,16,2,1,
2.8558,214,60370,15,2,,
9.5784,214,60370,16,2,1,
2.8558,214,60370,16,2,3,
9.5784,214,60370,15,2,1,
2.8558,214,60370,15,2,3,
2.8558,214,60370,16,2,,
2.8558,214,60370,15,2,3,
9.5784,214,60370,15,2,1,
2.8558,214,60370,16,2,3,
0.851,203,60310,14,1,3,
1.2993,203,60310,14,1,,
0.851,203,60310,15,1,3,
1.1524,203,60310,16,2,3,
1.1524,203,60310,14,2,3,
0.851,203,60310,15,1,3,
1.4613,203,60310,15,2,1,3
1.1524,203,60310,15,2,3,1
0.851,203,60310,15,1,3,1
1.1524,203,60310,15,2,3,1
1.1524,203,60310,15,2,3,
1.1524,203,60310,14,2,3,
0.4379,203,60310,14,1,,
1.4477,203,60310,14,1,,
1.2815,203,60310,14,1,1,
1.4613,203,60310,14,2,1,
1.1524,203,60310,15,2,3,
1.4613,203,60310,15,2,1,
0.851,203,60310,14,1,3,
1.1524,203,60310,14,2,3,
1.4477,203,60310,16,1,,2
0.851,203,60310,15,1,3,
0.851,203,60310,14,1,3,1
1.1524,203,60310,15,2,3,4
0.851,203,60310,15,1,3,
1.6786,203,60310,16,2,2,3
0.6329,203,60310,18,2,1,
0.6032,203,60310,17,2,,2
0.4363,203,60310,18,2,3,
0.4363,203,60310,18,2,3,2
0.6032,203,60310,17,2,,3
0.4363,203,60310,17,2,3,
0.6329,203,60310,17,2,1,
0.6329,203,60310,18,2,1,3
0.4363,203,60310,18,2,3,
0.4363,203,60310,17,2,3,
0.207,203,60310,18,2,,2
0.6329,203,60310,18,2,1,
0.7576,203,60310,18,1,2,
0.7564,203,60310,17,1,1,2
0.5619,203,60310,18,1,3,2
0.4363,203,60310,18,2,3,3
0.6329,203,60310,18,2,1,3
0.6329,203,60310,17,2,1,3
0.6329,203,60310,17,2,1,3
0.6032,203,60310,17,2,,
0.5619,203,60310,17,1,3,2
0.5619,203,60310,18,1,3,2
0.5619,203,60310,17,1,3,2
0.7564,203,60310,17,1,1,3
0.5619,203,60310,18,1,3,3
0.5619,203,60310,17,1,3,
