WEIGHT,STRATUM,PSU,age,sex,race,pregprev
1.6092,101,212350,17,1,1,
1.6092,101,212350,16,1,1,1
0.6377,101,212350,16,1,,2
1.6092,101,212350,16,1,1,3
0.5602,101,212350,17,2,1,3
0.5602,101,212350,16,2,1,5
0.5602,101,212350,16,2,1,
2.0054,101,212350,15,2,1,
2.0054,101,212350,14,2,1,
2.2909,101,212350,16,2,,
2.0245,101,212350,14,1,1,3
2.2909,101,212350,16,2,1,
2.2158,101,212350,16,1,1,3
2.0054,101,212350,15,2,,
0.5602,101,212350,17,2,1,
2.2909,101,212350,16,2,1,3
2.2158,101,212350,16,1,1,2
2.2158,101,212350,15,1,1,
2.2158,101,212350,16,1,1,2
0.7107,101,212350,17,1,1,2
2.0245,101,212350,15,1,1,
2.0245,101,212350,15,1,1,
0.5602,101,212350,16,2,1,
2.2909,101,212350,15,2,1,
2.0245,101,212350,16,1,1,3
0.7536,101,212350,17,2,1,2
0.5602,101,212350,17,2,1,5
2.0054,101,212350,14,2,1,
2.2158,101,212350,15,1,1,
2.0054,101,212350,15,2,1,
2.0054,101,212350,14,2,1,
2.2909,101,212350,16,2,1,
2.2909,101,212350,16,2,1,1
2.2909,101,212350,16,2,1,
2.2158,101,212350,17,1,1,
2.0245,101,212350,15,1,1,
2.0054,101,212350,15,2,1,
2.0245,101,212350,14,1,1,
2.0245,101,212350,14,1,1,
1.5814,101,212350,14,2,3,
2.0054,101,212350,15,2,1,2
2.0245,101,212350,15,1,1,
2.0245,101,212350,15,1,1,3
2.0245,101,212350,14,1,1,1
2.0245,101,212350,16,1,1,3
2.2871,101,212350,15,1,2,
2.0245,101,212350,15,1,1,
2.0245,101,212350,15,1,1,
1.9962,101,212350,17,1,1,1
1.9992,101,212350,16,1,2,
2.1115,101,212350,18,2,1,2
2.1115,101,212350,18,2,1,
2.1115,101,212350,18,2,1,
2.1115,101,212350,18,2,1,1
2.1115,101,212350,17,2,1,3
2.1115,101,212350,18,2,1,3
2.1115,101,212350,18,2,1,
2.1115,101,212350,17,2,1,
1.4558,101,212350,18,2,3,
2.1115,101,212350,17,2,1,1
1.6887,101,212350,18,1,1,3
1.6887,101,212350,17,1,1,1
1.6887,101,212350,17,1,1,
1.6887,101,212350,17,1,1,
1.6887,101,212350,17,1,1,
1.6887,101,212350,17,1,1,
1.6887,101,212350,17,1,1,3
1.8954,101,212350,17,2,1,4
1.8954,101,212350,16,2,1,3
1.6887,101,212350,17,1,1,3
1.8954,101,212350,16,2,1,
1.6887,101,212350,16,1,1,
1.9883,101,212350,16,2,,3
1.8954,101,212350,17,2,1,3
1.8954,101,212350,18,2,1,3
1.8954,101,212350,18,2,1,1
2.2158,101,212350,16,1,1,4
2.2158,101,212350,16,1,1,
2.2158,101,212350,15,1,1,
2.2909,101,212350,15,2,1,
2.0245,101,212350,15,1,1,
2.2909,101,212350,16,2,1,
2.2158,101,212350,16,1,1,
2.2158,101,212350,16,1,1,
0.5828,101,212350,14,2,,
0.9045,101,212350,16,2,1,3
2.0245,101,212350,15,1,1,4
2.0245,101,212350,15,1,1,
2.0245,101,212350,15,1,1,
0.9045,101,212350,16,2,1,3
2.0054,101,212350,17,2,1,
0.9045,101,212350,16,2,1,
2.0245,101,212350,15,1,1,
2.0245,101,212350,16,1,1,
2.0245,101,212350,15,1,1,
2.0054,101,212350,15,2,1,
0.312,101,212350,15,2,,
2.0054,101,212350,14,2,1,
2.0054,101,212350,14,2,1,
2.0054,101,212350,14,2,1,
2.0054,101,212350,15,2,1,
2.0245,101,212350,14,1,1,
2.0054,101,212350,15,2,1,1
1.274,101,212350,17,1,1,
1.274,101,212350,17,1,1,3
0.3375,101,212350,18,2,,2
1.274,101,212350,18,1,1,3
0.9675,101,212350,18,2,2,3
1.274,101,212350,18,1,1,1
1.0321,101,212350,18,2,1,
1.0321,101,212350,18,2,1,
1.0321,101,212350,18,2,1,
1.0321,101,212350,18,2,1,3
1.274,101,212350,18,1,1,2
1.274,101,212350,17,1,1,3
1.0321,101,212350,17,2,1,2
1.0321,101,212350,18,2,1,
1.0321,101,212350,18,2,1,
1.0321,101,212350,17,2,1,
1.274,101,212350,17,1,1,
1.0321,101,212350,17,2,1,3
1.274,101,212350,17,1,1,
0.9675,101,212350,18,2,2,1
1.0321,101,212350,18,2,1,4
1.274,101,212350,17,1,,2
1.0321,101,212350,18,2,1,
1.274,101,212350,18,1,,
1.0321,101,212350,17,2,1,
1.6543,101,212350,17,2,1,
1.1026,101,212350,15,2,,
1.0373,101,212350,18,1,3,
1.6543,101,212350,16,2,1,
1.6543,101,212350,17,2,1,
1.6543,101,212350,17,2,1,
1.2216,101,212350,17,1,,
1.6543,101,212350,17,2,1,
1.6543,101,212350,18,2,1,2
1.2205,101,212350,16,1,1,
1.2205,101,212350,17,1,1,2
1.2205,101,212350,16,1,1,1
1.2205,101,212350,17,1,1,
1.6543,101,212350,17,2,1,
1.2205,101,212350,16,1,1,
1.2205,101,212350,16,1,1,
1.2205,101,212350,16,1,1,
1.2205,101,212350,17,1,1,
1.6543,101,212350,16,2,1,
1.6543,101,212350,17,2,1,
1.2205,101,212350,17,1,1,3
1.6543,101,212350,17,2,1,
2.5387,101,212350,15,1,2,1
0.9045,101,212350,16,2,1,3
0.9045,101,212350,16,2,1,
2.5387,101,212350,15,1,2,
2.2158,101,212350,16,1,1,
0.9045,101,212350,15,2,,
0.9045,101,212350,16,2,1,
1.7537,101,212350,16,1,3,3
0.9045,101,212350,16,2,1,
0.9045,101,212350,15,2,1,
0.9045,101,212350,15,2,1,4
1.6543,101,212350,16,2,1,
0.9045,101,212350,17,2,1,
2.2158,101,212350,15,1,1,4
0.9045,101,212350,17,2,1,
0.9045,101,212350,16,2,1,2
0.9045,101,212350,15,2,1,3
0.9045,101,212350,16,2,1,
1.5693,211,250170,14,2,2,
1.3877,211,250170,15,2,,
1.3662,211,250170,15,2,1,
1.5693,211,250170,15,2,2,
1.3792,211,250170,15,1,1,
1.5693,211,250170,15,2,2,3
1.3984,211,250170,14,1,,
1.3792,211,250170,14,1,1,
1.3662,211,250170,15,2,1,
1.3662,211,250170,14,2,1,
1.5693,211,250170,15,2,2,
1.3662,211,250170,15,2,1,
1.5693,211,250170,14,2,2,
1.3662,211,250170,14,2,1,
1.3662,211,250170,15,2,1,
1.3792,211,250170,14,1,1,
1.8411,211,250170,17,2,2,
1.6399,211,250170,18,2,2,3
1.0436,211,250170,18,1,3,2
1.407,211,250170,17,1,2,2
1.407,211,250170,18,1,2,1
1.407,211,250170,18,1,2,
1.407,211,250170,18,1,2,
1.7495,211,250170,17,2,1,
1.2062,211,250170,17,2,3,
1.7122,211,250170,18,1,,
1.7495,211,250170,17,2,,
1.6399,211,250170,17,2,2,
1.407,211,250170,18,1,2,2
1.0436,211,250170,17,1,3,
1.7495,211,250170,17,2,1,3
0.8317,211,250170,15,1,1,
1.0222,211,250170,17,1,2,1
1.0213,211,250170,16,1,1,
1.0213,211,250170,17,1,1,
1.0366,211,250170,17,1,,
1.6982,211,250170,16,2,,
1.0222,211,250170,16,1,2,
1.0213,211,250170,16,1,1,2
1.6982,211,250170,17,2,,
1.0213,211,250170,17,1,1,
1.0366,211,250170,17,1,,3
1.0222,211,250170,17,1,2,4
1.0222,211,250170,16,1,2,
1.8411,211,250170,17,2,2,
1.755,211,250170,16,2,1,
1.755,211,250170,16,2,1,
0.868,211,250170,16,1,3,
0.6583,211,250170,15,1,3,
0.8317,211,250170,15,1,1,
0.6583,211,250170,15,1,3,
1.3185,211,250170,17,2,3,
0.9529,211,250170,15,1,2,
0.9529,211,250170,16,1,2,
1.4373,211,250170,15,2,2,
0.89,211,250170,15,2,3,1
0.89,211,250170,16,2,,
0.89,211,250170,16,2,3,
1.1114,211,250170,16,2,1,
1.4373,211,250170,16,2,2,
1.1114,211,250170,16,2,1,
1.1114,211,250170,15,2,1,
0.89,211,250170,16,2,3,
1.5693,211,250170,,,,
0.89,211,250170,15,2,3,
0.89,211,250170,16,2,3,3
0.9529,211,250170,15,1,,
0.8317,211,250170,16,1,1,
0.8317,211,250170,16,1,1,
0.9529,211,250170,15,1,2,
0.9529,211,250170,16,1,2,
0.9529,211,250170,16,1,2,
0.9529,211,250170,16,1,2,
1.1343,211,250170,15,1,1,
0.7532,211,250170,15,1,3,
1.1343,211,250170,15,1,1,
1.15,211,250170,15,1,,
1.1343,211,250170,15,1,1,
1.1343,211,250170,15,1,1,
1.1343,211,250170,14,1,1,
1.1343,211,250170,15,1,1,
1.1343,211,250170,14,1,1,
1.1343,211,250170,15,1,1,
1.15,211,250170,15,1,,
1.1343,211,250170,15,1,1,
1.1343,211,250170,14,1,1,
1.1343,211,250170,14,1,1,
1.9922,211,250170,15,2,,
1.5467,211,250170,14,2,3,
1.9614,211,250170,15,2,1,
1.9614,211,250170,15,2,1,3
1.9614,211,250170,14,2,1,
1.9614,211,250170,15,2,1,
1.9614,211,250170,15,2,1,
1.15,211,250170,14,1,,
1.1343,211,250170,14,1,1,
1.1343,211,250170,15,1,1,
1.2195,211,250170,17,1,1,3
1.2195,211,250170,17,1,1,2
1.2195,211,250170,17,1,1,
1.2195,211,250170,17,1,1,2
2.2608,211,250170,17,2,1,
2.2608,211,250170,18,2,1,
2.2608,211,250170,18,2,1,3
2.2608,211,250170,18,2,1,1
2.2608,211,250170,17,2,1,
2.2608,211,250170,18,2,1,
2.2608,211,250170,18,2,1,
2.2608,211,250170,18,2,1,
2.2608,211,250170,18,2,1,2
1.2195,211,250170,17,1,,
1.2195,211,250170,18,1,1,
1.2195,211,250170,17,1,1,
1.2195,211,250170,17,1,1,
1.2195,211,250170,17,1,1,
1.2195,211,250170,18,1,1,
1.2195,211,250170,18,1,1,3
1.2195,211,250170,17,1,1,
1.2195,211,250170,17,1,1,
1.2195,211,250170,18,1,1,
1.3614,211,250170,16,1,1,
1.3614,211,250170,17,1,1,2
1.3818,211,250170,15,1,,
1.3614,211,250170,17,1,1,2
1.3614,211,250170,16,1,1,
1.3614,211,250170,17,1,1,2
1.3818,211,250170,17,1,,
1.3614,211,250170,16,1,1,
1.3614,211,250170,16,1,1,3
1.3614,211,250170,16,1,1,
1.3614,211,250170,16,1,1,
1.3614,211,250170,16,1,1,
1.157,211,250170,16,1,3,3
1.5519,211,250170,16,2,,
1.6038,211,250170,16,2,1,
1.6038,211,250170,17,2,1,3
1.6038,211,250170,17,2,1,
1.6038,211,250170,16,2,1,
1.6038,211,250170,17,2,1,
1.6038,211,250170,17,2,1,2
1.6038,211,250170,17,2,1,4
1.6038,211,250170,16,2,1,
1.6038,211,250170,16,2,1,
1.6038,211,250170,17,2,1,
1.584,211,250170,16,2,1,
1.339,211,250170,16,1,1,
1.3599,211,250170,16,1,,
1.5341,211,250170,16,1,2,
1.339,211,250170,15,1,1,2
1.339,211,250170,15,1,1,
1.339,211,250170,16,1,1,
1.339,211,250170,16,1,1,
1.3599,211,250170,15,1,,
1.0597,211,250170,16,1,3,
1.3599,211,250170,15,1,,
1.339,211,250170,15,1,1,
1.339,211,250170,15,1,1,
1.584,211,250170,15,2,1,3
1.584,211,250170,15,2,1,
1.584,211,250170,15,2,1,
1.584,211,250170,15,2,1,
1.584,211,250170,16,2,1,
1.584,211,250170,15,2,1,3
2.0486,211,250170,15,2,,
1.584,211,250170,15,2,1,
1.584,211,250170,16,2,1,
1.584,211,250170,16,2,1,
1.9801,211,250170,15,1,1,3
1.9801,211,250170,14,1,1,
1.9801,211,250170,14,1,1,
1.9801,211,250170,15,1,1,
1.9801,211,250170,15,1,1,
1.9801,211,250170,15,1,1,
1.9801,211,250170,14,1,1,
1.9614,211,250170,14,2,1,3
1.9614,211,250170,14,2,1,3
2.253,211,250170,14,2,2,
1.9614,211,250170,14,2,1,
1.9614,211,250170,15,2,1,
1.9614,211,250170,15,2,1,
2.253,211,250170,16,2,2,
1.9614,211,250170,16,2,1,2
1.9614,211,250170,14,2,1,
1.9801,211,250170,14,1,1,
1.9801,211,250170,14,1,1,
1.5249,211,250170,18,1,1,
1.5249,211,250170,17,1,1,
1.5249,211,250170,18,1,1,
1.5249,211,250170,17,1,1,
1.8585,211,250170,18,1,,2
2.4521,211,250170,18,2,1,
2.4521,211,250170,17,2,1,
2.4521,211,250170,17,2,1,
2.4521,211,250170,18,2,1,2
2.4521,211,250170,18,2,1,
2.4521,211,250170,17,2,,1
1.1328,211,250170,18,1,3,3
1.5249,211,250170,18,1,1,2
1.5249,211,250170,18,1,1,
2.3371,211,250170,18,2,,3
1.5249,211,250170,17,1,1,
1.5249,211,250170,18,1,1,2
1.5249,211,250170,17,1,1,
1.5249,211,250170,18,1,1,1
1.5249,211,250170,18,1,1,4
1.1328,211,250170,18,1,3,4
1.7501,211,250170,17,1,1,
1.7501,211,250170,16,1,,
1.4873,211,250170,16,1,3,
1.7501,211,250170,17,1,1,
1.7501,211,250170,16,1,1,3
1.6401,211,250170,16,2,,1
1.695,211,250170,17,2,1,
1.7501,211,250170,17,1,1,
1.695,211,250170,16,2,1,
1.7501,211,250170,17,1,1,
1.7501,211,250170,16,1,1,5
1.695,211,250170,17,2,1,1
1.695,211,250170,17,2,1,
1.695,211,250170,17,2,1,
1.695,211,250170,17,2,1,3
1.695,211,250170,17,2,1,
1.7501,211,250170,16,1,1,5
1.2162,211,250170,15,1,1,
1.2162,211,250170,15,1,1,
1.2162,211,250170,15,1,1,
1.2162,211,250170,16,1,1,3
2.0544,211,250170,16,2,1,3
1.2162,211,250170,16,1,1,
1.2162,211,250170,16,1,1,1
2.0544,211,250170,15,2,1,
2.0544,211,250170,16,2,1,
1.695,211,250170,15,2,1,3
2.0544,211,250170,16,2,1,
1.2162,211,250170,15,1,1,
2.0544,211,250170,16,2,1,
1.2162,211,250170,15,1,1,
1.2162,211,250170,15,1,1,
1.2162,211,250170,15,1,1,
0.9625,211,250170,15,1,3,2
1.2162,211,250170,15,1,1,
1.2162,211,250170,15,1,1,
2.5043,211,250170,17,2,,
2.0544,211,250170,16,2,1,3
1.2162,211,250170,15,1,1,
1.2162,211,250170,15,1,1,3
1.2162,211,250170,16,1,1,2
2.0544,211,250170,15,2,1,3
1.2162,211,250170,15,1,1,
3.2933,101,260810,14,1,1,
4.8392,101,260810,15,2,1,
4.8392,101,260810,14,2,1,
4.8392,101,260810,15,2,1,
3.2933,101,260810,14,1,1,
3.2933,101,260810,14,1,1,
4.8392,101,260810,14,2,1,
3.2933,101,260810,14,1,1,
3.2933,101,260810,14,1,1,
3.2933,101,260810,15,1,,
4.8392,101,260810,14,2,1,3
4.8392,101,260810,14,2,1,
4.8392,101,260810,14,2,1,
4.8392,101,260810,14,2,1,
4.8392,101,260810,14,2,1,
3.2933,101,260810,13,1,1,
4.8392,101,260810,14,2,,
4.8392,101,260810,15,2,1,
3.2933,101,260810,14,1,1,
4.8392,101,260810,14,2,1,
3.2933,101,260810,14,1,1,
3.9871,101,260810,14,1,3,
3.2933,101,260810,15,1,1,
4.0752,101,260810,16,1,1,2
3.3044,101,260810,17,2,1,3
3.2933,101,260810,14,1,1,
3.1628,101,260810,17,1,1,
3.3044,101,260810,17,2,1,
3.3044,101,260810,18,2,1,
3.3044,101,260810,17,2,1,
3.3044,101,260810,18,2,1,
3.3044,101,260810,18,2,1,
3.3044,101,260810,18,2,1,
3.3044,101,260810,18,2,1,
2.2104,101,260810,17,2,,
3.3044,101,260810,18,2,1,
3.1628,101,260810,17,1,1,
3.1628,101,260810,18,1,1,
3.1628,101,260810,17,1,1,2
3.1628,101,260810,17,1,1,
3.1628,101,260810,18,1,1,3
3.1628,101,260810,17,1,1,
3.0703,101,260810,17,1,3,3
3.3628,101,260810,17,2,1,
3.3628,101,260810,16,2,1,
4.0752,101,260810,16,1,1,
4.0752,101,260810,16,1,1,
4.0752,101,260810,17,1,1,
3.1628,101,260810,17,1,1,
3.1628,101,260810,17,1,1,1
3.1628,101,260810,18,1,1,2
2.5336,101,260810,17,2,,
3.3628,101,260810,16,2,1,3
3.3628,101,260810,17,2,1,1
4.0752,101,260810,16,1,1,3
3.3628,101,260810,16,2,1,4
4.0752,101,260810,17,1,1,
3.3628,101,260810,17,2,1,
3.3628,101,260810,16,2,1,
3.3628,101,260810,16,2,1,
3.3044,101,260810,18,2,1,3
3.3044,101,260810,18,2,1,2
3.1628,101,260810,18,1,1,2
4.0752,101,260810,16,1,1,
3.1628,101,260810,17,1,1,
2.1156,101,260810,17,1,3,
3.0703,101,260810,16,1,,
3.3628,101,260810,16,2,1,4
3.3628,101,260810,17,2,1,
3.3628,101,260810,17,2,1,3
2.2104,101,260810,17,2,3,
3.3044,101,260810,18,2,1,
3.3628,101,260810,16,2,1,
3.3628,101,260810,17,2,1,
3.1628,101,260810,18,1,1,3
4.0752,101,260810,16,1,1,2
4.0752,101,260810,17,1,1,3
2.5336,101,260810,16,2,,3
4.0752,101,260810,16,1,1,
3.3628,101,260810,17,2,1,
3.3628,101,260810,17,2,1,
2.0152,111,260990,14,1,1,
2.0664,111,260990,15,2,1,
2.2766,111,260990,14,1,2,
2.0432,111,260990,15,1,,2
2.0664,111,260990,15,2,,
2.0152,111,260990,14,1,1,
2.0664,111,260990,15,2,1,
2.0152,111,260990,14,1,1,
1.3382,111,260990,14,1,3,
2.0664,111,260990,16,2,,
1.3382,111,260990,14,1,3,3
2.0664,111,260990,15,2,1,
2.0152,111,260990,15,1,1,
2.0664,111,260990,14,2,1,
2.0152,111,260990,15,1,,
2.0152,111,260990,14,1,1,
2.0152,111,260990,14,1,1,
2.0152,111,260990,14,1,1,
1.4249,111,260990,17,1,2,2
2.0664,111,260990,14,2,1,
2.3736,111,260990,15,2,,
2.0664,111,260990,14,2,1,
2.3736,111,260990,14,2,2,
2.3736,111,260990,14,2,2,
2.0664,111,260990,15,2,1,
2.0152,111,260990,14,1,1,
1.4228,111,260990,17,1,1,4
2.1987,111,260990,18,2,1,
2.1987,111,260990,17,2,1,3
1.4228,111,260990,17,1,1,
1.4228,111,260990,17,1,1,
1.4249,111,260990,18,1,2,
1.0569,111,260990,18,1,3,
1.5159,111,260990,18,2,3,4
1.4228,111,260990,17,1,1,2
1.4228,111,260990,17,1,1,1
1.4228,111,260990,17,1,1,4
2.1987,111,260990,17,2,1,
2.061,111,260990,17,2,2,2
1.4228,111,260990,17,1,1,
2.0956,111,260990,17,2,,
2.1987,111,260990,18,2,1,2
1.4228,111,260990,17,1,1,4
1.0569,111,260990,18,1,3,
2.1987,111,260990,18,2,1,4
1.4228,111,260990,17,1,1,
2.061,111,260990,17,2,2,3
2.1987,111,260990,17,2,1,3
1.9043,111,260990,17,2,1,
1.4307,111,260990,16,2,3,3
2.1987,111,260990,17,2,1,
1.9043,111,260990,16,2,1,
1.9978,111,260990,17,2,2,
1.9043,111,260990,17,2,1,2
1.9043,111,260990,17,2,1,2
1.9043,111,260990,16,2,,
1.9043,111,260990,16,2,1,
1.9043,111,260990,17,2,1,
1.9043,111,260990,16,2,1,
3.3165,111,260990,17,1,1,5
3.3194,111,260990,16,1,2,
1.4228,111,260990,17,1,1,4
3.3194,111,260990,16,1,2,
3.3165,111,260990,17,1,1,
1.4228,111,260990,17,1,1,2
3.3194,111,260990,16,1,,
3.3165,111,260990,17,1,1,
3.3194,111,260990,17,1,2,
1.9043,111,260990,16,2,,
1.9043,111,260990,17,2,1,3
1.3133,111,260990,15,2,1,
1.3133,111,260990,16,2,1,3
1.3133,111,260990,15,2,1,3
1.3133,111,260990,15,2,1,
1.9804,111,260990,15,1,1,
1.9804,111,260990,16,1,1,
0.453,111,260990,17,2,,3
1.3133,111,260990,16,2,1,3
1.3133,111,260990,15,2,1,
1.3133,111,260990,16,2,1,4
1.3133,111,260990,15,2,1,
2.269,111,260990,16,1,2,1
1.9804,111,260990,15,1,1,
1.3133,111,260990,15,2,1,
2.269,111,260990,16,1,2,
1.3133,111,260990,16,2,1,
1.9804,111,260990,15,1,1,2
1.9804,111,260990,16,1,1,
1.9804,111,260990,16,1,1,
1.3133,111,260990,15,2,1,3
1.9804,111,260990,15,1,1,2
2.269,111,260990,16,1,2,
1.601,111,260990,15,2,,
1.3133,111,260990,15,2,1,
1.3133,111,260990,15,2,1,
1.9804,111,260990,15,1,1,
1.6985,111,260990,17,2,2,3
1.3133,111,260990,15,2,1,
1.9043,111,260990,17,2,1,
1.9804,111,260990,15,1,1,
0.3526,101,260810,16,2,,3
1.2762,101,260810,14,1,1,
1.0089,101,260810,15,2,1,
1.2762,101,260810,15,1,1,
1.2762,101,260810,14,1,1,
1.2762,101,260810,14,1,1,
1.0089,101,260810,14,2,,
1.0089,101,260810,14,2,1,
1.2762,101,260810,14,1,1,
1.2762,101,260810,14,1,1,
1.2762,101,260810,15,1,1,
1.0089,101,260810,16,2,1,3
0.7956,101,260810,14,2,3,3
1.0089,101,260810,15,2,1,
1.0089,101,260810,15,2,1,
1.0089,101,260810,15,2,1,
1.0089,101,260810,14,2,1,
1.2762,101,260810,14,1,1,
1.0089,101,260810,15,2,1,
1.2762,101,260810,15,1,1,
1.4418,101,260810,15,1,,
1.2762,101,260810,15,1,1,
1.0089,101,260810,15,2,1,
1.0089,101,260810,15,2,1,2
1.0089,101,260810,14,2,1,
1.0089,101,260810,15,2,1,
1.0089,101,260810,14,2,1,
1.0089,101,260810,15,2,,
1.2762,101,260810,15,1,1,4
1.0089,101,260810,15,2,1,
1.0089,101,260810,15,2,1,
1.0622,101,260810,17,2,1,
1.0622,101,260810,18,2,1,
1.0622,101,260810,18,2,1,
1.0622,101,260810,18,2,1,
1.0622,101,260810,18,2,1,3
1.0622,101,260810,17,2,1,
1.0622,101,260810,17,2,1,2
1.0622,101,260810,17,2,1,
1.0622,101,260810,17,2,1,3
1.0622,101,260810,17,2,1,
1.381,101,260810,16,1,1,
1.381,101,260810,17,1,1,
1.381,101,260810,18,1,1,
1.381,101,260810,17,1,1,
1.0622,101,260810,18,2,1,3
1.0622,101,260810,17,2,1,
1.0622,101,260810,18,2,1,
1.0622,101,260810,17,2,1,3
1.0622,101,260810,17,2,1,
1.0622,101,260810,17,2,1,1
1.0622,101,260810,17,2,1,
1.381,101,260810,17,1,1,2
1.381,101,260810,18,1,1,2
1.381,101,260810,17,1,1,3
1.381,101,260810,17,1,1,
1.381,101,260810,18,1,1,
1.381,101,260810,17,1,1,
1.381,101,260810,17,1,1,
1.381,101,260810,17,1,1,
1.381,101,260810,18,1,1,3
1.381,101,260810,18,1,1,
0.8864,101,260810,17,2,1,
1.1106,101,260810,16,1,1,
0.8864,101,260810,16,2,1,
0.8864,101,260810,16,2,1,
1.1106,101,260810,16,1,1,3
1.1106,101,260810,17,1,1,4
0.8864,101,260810,17,2,1,
0.8864,101,260810,16,2,1,
0.8864,101,260810,17,2,1,
1.1106,101,260810,16,1,1,2
0.8864,101,260810,17,2,1,
1.1106,101,260810,17,1,1,
1.1106,101,260810,17,1,1,
0.6659,101,260810,16,2,3,
1.1106,101,260810,16,1,1,2
1.1106,101,260810,16,1,1,2
0.8864,101,260810,16,2,1,
0.8864,101,260810,17,2,1,3
0.8864,101,260810,17,2,1,
1.1106,101,260810,17,1,1,4
1.1106,101,260810,16,1,1,
0.8864,101,260810,17,2,1,
1.1106,101,260810,17,1,1,
1.1106,101,260810,17,1,1,
1.1106,101,260810,16,1,1,
1.1106,101,260810,17,1,1,
0.8864,101,260810,16,2,1,
0.8864,101,260810,17,2,1,
0.8864,101,260810,16,2,1,
0.8864,101,260810,17,2,1,3
1.1106,101,260810,16,1,1,
0.8864,101,260810,16,2,1,
1.0223,101,260810,15,2,1,
1.0223,101,260810,16,2,1,3
1.0223,101,260810,16,2,1,
1.0223,101,260810,15,2,1,
1.0223,101,260810,15,2,1,
1.0223,101,260810,16,2,1,
1.0223,101,260810,16,2,1,
1.0223,101,260810,16,2,1,
1.0223,101,260810,16,2,1,3
1.0223,101,260810,16,2,1,
1.9868,101,260810,15,1,1,
1.9868,101,260810,15,1,1,
1.0223,101,260810,15,2,1,
1.1106,101,260810,,,,
1.9868,101,260810,16,1,1,1
1.0223,101,260810,16,2,1,3
1.0223,101,260810,15,2,,
1.9868,101,260810,15,1,1,5
1.9868,101,260810,16,1,1,
1.9868,101,260810,15,1,1,
1.9868,101,260810,16,1,1,
1.0223,101,260810,16,2,1,
1.0223,101,260810,16,2,1,
1.0223,101,260810,16,2,1,
2.3335,111,260990,14,2,1,4
2.3335,111,260990,14,2,1,
2.3335,111,260990,15,2,1,
1.5486,111,260990,14,1,1,
1.5486,111,260990,15,1,1,
1.5486,111,260990,15,1,1,
1.5486,111,260990,15,1,1,
1.5486,111,260990,15,1,1,
0.6781,111,260990,14,2,,
2.3335,111,260990,14,2,1,
1.5486,111,260990,14,1,1,
2.3335,111,260990,15,2,1,
1.5486,111,260990,15,1,1,
1.5486,111,260990,14,1,1,
2.3335,111,260990,15,2,1,
1.8401,111,260990,14,2,3,
1.5486,111,260990,15,1,1,
1.5486,111,260990,14,1,1,
1.5486,111,260990,14,1,1,
0.5292,111,260990,15,1,,
1.0283,111,260990,15,1,3,
1.5486,111,260990,15,1,1,
0.6781,111,260990,14,2,,
2.3335,111,260990,14,2,1,
1.5486,111,260990,15,1,1,
2.3335,111,260990,15,2,1,
2.1511,111,260990,16,2,1,3
1.5486,111,260990,14,1,1,
1.6452,111,260990,16,1,1,
1.6006,111,260990,17,1,1,2
1.6006,111,260990,18,1,1,
2.7834,111,260990,18,2,1,2
1.6006,111,260990,17,1,1,
1.6006,111,260990,18,1,1,4
1.6006,111,260990,17,1,1,1
1.1889,111,260990,17,1,3,
1.919,111,260990,18,2,3,
2.7834,111,260990,18,2,1,
2.7834,111,260990,17,2,1,
2.7834,111,260990,18,2,1,
2.7834,111,260990,18,2,1,
1.919,111,260990,17,2,3,2
2.7834,111,260990,17,2,1,
2.7834,111,260990,18,2,1,
2.7834,111,260990,17,2,1,3
0.5803,111,260990,18,1,,
1.6006,111,260990,17,1,1,
1.6006,111,260990,17,1,1,
1.6006,111,260990,17,1,1,
1.6006,111,260990,18,1,1,
1.6006,111,260990,17,1,1,
1.6006,111,260990,17,1,1,
1.6006,111,260990,17,1,1,3
1.6006,111,260990,17,1,1,3
1.6006,111,260990,17,1,1,3
1.6006,111,260990,17,1,1,
1.341,111,260990,16,1,1,
1.3611,111,260990,16,1,,4
1.341,111,260990,16,1,1,2
1.4845,111,260990,16,2,1,
1.4845,111,260990,17,2,1,
1.341,111,260990,17,1,1,
1.4845,111,260990,16,2,1,
1.341,111,260990,17,1,1,4
1.341,111,260990,16,1,1,3
1.341,111,260990,16,1,1,
1.341,111,260990,16,1,1,
1.4845,111,260990,17,2,1,
1.341,111,260990,17,1,1,3
1.341,111,260990,16,1,1,
1.1153,111,260990,17,2,3,
1.341,111,260990,16,1,1,
1.341,111,260990,17,1,1,
1.6006,111,260990,,,,
1.341,111,260990,17,1,1,
1.4845,111,260990,17,2,1,
1.341,111,260990,17,1,1,
1.4845,111,260990,16,2,1,
1.341,111,260990,16,1,1,
1.4845,111,260990,17,2,1,
1.4845,111,260990,16,2,1,
1.341,111,260990,16,1,1,
1.341,111,260990,16,1,,3
1.4845,111,260990,17,2,1,3
1.4845,111,260990,16,2,1,1
1.341,111,260990,16,1,1,
0.5006,111,260990,16,2,,3
1.4845,111,260990,16,2,1,
1.4845,111,260990,17,2,1,
2.1511,111,260990,15,2,1,
2.1511,111,260990,16,2,1,4
1.6452,111,260990,16,1,1,
2.1511,111,260990,15,2,1,
1.3422,111,260990,16,1,2,
1.6452,111,260990,15,1,1,1
2.1511,111,260990,15,2,1,
2.3335,111,260990,15,2,1,
2.1511,111,260990,15,2,1,
2.1511,111,260990,17,2,1,
2.1511,111,260990,16,2,1,
1.6452,111,260990,16,1,,
1.6452,111,260990,15,1,1,
