Analysis weight,Current age,4-level race variable,Ever had sexual intercourse,At at first sex,Lifetime number of sexual partners
1.0378,14,Hispanic,Yes,11,6
1.8274,14,White,No,.,.
0.4961,14,White,No,.,.
1.1271,14,White,No,.,.
0.6418,14,Other,Yes,14,1
1.7112,14,White,No,.,.
0.472,14,Black,No,.,.
1.1199,14,Hispanic,No,.,.
1.3409,14,White,No,.,.
0.1971,14,.,No,.,.
3.3747,14,Hispanic,No,.,.
0.4288,14,Black,.,.,.
0.397,14,White,No,.,.
0.4415,14,Black,No,.,.
0.9021,14,Hispanic,No,.,.
1.9203,14,White,Yes,13,2
1.8686,14,White,No,.,.
2.8111,14,White,No,.,.
2.6911,14,Hispanic,No,.,.
1.9358,14,Hispanic,No,.,.
1.6794,14,White,No,.,.
1.5398,14,White,Yes,14,1
1.6645,14,Black,No,.,.
1.5398,14,White,Yes,14,1
1.6388,14,White,No,.,.
1.2619,14,Black,Yes,12,1
0.5766,14,White,No,.,.
0.5766,14,White,No,.,.
0.5015,14,Hispanic,No,.,.
0.5766,14,White,No,.,.
0.5766,14,White,No,.,.
0.3423,14,White,Yes,13,3
2.9205,14,Other,No,.,.
0.7216,14,Hispanic,Yes,13,1
0.6596,14,Hispanic,No,.,.
0.9036,14,White,No,.,.
0.9036,14,White,No,.,.
0.5766,14,White,No,.,.
0.5766,14,White,No,.,.
1.5307,14,Black,Yes,12,3
1.6092,14,White,Yes,14,1
1.8454,14,White,No,.,.
0.2911,14,Other,No,.,.
0.4154,14,Black,No,.,.
1.7951,14,White,No,.,.
1.6476,14,White,No,.,.
0.3187,14,Hispanic,No,.,.
0.8855,14,Hispanic,No,.,.
0.7625,14,Other,No,.,.
1.2021,14,White,No,.,.
0.7175,14,White,No,.,.
0.7175,14,White,Yes,13,2
3.4452,14,White,No,.,.
0.6994,14,Hispanic,Yes,.,.
1.3776,14,Hispanic,Yes,14,1
3.3724,14,White,No,.,.
1.5141,14,White,No,.,.
0.4961,14,White,No,.,.
1.0722,14,Black,No,.,.
0.1787,14,Other,No,.,.
0.3423,14,White,No,.,.
0.3147,14,Other,No,.,.
0.472,14,Black,No,.,.
1.3331,14,White,No,.,.
0.3147,14,Other,No,.,.
0.8506,14,Other,No,.,.
1.3409,14,White,No,.,.
2.1333,14,Black,No,.,.
1.4961,14,White,No,.,.
0.3256,14,Black,Yes,14,2
1.4961,14,White,No,.,.
3.3747,14,Hispanic,No,.,.
3.3747,14,Hispanic,No,.,.
0.2898,14,Hispanic,No,.,.
0.397,14,White,No,.,.
0.397,14,White,No,.,.
0.2898,14,Hispanic,No,.,.
0.397,14,White,No,.,.
0.3777,14,Black,No,.,.
0.397,14,White,No,.,.
0.4415,14,Black,No,.,.
0.397,14,White,No,.,.
0.4415,14,Black,Yes,11,6
0.3388,14,Hispanic,No,.,.
0.3464,14,Other,Yes,14,2
0.9617,14,White,No,.,.
0.9617,14,White,No,.,.
2.6911,14,Hispanic,No,.,.
1.8686,14,White,No,.,.
2.6911,14,Hispanic,No,.,.
2.6911,14,Hispanic,No,.,.
3.6868,14,Other,No,.,.
0.5342,14,White,No,.,.
0.5342,14,White,No,.,.
0.39,14,Hispanic,No,.,.
1.8141,14,White,No,.,.
1.7257,14,Black,No,.,.
2.652,14,White,No,.,.
2.652,14,White,No,.,.
1.5443,14,Hispanic,No,.,.
1.3266,14,White,Yes,14,1
0.5766,14,White,No,.,.
1.6388,14,Black,No,.,.
1.0965,14,Hispanic,No,.,.
1.0965,14,Hispanic,No,.,.
0.9042,14,Hispanic,No,.,.
0.8402,14,Black,No,.,.
0.5766,14,White,No,.,.
0.5766,14,White,No,.,.
0.6871,14,White,No,.,.
0.5766,14,White,No,.,.
0.5766,14,Black,No,.,.
0.5766,14,White,No,.,.
2.2478,14,White,No,.,.
2.2478,14,White,No,.,.
1.1676,14,Black,No,.,.
0.8959,14,Hispanic,Yes,11,3
0.7216,14,Hispanic,No,.,.
0.7216,14,Hispanic,No,.,.
0.3256,14,Black,No,.,.
0.667,14,White,No,.,.
0.9036,14,White,No,.,.
0.5766,14,White,No,.,.
1.3143,14,Other,No,.,.
0.5766,14,White,No,.,.
0.4869,14,Hispanic,.,.,.
1.347,14,Hispanic,No,.,.
0.7689,14,Black,Yes,14,1
0.4154,14,.,No,.,.
1.7951,14,White,No,.,.
4.156,14,White,.,.,.
4.156,14,White,.,.,.
4.156,14,White,.,.,.
1.0452,14,Other,No,.,.
1.5389,14,Black,No,.,.
1.1809,14,.,No,.,.
0.4154,14,Black,Yes,14,1
1.1809,14,Hispanic,No,.,.
0.6825,14,Other,No,.,.
0.7175,14,Other,No,.,.
0.7175,14,White,No,.,.
0.8855,14,Hispanic,No,.,.
0.7695,14,Other,No,.,.
0.7695,14,Other,No,.,.
1.7429,14,White,Yes,14,2
0.7625,14,Other,No,.,.
1.2021,14,White,No,.,.
0.8774,14,Hispanic,No,.,.
0.7625,14,Other,No,.,.
1.3946,14,White,No,.,.
1.8274,14,White,Yes,14,2
1.3946,14,White,No,.,.
0.5898,14,Black,Yes,13,1
0.4526,14,Hispanic,No,.,.
3.3724,14,White,No,.,.
3.3724,14,White,No,.,.
3.3724,14,White,Yes,14,1
1.8873,14,White,No,.,.
1.8873,14,White,No,.,.
1.5141,14,White,No,.,.
2.106,14,White,Yes,14,1
0.3147,14,Other,No,.,.
0.4961,14,White,No,.,.
0.3423,14,White,No,.,.
0.6418,14,Other,.,.,.
1.3331,14,White,No,.,.
0.472,14,Black,No,.,.
0.3147,14,Other,No,.,.
1.5372,14,Hispanic,Yes,14,1
0.9787,14,Hispanic,No,.,.
1.3409,14,White,Yes,14,1
1.4145,14,White,No,.,.
2.243,14,White,No,.,.
0.9042,14,Hispanic,No,.,.
0.6672,14,Other,No,.,.
0.3423,14,.,No,.,.
0.3423,14,White,No,.,.
0.125,14,Other,No,.,.
3.6546,14,Hispanic,.,.,.
3.6546,14,Hispanic,Yes,14,1
4.6746,14,Black,No,.,.
4.3979,14,Black,No,.,.
4.3979,14,Black,No,.,.
0.4963,14,Other,No,.,.
2.8645,14,White,No,.,.
1.8686,14,Black,No,.,.
0.397,14,White,No,.,.
1.3355,14,White,No,.,.
2.6695,14,White,Yes,14,4
0.5257,14,Black,No,.,.
0.2519,14,Other,No,.,.
1.2359,14,White,No,.,.
1.2359,14,Other,No,.,.
0.143,14,Other,No,.,.
0.397,14,White,No,.,.
0.9021,14,Hispanic,No,.,.
0.3388,14,Hispanic,No,.,.
1.9485,14,Hispanic,Yes,14,2
0.9617,14,White,Yes,12,1
0.9617,14,White,No,.,.
0.9617,14,White,No,.,.
0.9617,14,White,No,.,.
1.8686,14,Other,No,.,.
0.9617,14,White,No,.,.
0.3464,14,Other,No,.,.
2.674,14,Black,Yes,14,2
0.5526,14,White,No,.,.
2.6911,14,Hispanic,No,.,.
2.674,14,Black,No,.,.
0.5082,14,Black,No,.,.
2.6911,14,Hispanic,No,.,.
2.3387,14,Other,No,.,.
0.7627,14,Hispanic,No,.,.
2.6911,14,Hispanic,No,.,.
0.5342,14,White,No,.,.
1.9203,14,White,Yes,14,2
0.39,14,Hispanic,No,.,.
1.3242,14,Hispanic,.,.,.
0.6534,14,Other,No,.,.
0.7627,14,Hispanic,No,.,.
1.8141,14,White,No,.,.
1.3242,14,Hispanic,Yes,13,6
1.5398,14,White,No,.,.
1.5398,14,White,No,.,.
2.9721,14,White,No,.,.
1.1239,14,Hispanic,No,.,.
1.0653,14,Other,No,.,.
2.1694,14,Hispanic,No,.,.
1.6645,14,Hispanic,No,.,.
1.5443,14,Hispanic,No,.,.
1.3266,14,White,No,.,.
1.2619,14,Black,No,.,.
1.6388,14,Other,No,.,.
0.5766,14,White,No,.,.
1.6388,14,Hispanic,No,.,.
0.5766,14,White,Yes,14,1
1.0965,14,Hispanic,Yes,11,1
0.6091,14,Other,No,.,.
1.0965,14,Hispanic,No,.,.
0.8833,14,White,No,.,.
0.8833,14,White,Yes,13,1
0.5766,14,White,No,.,.
0.8833,14,White,Yes,14,1
0.5766,14,Other,No,.,.
0.5015,14,Hispanic,No,.,.
0.5015,14,Hispanic,No,.,.
0.5015,14,Hispanic,No,.,.
0.5766,14,White,No,.,.
0.5766,14,White,No,.,.
0.5766,14,Black,No,.,.
0.5766,14,White,Yes,11,1
0.5766,14,Black,No,.,.
0.3256,14,Black,Yes,14,1
0.7786,14,Other,.,.,3
1.1676,14,Black,No,.,.
0.9886,14,Other,Yes,14,1
0.7216,14,Hispanic,No,.,.
0.7216,14,Hispanic,No,.,.
0.3256,14,Black,No,.,.
0.2499,14,Hispanic,Yes,14,2
0.6345,14,Black,No,.,.
0.9036,14,White,No,.,.
0.6596,14,Hispanic,No,.,.
0.9036,14,White,No,.,.
0.8765,14,Other,No,.,.
1.3817,14,White,No,.,.
1.6092,14,White,No,.,.
0.5766,14,White,No,.,.
1.0207,14,Other,No,.,.
0.5766,14,White,Yes,13,2
1.6092,14,Other,No,.,.
1.3817,14,White,No,.,.
1.6092,14,White,No,.,.
0.6345,14,Black,Yes,13,1
1.347,14,Hispanic,No,.,.
1.8454,14,White,No,.,.
0.9042,14,.,.,.,.
1.8454,14,White,No,.,.
1.3817,14,White,Yes,13,1
0.7689,14,Black,No,.,.
0.1573,14,Other,No,.,.
0.4367,14,White,No,.,.
0.4154,14,Black,Yes,13,1
0.9042,14,Hispanic,No,.,.
1.5673,14,Black,No,.,.
1.5673,14,Black,No,.,.
4.156,14,White,.,.,.
4.156,14,White,.,.,.
4.156,14,White,.,.,.
1.6476,14,White,No,.,.
4.156,14,White,.,.,.
1.6476,14,White,No,.,.
1.6476,14,White,No,.,.
1.6476,14,White,No,.,.
0.4154,14,Black,Yes,13,1
1.0262,14,Other,No,.,.
1.1809,14,Hispanic,No,.,.
1.5389,14,Black,No,.,.
0.4367,14,Other,No,.,.
0.7175,14,Other,.,.,.
0.7695,14,Other,No,.,.
1.2131,14,Other,No,.,.
0.8855,14,Hispanic,No,.,.
0.8855,14,Hispanic,No,.,.
1.2131,14,White,No,.,.
1.7429,14,White,No,.,.
1.1056,14,Other,Yes,14,1
1.7429,14,White,No,.,.
2.9736,14,White,No,.,.
1.2021,14,White,No,.,.
0.7625,14,Other,No,.,.
1.2021,14,White,No,.,.
0.7625,14,Other,No,.,.
0.7175,14,White,No,.,.
1.4217,14,White,Yes,14,2
0.6825,14,Black,No,.,.
1.2021,14,Other,No,.,.
0.8774,14,Hispanic,No,.,.
1.4217,14,.,No,.,.
2.5148,14,Hispanic,No,.,.
0.6994,14,Hispanic,No,.,.
0.6994,14,Hispanic,Yes,13,2
0.9115,14,Black,No,.,.
0.6079,14,Other,No,.,.
1.3946,14,White,No,.,.
1.8274,14,White,No,.,.
1.8274,14,White,No,.,.
1.3946,14,White,No,.,.
0.5898,14,Black,No,.,.
1.3946,14,White,No,.,.
0.5898,14,Black,No,.,.
0.4526,14,Hispanic,No,.,.
1.8873,14,White,No,.,.
1.3776,14,Hispanic,No,.,.
0.5898,14,Black,No,.,.
0.5898,14,Black,No,.,.
0.5898,14,Black,Yes,14,1
2.0033,14,Other,No,.,.
3.2079,14,Other,No,.,.
3.3724,14,White,No,.,.
1.5141,14,White,No,.,.
1.5141,14,White,No,.,.
1.3776,14,.,No,.,.
1.3776,14,Hispanic,No,.,.
0.3147,14,Other,No,.,.
1.1271,14,White,No,.,.
1.1271,14,White,No,.,.
0.4961,14,White,No,.,.
0.715,14,Other,No,.,.
0.3147,14,Other,No,.,.
0.3423,14,White,No,.,.
0.3147,14,Other,No,.,.
0.1787,14,Other,No,.,.
2.5656,14,Black,Yes,14,2
1.0118,14,White,No,.,.
0.3644,14,Other,No,.,.
1.3331,14,White,No,.,.
0.3622,14,Hispanic,No,.,.
1.3331,14,White,No,.,.
1.3331,14,White,Yes,12,2
0.4961,14,.,No,.,.
0.9731,14,Hispanic,No,.,.
0.472,14,Black,No,.,.
1.7112,14,White,No,.,.
1.7112,14,White,No,.,.
0.1787,14,Other,No,.,.
1.7112,14,White,No,.,.
1.2491,14,Hispanic,No,.,.
0.3147,14,Other,No,.,.
0.3147,14,Other,No,.,.
1.4594,14,Black,No,.,.
0.3147,14,Other,No,.,.
1.4594,14,Black,.,.,.
0.3147,14,Other,No,.,.
1.4145,14,White,No,.,.
1.3409,14,White,No,.,.
0.9787,14,Hispanic,No,.,.
0.9787,14,Hispanic,No,.,.
0.9787,14,Hispanic,No,.,.
1.3409,14,Other,No,.,.
1.3409,14,White,No,.,.
2.243,14,White,Yes,13,2
2.243,14,.,No,.,.
2.243,14,White,No,.,.
2.243,14,White,No,.,.
1.1783,14,Black,No,.,.
2.1333,14,Black,.,.,.
1.0518,14,White,No,.,.
1.0149,14,White,No,.,.
1.0149,14,White,Yes,14,1
0.7677,14,Hispanic,No,.,.
1.0518,14,White,No,.,.
0.7408,14,Hispanic,Yes,12,4
1.0518,14,White,No,.,.
0.7677,14,Hispanic,No,.,.
1.0149,14,White,No,.,.
0.9603,14,Black,No,.,.
2.2214,14,White,No,.,.
2.2214,14,White,Yes,11,3
1.8686,14,White,No,.,.
1.0317,14,Other,No,.,.
1.4961,14,White,No,.,.
1.4961,14,White,No,.,.
0.125,14,Other,No,.,.
0.1439,14,Hispanic,No,.,.
1.4961,14,White,No,.,.
1.4961,14,White,No,.,.
1.4961,14,White,No,.,.
1.7036,14,Other,No,.,.
4.6829,14,White,No,.,.
4.6746,14,Black,No,.,.
4.6746,14,Black,No,.,.
4.6234,14,White,No,.,.
4.6234,14,Other,No,.,.
3.3747,14,Hispanic,No,.,.
3.3747,14,Hispanic,No,.,.
4.3979,14,Black,Yes,14,1
4.3979,14,Black,No,.,.
4.6234,14,White,No,.,.
3.3747,14,Hispanic,No,.,.
0.4288,14,White,No,.,.
0.4963,14,Black,No,.,.
3.4773,14,White,No,.,.
0.3777,14,Black,Yes,14,2
0.397,14,White,No,.,.
1.3355,14,White,No,.,.
0.2519,14,Other,No,.,.
0.397,14,.,No,.,.
0.2519,14,Other,No,.,.
1.3355,14,White,No,.,.
1.3355,14,White,No,.,.
0.2519,14,Other,No,.,.
0.397,14,White,No,.,.
1.3355,14,White,No,.,.
0.397,14,White,No,.,.
0.397,14,White,No,.,.
0.397,14,White,Yes,14,1
0.397,14,White,No,.,.
1.3355,14,White,No,.,.
1.8686,14,White,No,.,.
0.5064,14,Hispanic,No,.,.
0.9021,14,Hispanic,Yes,14,1
0.5257,14,Black,No,.,.
0.143,14,Other,.,.,.
0.397,14,White,No,.,.
0.397,14,White,No,.,.
0.2519,14,Other,No,.,.
0.9021,14,Hispanic,Yes,14,1
0.3777,14,Other,No,.,.
0.2898,14,Hispanic,No,.,.
0.4415,14,Black,Yes,14,1
0.2944,14,Other,No,.,.
0.2944,14,Other,No,.,.
0.9021,14,Hispanic,No,.,.
0.784,14,Other,No,.,.
0.3388,14,Hispanic,No,.,.
1.2359,14,White,No,.,.
1.8686,14,White,No,.,.
0.1302,14,Other,.,.,.
0.1406,14,White,No,.,.
0.1369,14,White,Yes,14,1
0.1406,14,White,No,.,.
0.1369,14,White,No,.,.
0.1406,14,White,No,.,.
0.157,14,Black,.,.,.
0.1047,14,Other,No,.,.
0.1369,14,White,Yes,13,1
0.0868,14,Other,.,.,.
0.1047,14,Other,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,.,.,.
0.1369,14,White,No,.,.
0.1369,14,White,Yes,14,1
0.0999,14,Hispanic,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,Yes,13,1
0.0999,14,Hispanic,.,14,.
0.157,14,Black,.,.,.
0.1204,14,Hispanic,No,.,.
0.157,14,Black,No,.,.
0.157,14,Black,.,.,.
0.157,14,.,No,.,.
0.157,14,Black,Yes,12,5
0.157,14,Black,.,.,.
0.157,14,Black,No,.,.
0.157,14,Black,No,.,.
0.1266,14,Hispanic,Yes,13,4
0.0594,14,Other,No,.,.
0.157,14,Black,No,.,.
0.7291,14,Black,No,.,.
0.0999,14,Hispanic,No,.,.
0.0999,14,Hispanic,No,.,.
0.7291,14,Black,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,Other,No,.,.
0.0999,14,Hispanic,No,.,.
0.7291,14,Black,No,.,.
0.0984,14,Hispanic,No,.,.
0.7291,14,Black,.,.,.
0.0984,14,Hispanic,No,.,.
0.1282,14,Black,Yes,13,1
0.1369,14,White,No,.,.
0.7291,14,Black,No,.,.
0.0984,14,Hispanic,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.2761,14,Other,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,.,.,.
0.1369,14,White,No,.,.
0.0984,14,Hispanic,No,.,.
0.1282,14,Black,No,.,.
0.0984,14,Hispanic,No,.,.
0.0855,14,Other,No,.,.
0.1282,14,Black,No,.,.
0.0984,14,Hispanic,No,.,.
0.1369,14,White,No,.,.
0.1369,14,White,No,.,.
0.0999,14,Hispanic,Yes,14,1
0.1369,14,White,.,.,.
0.1369,14,White,No,.,.
0.0999,14,Hispanic,No,.,.
0.1369,14,White,No,.,.
0.7291,14,Other,Yes,14,2
0.4862,14,Other,No,.,.
0.0984,14,Hispanic,No,.,.
0.0984,14,Hispanic,No,.,.
0.7389,14,White,.,.,.
0.5393,14,Hispanic,.,.,.
0.5393,14,Hispanic,.,.,.
0.5393,14,Hispanic,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.0984,14,Hispanic,Yes,13,1
0.0984,14,Hispanic,No,.,.
0.0984,14,Hispanic,No,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.7389,14,White,.,.,.
0.2661,14,Other,.,.,.
0.0984,14,Hispanic,No,.,.
0.0984,14,Hispanic,.,.,.
0.09,14,Other,No,.,.
0.2376,14,Black,Yes,14,1
0.1823,14,Hispanic,No,.,.
0.391,14,White,Yes,14,3
0.391,14,White,No,.,.
0.2854,14,Hispanic,No,.,.
0.1406,14,White,.,.,.
0.1337,14,Black,No,.,.
0.2376,14,Black,No,.,.
0.2376,14,Black,No,.,.
0.1337,14,Black,.,.,.
0.2854,14,Hispanic,No,.,.
0.1406,14,White,No,.,.
0.2376,14,Black,.,.,.
0.1337,14,.,No,.,.
0.1406,14,White,No,.,.
0.391,14,White,No,.,.
0.2376,14,Black,No,.,.
0.2854,14,Hispanic,No,.,.
0.2854,14,Hispanic,No,.,.
0.391,14,White,No,.,.
0.391,14,White,No,.,.
0.2376,14,Black,.,.,.
0.1406,14,White,Yes,14,1
0.3719,14,Black,No,.,.
